@relation banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}
@inputs At1, At2
@outputs Class
@data
0.115, -0.443, 1.0
-0.274, 0.489, 1.0
-0.00634, -1.0, -1.0
-0.0172, -1.03, -1.0
2.53, 1.5, 1.0
-1.08, -0.612, 1.0
0.605, 1.86, 1.0
-0.818, 0.654, 1.0
1.29, -0.391, -1.0
0.885, -0.372, 1.0
-0.137, -1.39, -1.0
-1.95, 0.614, -1.0
0.746, 0.991, -1.0
-0.507, 0.69, 1.0
-0.171, 1.68, 1.0
0.714, -1.08, 1.0
2.09, 1.1, 1.0
-0.432, 1.13, -1.0
0.168, 1.7, -1.0
-0.211, -0.334, 1.0
-0.364, -1.4, -1.0
0.427, 1.77, 1.0
-1.98, 0.875, -1.0
-1.25, -1.47, -1.0
-0.0222, -0.202, 1.0
-0.179, 0.19, 1.0
-0.819, -0.943, -1.0
1.31, -1.72, 1.0
1.96, -0.709, -1.0
-0.137, 1.44, -1.0
-1.87, -0.78, 1.0
1.14, -0.0829, -1.0
-0.634, 1.26, -1.0
1.27, 1.6, 1.0
-0.847, -0.896, -1.0
-1.21, -0.733, 1.0
-0.593, 1.28, -1.0
-1.34, -0.31, 1.0
-0.129, -0.061, 1.0
0.957, -0.786, 1.0
1.21, 0.0512, -1.0
0.81, 1.93, -1.0
1.49, 0.627, -1.0
0.858, 0.399, -1.0
0.126, 0.819, -1.0
1.27, -0.675, 1.0
1.67, 0.974, 1.0
-0.171, -1.09, -1.0
1.33, 0.406, -1.0
1.19, -0.319, 1.0
0.933, 0.711, -1.0
-0.125, 0.521, 1.0
-0.981, -1.04, -1.0
0.995, 0.502, -1.0
-1.29, 1.52, -1.0
-0.801, 1.78, -1.0
0.136, 1.46, 1.0
0.44, 1.16, -1.0
1.34, 1.37, 1.0
-0.432, -1.34, -1.0
-1.63, -0.363, 1.0
0.912, 2.1, -1.0
1.61, 0.582, -1.0
0.208, -1.21, -1.0
0.188, 0.914, -1.0
-1.42, -1.28, 1.0
-1.8, -1.26, 1.0
-0.467, 1.3, -1.0
-1.85, -0.35, 1.0
-0.847, -0.871, -1.0
-1.16, -1.01, -1.0
-1.99, -0.912, 1.0
-0.461, 0.343, 1.0
-0.0272, 1.86, 1.0
-0.0779, -0.967, -1.0
-0.594, -1.21, -1.0
1.05, 0.397, -1.0
-0.509, -0.932, -1.0
-0.565, -0.853, -1.0
0.569, 1.44, -1.0
-1.16, -0.285, 1.0
-0.298, -0.823, -1.0
-0.539, 0.648, 1.0
1.06, 0.763, -1.0
0.646, 1.23, -1.0
1.2, 0.318, -1.0
-0.795, 0.276, 1.0
0.224, 1.57, 1.0
2.13, 1.16, 1.0
2.04, -0.462, -1.0
-1.17, -0.556, 1.0
1.17, 1.28, -1.0
-0.448, 0.91, -1.0
0.388, 0.863, -1.0
1.7, 0.157, -1.0
-0.515, 0.625, 1.0
0.335, 1.99, -1.0
-1.03, -0.95, 1.0
0.455, -0.869, 1.0
-1.51, -0.193, 1.0
1.09, -0.538, 1.0
1.5, 0.541, -1.0
0.764, 0.381, 1.0
1.88, -0.141, -1.0
-0.544, -0.773, -1.0
0.175, -0.345, 1.0
-1.07, -0.456, 1.0
-0.429, 1.13, -1.0
1.07, -1.38, 1.0
-1.23, -1.15, 1.0
-0.629, 0.809, 1.0
0.393, 1.64, -1.0
1.14, -1.57, 1.0
0.196, -1.71, -1.0
-1.42, 0.275, -1.0
0.0745, -0.607, 1.0
1.53, 0.0838, -1.0
-1.63, 0.279, 1.0
-0.528, 0.296, 1.0
-2.98, -0.16, -1.0
-0.0982, 0.395, 1.0
0.621, 1.48, 1.0
0.47, 1.21, -1.0
2.55, 1.4, 1.0
1.21, -0.271, -1.0
-0.792, -0.132, 1.0
-1.3, -0.811, 1.0
0.534, 2.15, -1.0
-0.655, -1.44, -1.0
1.15, 1.49, 1.0
0.908, 0.127, -1.0
0.999, 0.811, -1.0
-0.0723, -0.428, 1.0
0.974, -1.47, 1.0
0.0292, -1.21, -1.0
-0.999, 1.2, -1.0
0.3, -1.18, -1.0
-1.51, -0.196, 1.0
-0.00816, -1.38, -1.0
-0.232, 0.626, 1.0
0.148, 1.26, -1.0
1.63, -0.539, -1.0
-0.295, -1.22, -1.0
-1.61, -0.364, 1.0
-0.0633, -0.699, -1.0
-0.243, 1.76, 1.0
1.93, 0.165, -1.0
1.67, -1.77, 1.0
-0.0791, -1.38, -1.0
0.0545, 2.0, -1.0
-1.8, -1.62, 1.0
-1.03, 1.31, -1.0
-0.122, -1.14, -1.0
-0.651, -0.159, 1.0
0.251, 0.171, 1.0
-0.431, 1.21, -1.0
-0.425, 0.996, 1.0
0.915, -1.27, 1.0
-0.0819, 1.64, -1.0
1.22, -1.58, 1.0
0.75, 1.92, 1.0
-1.49, 0.738, -1.0
-0.264, 0.0571, 1.0
-0.952, 4.32E-4, 1.0
-0.945, -0.639, 1.0
0.465, 0.283, 1.0
-1.59, 0.913, -1.0
-0.0187, -1.55, -1.0
-0.228, -1.06, -1.0
-1.06, -0.881, -1.0
0.926, -1.17, 1.0
-1.11, 1.1, -1.0
1.2, -0.778, 1.0
-0.593, -1.58, -1.0
-0.704, 1.46, -1.0
1.19, 0.554, -1.0
-0.899, 0.0621, 1.0
-0.784, 1.81, -1.0
0.104, -1.04, -1.0
1.48, 1.01, 1.0
0.403, 0.0297, 1.0
-0.85, 0.963, -1.0
1.09, -0.643, 1.0
-1.43, 0.245, -1.0
0.456, 0.278, 1.0
1.72, -0.259, -1.0
-0.222, 0.156, 1.0
-0.865, -1.1, -1.0
-0.845, -0.00258, 1.0
-0.0189, -1.28, -1.0
-1.7, -1.16, 1.0
1.74, 0.577, -1.0
-1.02, -1.29, -1.0
1.11, 0.428, -1.0
-0.44, 0.298, 1.0
2.62, 1.12, 1.0
0.477, 1.83, -1.0
-1.44, 0.0919, 1.0
-0.784, -0.00647, 1.0
-0.236, 1.44, -1.0
1.14, 0.376, -1.0
1.26, -0.553, 1.0
1.08, 0.148, 1.0
-1.25, 0.857, -1.0
-1.03, -0.357, 1.0
0.168, 1.97, 1.0
0.73, -0.99, 1.0
-0.506, -1.2, -1.0
0.82, 1.83, -1.0
-0.449, 1.04, -1.0
1.47, 0.486, -1.0
-0.543, 7.62E-5, 1.0
-0.234, -0.974, -1.0
1.03, 0.805, -1.0
-1.07, -0.039, 1.0
0.306, -1.13, -1.0
1.39, -0.631, 1.0
-0.959, 1.07, -1.0
-0.204, -0.181, 1.0
-2.18, -1.88, 1.0
0.917, 0.231, -1.0
0.819, 0.546, -1.0
0.952, -0.782, 1.0
-0.207, -1.37, -1.0
-0.471, -0.919, -1.0
0.459, 1.69, 1.0
-0.104, 0.48, 1.0
0.675, 0.886, -1.0
-0.218, -1.05, -1.0
0.0273, -0.683, -1.0
-0.0897, -0.115, 1.0
-0.0127, -1.12, -1.0
0.93, 0.65, -1.0
-1.22, -0.107, 1.0
-0.642, -1.35, -1.0
-0.305, 1.18, -1.0
-0.396, -1.45, -1.0
0.953, -1.3, 1.0
-0.347, -1.15, -1.0
-0.618, -0.506, 1.0
0.942, 1.83, 1.0
-1.54, -0.598, 1.0
-1.0, -0.885, -1.0
-0.836, -1.36, -1.0
-1.14, 1.08, -1.0
-0.262, 1.71, 1.0
1.08, 0.088, -1.0
1.23, -0.0874, -1.0
1.3, -0.346, -1.0
-0.0128, -1.27, -1.0
-0.479, 0.91, -1.0
-0.302, -0.116, 1.0
-0.617, 1.61, -1.0
-0.823, 0.729, -1.0
-0.995, -0.507, 1.0
-1.07, 1.3, -1.0
-1.4, 0.247, 1.0
1.55, -0.00546, -1.0
-1.49, -0.221, 1.0
-0.992, -0.0156, 1.0
1.24, -1.33, 1.0
-1.54, 0.562, -1.0
-2.37, -0.01, -1.0
-1.47, -0.817, 1.0
0.221, 0.946, 1.0
1.16, -1.1, 1.0
-0.00145, -0.7, 1.0
-0.248, -1.69, -1.0
-0.819, -1.21, -1.0
1.78, 0.272, -1.0
0.486, 0.991, -1.0
0.975, -1.34, 1.0
-0.0163, -1.07, -1.0
0.405, -1.2, -1.0
0.545, 1.28, -1.0
-1.44, -0.47, 1.0
-1.38, -0.826, 1.0
0.0545, -1.32, -1.0
-1.11, 0.308, 1.0
0.629, -0.617, 1.0
0.478, 0.46, 1.0
0.625, 1.38, 1.0
-0.648, -0.713, 1.0
-1.21, -1.22, -1.0
0.517, 1.46, -1.0
-1.35, -0.57, 1.0
0.0271, 1.83, 1.0
0.756, -0.0709, 1.0
-0.201, 1.35, -1.0
0.163, -1.08, -1.0
-0.536, 1.19, -1.0
-0.0461, 1.65, -1.0
-0.269, 1.37, -1.0
-0.665, 0.357, 1.0
-0.611, -1.28, -1.0
-1.32, 0.0399, 1.0
0.0893, -1.1, -1.0
-0.355, 1.28, -1.0
0.22, -1.36, -1.0
0.707, 1.37, -1.0
0.941, 1.46, -1.0
-0.901, -1.13, -1.0
-1.53, 0.501, -1.0
0.835, 1.24, -1.0
0.508, -0.331, 1.0
-1.22, 0.0836, 1.0
1.11, 0.685, -1.0
0.425, -1.21, -1.0
-0.518, -0.914, -1.0
1.34, 0.0998, -1.0
0.283, 0.394, 1.0
0.417, -1.28, -1.0
-1.21, -1.16, 1.0
0.334, 1.04, -1.0
-0.372, -1.11, -1.0
1.26, -1.25, 1.0
-1.04, -0.131, 1.0
1.13, 1.07, -1.0
1.35, 1.33, 1.0
-0.434, 2.24, -1.0
-1.74, 0.975, -1.0
0.0285, 1.72, 1.0
-0.376, -0.975, -1.0
-0.825, 0.481, 1.0
-1.54, -0.641, 1.0
-0.0406, 2.09, -1.0
0.504, 0.0752, -1.0
-0.269, 1.6, -1.0
0.29, -0.481, 1.0
-1.14, 0.849, -1.0
0.209, 0.755, 1.0
-0.418, -1.26, -1.0
0.463, 0.498, -1.0
-0.162, 1.84, -1.0
0.527, -1.02, -1.0
-0.208, -0.646, 1.0
0.611, 0.978, -1.0
0.469, 1.91, -1.0
0.434, -0.189, 1.0
0.659, -0.985, 1.0
-0.163, -0.398, 1.0
-1.57, 0.378, -1.0
-0.256, -0.115, 1.0
-1.06, 1.03, -1.0
-0.539, 1.41, -1.0
0.67, 1.15, -1.0
0.13, 1.41, -1.0
-0.944, 1.02, -1.0
-2.03, 0.359, -1.0
-0.235, -1.22, -1.0
0.276, 0.397, 1.0
1.06, 0.842, -1.0
-0.279, -0.0928, 1.0
1.67, 0.0877, -1.0
-0.965, -0.978, -1.0
-0.91, -0.607, 1.0
0.941, -0.789, 1.0
-0.967, 0.592, -1.0
-0.749, 0.0101, 1.0
0.198, -1.19, -1.0
0.412, -0.124, 1.0
-1.55, -1.47, 1.0
0.00865, -0.918, -1.0
1.82, -0.643, -1.0
-0.212, -1.18, -1.0
1.6, -1.36, 1.0
1.44, -1.7, 1.0
0.824, 0.587, 1.0
1.18, 1.49, -1.0
0.56, 1.7, 1.0
-1.19, 1.01, -1.0
-0.693, -0.113, 1.0
-1.67, -1.5, 1.0
0.117, -1.07, -1.0
-1.39, 0.862, -1.0
-0.973, -0.047, 1.0
1.48, 1.78, 1.0
0.842, -0.372, 1.0
-0.402, -1.11, -1.0
0.801, -0.639, 1.0
0.524, -0.231, 1.0
1.29, 0.152, -1.0
0.244, -0.69, 1.0
