@relation banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}
@inputs At1, At2
@outputs Class
@data
-1.95, -0.16, 1.0
1.75, -1.03, -1.0
2.36, 1.5, 1.0
0.384, -0.314, 1.0
1.31, 1.07, -1.0
1.29, 1.07, -1.0
0.284, 2.31, -1.0
-0.27, -1.28, -1.0
-0.369, -0.984, -1.0
0.818, 0.845, -1.0
-1.39, -0.282, 1.0
-1.64, -1.27, 1.0
0.58, 1.17, -1.0
0.0052, 0.24, 1.0
0.423, -0.334, 1.0
1.08, 1.36, 1.0
-0.639, 1.25, -1.0
0.149, -0.295, 1.0
-1.18, 0.422, 1.0
-0.203, -1.08, -1.0
1.48, -1.05, 1.0
0.395, 0.0856, -1.0
0.314, 1.54, -1.0
-0.278, -0.815, 1.0
-1.55, 0.386, -1.0
-0.455, 0.494, 1.0
-0.0601, 2.04, 1.0
0.101, -1.39, -1.0
-0.269, 0.961, 1.0
-0.123, 1.86, -1.0
-0.0373, -1.32, -1.0
-0.491, -0.429, 1.0
-0.475, -1.02, -1.0
0.439, 1.5, -1.0
-0.388, -1.08, -1.0
-0.84, -1.05, -1.0
-1.34, -0.462, 1.0
-0.665, 1.23, -1.0
0.35, 0.889, -1.0
0.282, -1.43, -1.0
-0.119, -0.842, -1.0
1.09, -1.24, 1.0
2.41, 0.946, 1.0
1.27, -0.194, -1.0
-0.439, -0.884, 1.0
-0.699, 0.755, -1.0
-1.82, 0.904, -1.0
-0.514, -1.07, -1.0
0.746, 0.441, -1.0
0.387, -6.53E-4, 1.0
-1.78, -0.491, 1.0
1.45, -0.507, -1.0
-0.559, 0.0594, 1.0
0.743, -1.01, 1.0
0.768, -1.25, 1.0
-0.779, 1.09, -1.0
0.0698, -1.25, -1.0
1.23, 0.458, -1.0
0.952, -1.9, 1.0
-0.21, 0.11, 1.0
-0.0468, -0.332, 1.0
-0.244, -1.2, -1.0
0.742, 1.56, 1.0
0.836, 0.849, -1.0
-1.56, 0.514, -1.0
0.387, 1.59, 1.0
0.0209, -0.973, -1.0
0.637, 0.984, -1.0
-1.13, -0.0974, 1.0
0.784, 1.39, -1.0
0.478, 1.31, 1.0
-0.138, 0.425, 1.0
-0.749, 1.26, -1.0
-0.566, 1.19, -1.0
-1.18, 0.862, -1.0
-1.08, -1.17, -1.0
-1.41, -0.856, 1.0
1.31, -0.36, 1.0
0.576, -0.665, 1.0
0.308, -0.913, -1.0
-0.666, -1.34, -1.0
0.202, -1.17, -1.0
-0.0247, -0.765, -1.0
-0.389, -1.2, -1.0
0.8, 0.662, -1.0
1.34, -1.8, 1.0
1.23, -0.785, 1.0
0.955, -0.0158, -1.0
-0.639, -1.04, -1.0
-1.08, 0.356, 1.0
-0.811, -1.35, -1.0
-1.26, -0.515, 1.0
-1.33, -0.392, 1.0
1.93, -0.842, -1.0
0.388, 1.64, -1.0
0.584, 0.679, -1.0
0.119, -1.28, -1.0
-0.481, -0.904, -1.0
1.42, 1.8, 1.0
-0.973, 0.495, 1.0
-0.936, -1.5, -1.0
-0.563, -0.164, 1.0
0.544, -0.842, 1.0
-0.0571, -1.5, -1.0
2.22, -2.04, -1.0
0.569, -0.858, -1.0
0.646, -0.932, 1.0
-2.09, -1.22, 1.0
-0.021, -1.09, -1.0
0.336, 0.611, 1.0
-1.58, -1.61, 1.0
-0.705, 0.129, 1.0
-1.49, 0.228, 1.0
-0.606, -0.129, 1.0
1.31, 1.62, 1.0
0.98, -0.832, 1.0
0.416, 0.1, 1.0
-0.0299, 0.617, 1.0
-1.33, -0.276, 1.0
-0.166, 0.165, 1.0
-0.145, -1.39, -1.0
-0.439, 0.331, 1.0
-0.621, 1.16, -1.0
0.974, -0.951, 1.0
-1.43, -0.357, 1.0
-0.664, 1.18, -1.0
0.929, -0.902, 1.0
-1.85, -0.347, 1.0
0.271, 0.0595, 1.0
1.08, 0.437, -1.0
-0.462, -0.707, -1.0
-0.434, 1.98, -1.0
-0.192, 1.04, -1.0
1.29, 0.283, -1.0
-1.28, -1.07, 1.0
0.942, 1.89, 1.0
0.624, -1.31, -1.0
0.873, -1.03, 1.0
0.893, 0.691, -1.0
-1.79, -1.46, 1.0
0.893, -0.327, 1.0
-1.01, 1.21, -1.0
2.69, 1.12, 1.0
1.21, -0.132, -1.0
-0.676, 0.797, -1.0
0.897, 0.294, -1.0
1.05, 0.776, -1.0
-0.375, -1.39, -1.0
-0.117, 1.47, -1.0
0.159, 0.586, 1.0
1.47, -1.29, 1.0
0.83, 0.692, -1.0
-1.85, -0.467, 1.0
2.14, -0.453, -1.0
-0.974, -0.818, 1.0
0.614, -0.705, 1.0
0.894, -0.992, 1.0
0.017, -1.26, -1.0
-0.487, -1.13, -1.0
-0.603, 1.3, -1.0
0.133, 2.04, 1.0
1.23, 2.19, -1.0
0.297, -1.11, 1.0
-1.39, 1.09, -1.0
0.534, -0.763, 1.0
-0.0198, -1.22, -1.0
-0.926, 0.694, -1.0
0.685, 0.546, -1.0
1.1, -0.364, 1.0
1.01, -0.205, 1.0
1.09, 1.21, -1.0
-1.42, 1.13, -1.0
-0.275, 1.52, 1.0
0.991, 0.594, -1.0
0.927, -1.12, 1.0
-1.81, -1.21, 1.0
0.362, 1.59, -1.0
-0.928, 1.55, -1.0
-0.659, -1.27, -1.0
-0.772, -1.38, -1.0
0.646, 0.778, -1.0
-0.811, -1.15, -1.0
0.261, 0.214, 1.0
-1.08, -1.39, -1.0
0.342, -0.701, -1.0
-0.66, 1.41, -1.0
1.23, -1.4, 1.0
1.85, -0.377, -1.0
-0.834, -1.36, -1.0
1.46, -0.14, -1.0
-0.31, -1.27, -1.0
0.277, -0.324, 1.0
0.468, 0.986, -1.0
0.563, 0.661, -1.0
0.331, 0.185, 1.0
0.956, 0.558, 1.0
0.487, 1.45, -1.0
-2.13, 0.678, -1.0
0.637, 1.55, 1.0
-0.515, 0.976, -1.0
-0.231, -0.75, -1.0
-1.25, -0.576, 1.0
-0.975, 0.725, -1.0
0.707, 0.948, -1.0
2.44, 1.37, 1.0
-1.98, 0.345, -1.0
-1.39, -0.474, 1.0
-0.357, -0.944, -1.0
0.667, 1.92, 1.0
0.708, 0.961, -1.0
1.32, -0.331, 1.0
-1.92, -1.5, 1.0
1.19, -0.278, -1.0
-0.924, -0.102, 1.0
1.35, 0.472, -1.0
0.745, 0.366, -1.0
0.558, -1.06, 1.0
-0.0253, 0.0742, 1.0
-0.174, -0.478, 1.0
0.802, 1.21, -1.0
-0.163, -0.759, -1.0
-0.974, 1.05, -1.0
2.34, 1.64, 1.0
-0.666, -1.1, -1.0
-0.153, 1.97, 1.0
-0.889, -0.417, 1.0
0.291, 1.34, -1.0
-0.141, -0.797, -1.0
-1.53, 0.656, -1.0
-0.345, 0.376, 1.0
1.09, -0.384, 1.0
1.21, 0.306, -1.0
0.834, 0.925, -1.0
1.93, 1.41, 1.0
1.22, 0.423, -1.0
-0.64, -0.939, -1.0
0.264, -0.605, 1.0
1.27, -0.685, -1.0
0.378, 0.987, -1.0
-0.607, -0.894, -1.0
0.615, 0.375, -1.0
-1.3, -1.08, 1.0
-0.856, -0.235, 1.0
0.177, 0.731, 1.0
0.0886, -0.844, -1.0
-0.808, -1.5, -1.0
0.627, 0.234, -1.0
-2.07, -0.521, 1.0
-1.26, -0.119, 1.0
0.933, -1.24, 1.0
-1.24, -0.0104, 1.0
1.68, -0.32, -1.0
0.71, 1.7, 1.0
-1.52, 0.246, 1.0
-1.93, -0.315, 1.0
-1.86, -1.3, 1.0
0.464, -0.792, 1.0
-0.707, -1.43, -1.0
-0.527, 0.887, -1.0
0.276, -0.218, 1.0
0.204, -1.29, -1.0
-0.218, -1.63, -1.0
0.961, -1.33, 1.0
0.924, 0.701, -1.0
2.0, 1.28, 1.0
-1.07, -0.709, 1.0
-1.53, 0.257, -1.0
-1.84, -0.958, 1.0
-1.13, -1.06, -1.0
-1.94, 0.832, -1.0
-0.866, -0.197, 1.0
-1.76, -1.33, 1.0
-1.42, -1.4, -1.0
0.163, -1.13, -1.0
1.22, 1.48, 1.0
-1.88, -1.26, 1.0
-1.46, 1.11, -1.0
-0.678, 1.6, -1.0
0.707, -0.778, 1.0
1.13, -1.75, 1.0
-0.882, -0.608, 1.0
-0.539, 0.292, 1.0
0.843, 0.634, -1.0
0.803, 0.349, -1.0
-1.33, 0.878, -1.0
-0.415, 0.463, 1.0
-2.25, 0.167, -1.0
1.03, -0.805, 1.0
0.381, 1.61, 1.0
1.05, 0.899, -1.0
-1.7, -1.79, 1.0
0.167, -0.793, 1.0
0.431, 1.64, 1.0
2.2, 1.14, 1.0
-0.276, -1.19, -1.0
0.799, -0.99, 1.0
2.07, 1.37, 1.0
-0.0175, -1.21, -1.0
-0.891, -0.617, 1.0
1.36, -0.117, -1.0
1.02, 0.729, -1.0
0.252, -0.389, 1.0
0.401, -1.31, -1.0
0.132, -1.49, -1.0
1.0, 0.654, -1.0
0.643, -0.351, 1.0
-0.794, 1.24, -1.0
-1.57, -0.561, 1.0
-1.69, 0.614, -1.0
0.983, 0.611, -1.0
-0.45, -0.928, -1.0
-1.93, 0.96, -1.0
-0.0882, 1.17, -1.0
0.831, 1.35, -1.0
1.47, -0.531, -1.0
1.29, 0.0437, -1.0
-0.173, 1.59, -1.0
1.07, 0.668, -1.0
0.41, 1.01, -1.0
0.344, 1.38, 1.0
0.196, 1.76, -1.0
1.07, 0.399, -1.0
1.55, -0.0305, -1.0
0.16, -0.616, 1.0
0.0722, 1.8, -1.0
0.466, 0.281, 1.0
-0.824, 1.1, -1.0
1.62, 1.19, 1.0
1.46, -0.111, -1.0
-0.799, 1.11, -1.0
0.0726, -1.31, -1.0
1.25, -1.25, 1.0
-1.63, 0.728, -1.0
-0.076, -1.12, -1.0
-1.94, -1.61, 1.0
1.08, -0.628, -1.0
0.303, -0.94, -1.0
-0.59, -1.04, -1.0
0.541, 1.41, -1.0
1.31, 0.118, -1.0
0.189, 1.35, -1.0
0.0963, -1.38, -1.0
0.879, 1.03, -1.0
0.719, 0.759, -1.0
1.07, 0.512, -1.0
-1.24, -0.706, 1.0
-0.711, 0.96, -1.0
0.387, -0.798, -1.0
-1.28, 0.559, -1.0
-0.356, -0.0513, 1.0
-1.55, 0.378, -1.0
-0.958, 0.536, -1.0
2.29, 1.22, 1.0
-1.57, 0.629, -1.0
0.445, 0.135, 1.0
-0.367, -1.04, -1.0
-0.139, 0.132, 1.0
0.235, 1.48, 1.0
1.25, -0.322, -1.0
-1.29, -0.754, 1.0
1.02, -0.728, 1.0
1.72, 0.0291, -1.0
0.501, 0.0553, 1.0
0.773, -0.747, 1.0
-1.31, -0.903, -1.0
-0.718, -1.25, -1.0
-0.676, 1.3, -1.0
-0.685, 0.989, -1.0
-0.377, -0.617, 1.0
-0.501, 0.0787, 1.0
-0.748, -0.034, 1.0
0.0489, -1.36, -1.0
0.253, -1.3, -1.0
-0.318, 0.317, 1.0
1.13, 0.429, -1.0
-0.521, 0.726, 1.0
-0.00626, -0.959, -1.0
-0.282, 1.78, 1.0
0.428, -0.494, 1.0
-1.15, -0.0498, 1.0
-0.969, 1.02, -1.0
1.05, 0.472, -1.0
1.35, 0.229, -1.0
-1.34, -0.419, 1.0
-0.613, 0.775, 1.0
1.39, -0.013, -1.0
1.02, -0.625, 1.0
-1.51, -0.769, 1.0
1.46, 0.0373, -1.0
-1.06, -0.549, 1.0
1.15, -0.451, 1.0
-0.138, -0.0524, 1.0
0.877, 0.161, -1.0
-1.73, -0.242, 1.0
0.631, -0.674, 1.0
-1.14, -1.27, 1.0
1.49, 0.365, -1.0
-1.13, -0.443, 1.0
0.0343, -1.18, -1.0
-0.851, 0.189, 1.0
1.64, 1.12, 1.0
