@relation banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}
@inputs At1, At2
@outputs Class
@data
-0.00698, -1.15, -1.0
-1.73, -1.3, 1.0
-0.255, 0.387, 1.0
-0.786, -0.64, 1.0
-0.0895, 1.65, 1.0
-0.803, -0.705, -1.0
-1.68, -0.51, 1.0
1.18, 0.08, -1.0
1.78, -0.508, -1.0
-0.237, -1.4, -1.0
0.551, 1.48, -1.0
-1.93, 0.603, -1.0
1.72, -0.448, -1.0
-0.85, -0.92, -1.0
0.134, -0.922, -1.0
0.0598, -1.26, -1.0
0.51, -1.15, -1.0
-0.653, -0.734, -1.0
0.265, -0.182, 1.0
0.636, 1.34, 1.0
0.685, 2.2, -1.0
1.89, 0.834, 1.0
-0.745, 0.987, -1.0
0.418, -1.12, -1.0
0.0236, -1.07, -1.0
-1.15, 0.587, -1.0
0.0071, -0.924, -1.0
-0.0247, -1.5, -1.0
0.0328, 1.22, -1.0
-1.52, 0.506, -1.0
-2.1, -0.859, 1.0
0.835, -0.0137, -1.0
1.26, 0.0903, -1.0
-0.638, -1.01, -1.0
-0.507, 1.24, -1.0
-0.455, -1.3, -1.0
0.431, 0.266, -1.0
1.24, 0.00235, -1.0
0.811, 2.0, -1.0
0.748, 1.81, 1.0
-1.25, 0.479, -1.0
0.74, 1.35, 1.0
-0.037, -1.35, -1.0
-1.34, 0.717, -1.0
2.34, 1.13, 1.0
0.779, -0.815, 1.0
-0.43, -1.4, -1.0
-0.221, 0.12, 1.0
0.876, -0.969, 1.0
0.904, 0.97, -1.0
0.824, 0.45, -1.0
-0.0397, -1.09, -1.0
0.299, 1.49, -1.0
-1.55, -1.6, 1.0
-1.34, 0.146, 1.0
1.41, 0.607, -1.0
-0.541, -0.65, 1.0
-1.97, -1.72, 1.0
-0.468, -0.206, 1.0
0.735, 0.571, -1.0
-0.0693, -1.3, -1.0
0.724, -0.574, 1.0
-1.49, 0.796, -1.0
0.582, 0.232, -1.0
-0.783, 0.931, -1.0
0.698, 0.784, -1.0
-1.57, -0.401, 1.0
0.22, 2.08, -1.0
0.92, -0.717, 1.0
0.087, -1.28, -1.0
1.13, -0.541, 1.0
1.33, -0.704, -1.0
-1.23, 0.89, -1.0
-0.325, -1.32, -1.0
-1.11, 0.00172, 1.0
-0.0342, 0.145, 1.0
0.424, 0.547, 1.0
-0.216, -1.38, -1.0
-0.175, -0.909, -1.0
1.04, 0.285, -1.0
-0.735, -1.19, -1.0
1.31, 0.628, -1.0
1.38, -1.02, 1.0
-0.0785, -1.16, -1.0
0.483, -1.23, -1.0
1.45, -0.188, -1.0
1.77, 0.013, -1.0
-1.33, -0.581, 1.0
1.04, 0.952, -1.0
0.249, -0.451, 1.0
0.898, -0.719, 1.0
0.0935, 2.1, -1.0
0.796, 0.423, 1.0
-0.581, -0.182, 1.0
0.444, 1.14, -1.0
-0.394, 1.39, -1.0
1.32, -0.144, -1.0
0.639, -0.815, -1.0
-2.0, 0.403, -1.0
-0.0949, -0.821, -1.0
0.781, 1.08, -1.0
-0.624, 1.75, -1.0
2.33, 1.21, 1.0
-1.15, -0.647, 1.0
1.39, 0.504, -1.0
-1.42, 0.728, -1.0
0.897, 0.742, -1.0
0.377, -0.643, 1.0
2.34, 1.18, 1.0
-0.341, 1.55, -1.0
0.957, 0.0986, -1.0
1.46, 0.651, -1.0
0.0909, -1.39, -1.0
-1.34, 0.805, -1.0
1.21, 1.31, 1.0
0.196, 1.08, -1.0
0.484, -1.3, -1.0
-0.807, 1.12, -1.0
0.874, 1.79, -1.0
0.534, 1.86, 1.0
2.03, 1.1, 1.0
0.473, 0.339, 1.0
0.18, -0.0627, 1.0
0.211, 1.71, 1.0
-1.11, -0.653, 1.0
0.102, -1.03, -1.0
-0.129, -1.69, -1.0
2.08, 1.35, 1.0
-1.37, -0.123, 1.0
-0.995, -0.832, -1.0
-0.507, 0.357, 1.0
1.19, -1.25, 1.0
1.18, 0.597, -1.0
0.418, -0.897, 1.0
0.724, 0.417, -1.0
1.08, -8.17E-4, -1.0
-1.78, -0.843, 1.0
-0.528, -1.23, -1.0
0.17, -0.719, -1.0
-1.49, -0.0266, 1.0
-1.06, -0.86, 1.0
-1.18, -0.122, 1.0
-0.436, 0.821, 1.0
-1.46, -0.179, 1.0
0.716, 0.487, -1.0
0.0319, 1.39, -1.0
-0.839, 0.111, 1.0
-1.01, -0.155, 1.0
0.683, 1.6, 1.0
1.16, -1.3, 1.0
-0.826, 0.682, -1.0
0.177, -1.07, -1.0
0.166, -1.25, -1.0
0.811, 0.00911, 1.0
0.304, -0.00393, 1.0
-2.0, -0.0624, -1.0
0.557, 1.38, -1.0
-0.994, 0.192, 1.0
0.152, -0.964, -1.0
-0.82, -0.76, 1.0
1.5, -0.38, -1.0
-0.441, -1.45, -1.0
1.01, -1.12, 1.0
1.52, -1.12, 1.0
0.126, -1.08, -1.0
1.06, -0.232, -1.0
-0.512, -0.954, -1.0
-0.957, 0.848, 1.0
-1.08, 1.19, -1.0
-1.49, 0.555, -1.0
1.2, 0.0691, -1.0
-0.973, 0.712, -1.0
0.711, 0.787, -1.0
-1.55, -0.132, 1.0
0.656, 1.25, -1.0
0.347, -0.242, 1.0
-0.399, 1.3, -1.0
0.816, 0.762, -1.0
0.386, 1.92, -1.0
-0.501, -1.43, -1.0
-0.992, 1.4, -1.0
-0.683, 0.419, 1.0
1.32, -1.23, 1.0
-1.81, 0.0758, 1.0
1.46, -1.32, 1.0
0.226, -1.02, -1.0
-0.343, -1.39, -1.0
0.343, -1.14, -1.0
1.2, 0.361, -1.0
-1.26, -0.457, 1.0
-0.0545, -1.45, -1.0
1.41, 0.9, -1.0
0.805, 1.21, -1.0
-0.0611, -1.4, -1.0
-1.65, -2.05, 1.0
0.484, 1.04, -1.0
0.739, 0.673, -1.0
0.592, 0.235, 1.0
1.3, 1.04, -1.0
-1.38, 0.0973, 1.0
0.484, 1.04, -1.0
-1.38, -0.149, 1.0
1.89, 1.34, 1.0
-0.0681, -1.24, -1.0
0.896, 0.363, 1.0
-0.489, -1.13, -1.0
-0.0203, -1.42, -1.0
0.208, -0.427, 1.0
-0.21, 1.35, -1.0
-0.242, -1.47, -1.0
1.4, 0.746, -1.0
0.0426, -1.18, -1.0
-1.19, -1.14, 1.0
-0.128, -1.14, -1.0
-0.744, -0.415, 1.0
0.203, 0.617, 1.0
-1.45, -0.0697, 1.0
-1.1, -1.24, -1.0
-1.2, 0.92, -1.0
1.21, 0.197, -1.0
-0.206, -0.0207, 1.0
-0.811, -1.21, -1.0
1.16, 0.598, -1.0
0.841, -0.0776, 1.0
-1.64, -0.121, 1.0
-1.78, -0.582, 1.0
-0.851, 0.405, 1.0
0.472, 0.0979, 1.0
0.91, 0.665, -1.0
1.41, 0.258, -1.0
0.139, -0.762, -1.0
-0.747, -0.72, -1.0
-1.48, -1.23, 1.0
-1.07, 0.00513, 1.0
0.408, 0.0179, 1.0
-0.692, 0.759, 1.0
0.544, 1.22, -1.0
1.24, 0.79, -1.0
-0.502, 1.84, 1.0
-0.616, 0.413, 1.0
-0.779, -1.04, -1.0
-2.6, 0.217, -1.0
0.89, 0.864, -1.0
0.962, 0.851, -1.0
0.95, -0.0297, 1.0
-1.24, 1.14, -1.0
-1.75, 0.318, -1.0
0.941, 1.16, -1.0
-0.334, 1.63, -1.0
0.0727, -1.46, -1.0
-0.971, -0.906, 1.0
0.56, -1.02, -1.0
-0.693, 1.28, -1.0
2.47, 1.12, 1.0
0.097, -0.593, 1.0
0.463, -1.28, -1.0
1.97, 1.41, 1.0
-0.246, -0.739, -1.0
0.0885, -1.22, -1.0
0.66, 0.835, -1.0
0.217, -0.961, -1.0
1.64, 1.53, 1.0
-1.51, 0.348, 1.0
0.0311, -0.978, -1.0
-0.534, 1.15, -1.0
0.366, 0.164, 1.0
-0.132, 1.68, 1.0
1.87, 1.13, 1.0
1.8, 0.757, -1.0
-0.815, 1.18, -1.0
0.0786, 1.63, -1.0
1.1, 1.38, 1.0
1.03, 0.28, -1.0
-0.964, 0.108, 1.0
-0.0876, 0.255, 1.0
0.598, 0.133, 1.0
0.388, 0.484, 1.0
-0.651, -0.103, 1.0
1.42, -0.656, -1.0
1.77, 1.59, 1.0
0.145, -0.415, 1.0
-1.82, -0.705, 1.0
-0.177, -1.12, -1.0
0.846, 1.87, -1.0
0.677, 0.108, 1.0
0.432, 0.749, -1.0
1.56, -0.177, -1.0
1.26, 0.462, -1.0
-1.34, 0.626, -1.0
0.445, 0.0484, 1.0
-0.474, 0.264, 1.0
1.1, -0.313, 1.0
0.326, 0.00626, 1.0
0.449, -0.0489, 1.0
-0.391, -0.547, 1.0
0.703, -0.583, 1.0
-1.44, -0.505, 1.0
1.01, 0.865, -1.0
-1.56, -0.329, 1.0
0.491, 0.194, 1.0
0.278, 0.383, 1.0
-0.296, 0.538, 1.0
0.952, 0.836, -1.0
2.44, -0.448, -1.0
-0.385, -0.734, 1.0
-0.901, -1.68, -1.0
1.89, -0.633, -1.0
-0.416, 0.246, 1.0
-0.716, -1.19, -1.0
-0.817, -0.783, -1.0
-0.223, 1.65, 1.0
1.27, -0.519, -1.0
-1.17, 0.586, -1.0
0.332, -0.527, 1.0
0.603, 1.8, 1.0
-0.0232, -1.24, -1.0
-1.48, 0.944, -1.0
-0.0911, -0.0844, 1.0
0.404, -1.1, -1.0
-0.169, -0.601, 1.0
0.624, -0.285, 1.0
-0.177, 1.51, -1.0
-0.169, -0.135, 1.0
-0.764, 0.218, 1.0
-0.978, -1.05, 1.0
1.35, 0.677, -1.0
-0.145, 1.65, -1.0
-0.357, 1.51, -1.0
-0.685, 0.727, 1.0
-0.079, 0.227, 1.0
0.547, 1.15, -1.0
0.437, 2.35, -1.0
-1.83, 0.379, -1.0
0.934, 0.32, -1.0
-1.78, -0.607, 1.0
1.17, 1.37, -1.0
-1.64, -1.16, 1.0
1.94, 1.25, 1.0
-0.562, -1.12, -1.0
1.66, -0.402, -1.0
0.76, -1.16, 1.0
-0.22, -1.12, -1.0
-0.752, -0.117, 1.0
-0.673, -0.177, 1.0
0.435, 1.31, 1.0
1.5, -0.993, -1.0
0.355, -0.222, 1.0
-1.33, -0.12, 1.0
0.0479, -1.06, -1.0
0.613, 1.35, -1.0
-0.443, 1.02, -1.0
0.14, 1.25, -1.0
1.51, -0.355, -1.0
0.431, -1.46, -1.0
1.14, 0.607, -1.0
-0.508, -0.694, 1.0
-0.544, -0.831, -1.0
1.12, 0.293, -1.0
-0.077, 1.87, 1.0
1.35, -0.962, 1.0
0.545, -0.165, 1.0
-1.31, 0.0708, 1.0
-1.84, -0.366, 1.0
-0.561, -0.787, 1.0
1.34, -0.632, 1.0
0.329, 0.606, -1.0
1.46, -1.06, 1.0
-0.184, -1.4, -1.0
-1.55, -0.61, 1.0
-0.0367, -0.144, 1.0
0.996, 1.46, 1.0
0.0432, -1.39, -1.0
-1.18, 1.17, -1.0
1.45, 0.169, -1.0
-0.572, 1.16, -1.0
0.155, 1.88, -1.0
-0.858, -1.2, -1.0
0.535, 1.46, 1.0
0.304, 1.61, -1.0
0.65, 1.86, -1.0
0.739, 2.14, -1.0
0.164, -1.18, -1.0
-0.188, -1.27, -1.0
0.725, -0.99, 1.0
0.966, -0.199, 1.0
0.242, 0.347, 1.0
0.634, 0.366, 1.0
-0.729, 1.5, -1.0
0.212, 1.81, -1.0
0.244, 1.42, -1.0
-0.0874, -1.07, -1.0
-0.452, -1.22, -1.0
0.424, 1.64, 1.0
-0.347, -1.13, -1.0
-0.836, -0.65, 1.0
0.838, 1.5, -1.0
-1.4, -1.54, 1.0
1.86, -0.213, -1.0
-1.19, -0.328, 1.0
-0.532, 0.181, 1.0
0.0561, -0.479, 1.0
-0.436, -0.954, -1.0
-0.403, -0.488, 1.0
-0.8, 1.66, -1.0
-1.02, -1.43, -1.0
1.71, 1.17, 1.0
1.34, -1.07, 1.0
-1.51, -0.285, 1.0
-0.652, 1.14, -1.0
1.61, -0.387, -1.0
-0.17, -0.346, 1.0
-0.879, 0.499, 1.0
-1.06, 0.817, -1.0
0.568, 0.244, -1.0
0.847, 1.4, -1.0
-1.66, -0.56, 1.0
-1.56, -1.1, 1.0
-0.071, 1.63, -1.0
0.625, 1.67, -1.0
0.369, 0.428, 1.0
-0.987, -0.863, 1.0
-1.54, 0.503, -1.0
-0.487, -0.536, 1.0
-1.45, -1.25, 1.0
1.03, 1.29, -1.0
-0.337, 1.85, -1.0
-1.57, -0.205, 1.0
0.774, -1.22, 1.0
1.15, -1.14, 1.0
0.318, 1.4, -1.0
-1.12, 0.494, -1.0
-1.81, -0.994, 1.0
-0.954, -1.19, -1.0
1.65, 0.0404, -1.0
-1.41, 1.09, -1.0
-1.32, -0.088, 1.0
-1.43, -1.02, 1.0
-0.724, 0.215, 1.0
0.874, -0.769, 1.0
0.48, -1.1, -1.0
-0.00294, 0.513, 1.0
1.34, 0.878, -1.0
-0.536, 1.05, -1.0
0.614, -1.46, -1.0
0.566, 0.0815, 1.0
-0.715, -0.969, -1.0
-0.153, -1.22, -1.0
-1.18, 0.0302, 1.0
1.31, -1.4, 1.0
0.661, -0.199, 1.0
1.29, -0.657, 1.0
1.27, 0.493, -1.0
-0.815, -0.682, 1.0
1.2, -1.65, 1.0
0.0529, 1.52, -1.0
0.552, 1.04, -1.0
1.1, 0.508, -1.0
-1.47, -0.0358, 1.0
-0.776, 0.127, 1.0
-1.98, -0.88, 1.0
-1.62, 0.468, -1.0
