@relation banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}
@inputs At1, At2
@outputs Class
@data
1.52, -0.85, 1.0
0.64, 1.35, -1.0
-1.51, 0.213, 1.0
0.923, 1.54, 1.0
-1.57, -0.772, 1.0
-1.64, -1.91, 1.0
0.0844, 1.72, 1.0
1.4, 0.855, -1.0
1.31, 0.936, -1.0
1.03, 0.766, -1.0
-0.78, -1.52, -1.0
0.245, -0.681, -1.0
0.757, -0.208, 1.0
0.851, 0.95, -1.0
-1.29, -1.14, 1.0
-1.08, 0.989, -1.0
0.477, 0.791, -1.0
0.0538, -1.01, -1.0
-1.37, 0.15, 1.0
0.883, 0.106, 1.0
-0.803, -1.21, -1.0
0.355, 2.08, -1.0
-0.917, -1.08, -1.0
0.451, -1.23, -1.0
0.35, 1.22, -1.0
-0.182, -1.54, -1.0
0.311, 1.68, -1.0
0.932, 0.501, -1.0
1.44, -0.0447, -1.0
2.03, 1.32, 1.0
-0.579, 0.79, -1.0
-0.847, -0.213, 1.0
-0.106, -1.14, -1.0
-0.401, -1.17, -1.0
1.22, -0.607, 1.0
0.101, 1.93, 1.0
-0.294, -1.54, -1.0
-1.43, -0.546, 1.0
-0.803, 1.25, -1.0
0.347, 0.414, 1.0
1.36, 0.86, -1.0
1.25, 0.555, -1.0
-0.14, -0.694, 1.0
-0.0939, 1.68, -1.0
2.43, 1.31, 1.0
-0.739, -0.066, 1.0
-0.876, 0.232, 1.0
0.316, -0.601, 1.0
-1.31, -1.11, 1.0
1.19, -1.67, 1.0
0.418, 0.616, 1.0
0.83, -0.939, 1.0
-0.453, -0.0737, 1.0
-0.835, 0.671, -1.0
-0.26, 1.36, -1.0
0.785, -0.601, 1.0
-0.376, 1.33, -1.0
-0.96, 1.34, -1.0
1.12, -1.72, 1.0
-1.51, 0.481, -1.0
-0.132, -1.37, -1.0
-0.0666, 0.0656, 1.0
1.24, 1.45, 1.0
0.319, 1.61, 1.0
0.0116, -1.09, -1.0
0.0165, -0.639, 1.0
-0.195, 1.31, -1.0
1.59, -0.0963, -1.0
-0.187, -0.267, 1.0
1.53, -1.81, 1.0
-1.68, 0.398, -1.0
-0.975, -0.273, 1.0
1.21, -0.774, 1.0
-0.959, 0.41, 1.0
2.68, 1.17, 1.0
0.572, -0.812, 1.0
-2.1, -0.604, 1.0
0.507, 1.02, -1.0
-0.558, -1.73, -1.0
0.279, 0.149, 1.0
-0.448, -0.354, 1.0
-0.11, -1.21, -1.0
-1.52, -0.368, 1.0
-1.05, 0.219, 1.0
-0.0677, 1.74, -1.0
1.21, 0.00827, -1.0
0.497, 1.27, -1.0
0.221, 0.147, 1.0
0.802, 0.852, -1.0
-0.747, -0.509, 1.0
1.4, 0.541, -1.0
-0.0541, -1.31, -1.0
-0.181, -1.1, -1.0
-0.139, -0.363, 1.0
-0.446, -1.53, -1.0
-1.84, -0.284, 1.0
0.875, -1.47, 1.0
-0.714, -1.65, -1.0
-0.326, 0.0769, 1.0
0.974, 0.877, -1.0
-1.18, -0.898, 1.0
-0.599, 1.25, -1.0
0.157, 0.956, -1.0
-0.495, 1.31, -1.0
-1.75, -1.63, 1.0
0.569, 1.15, -1.0
0.252, 0.258, 1.0
-0.138, -1.03, -1.0
-1.31, 0.239, 1.0
0.127, 1.94, -1.0
-0.396, 1.21, -1.0
-0.309, 1.16, -1.0
-0.625, -0.675, -1.0
-0.496, 1.41, -1.0
-0.878, -1.46, -1.0
-1.04, 1.13, -1.0
-0.536, -0.814, -1.0
-0.452, -0.717, 1.0
1.22, 0.325, -1.0
0.599, 1.14, -1.0
0.817, -0.941, 1.0
0.849, 0.907, -1.0
1.27, 0.775, -1.0
-0.0192, -1.03, -1.0
-0.565, -0.0822, 1.0
-1.77, -1.19, 1.0
0.497, 2.23, -1.0
-0.529, 0.365, 1.0
2.4, 1.2, 1.0
-0.0237, -1.0, -1.0
1.31, 0.208, -1.0
0.194, -1.27, -1.0
0.735, 0.932, -1.0
-0.507, 1.89, -1.0
0.273, 1.79, -1.0
-0.698, -0.726, 1.0
0.0878, -1.08, -1.0
-1.6, -1.44, 1.0
-0.768, -0.909, -1.0
-0.855, 1.22, -1.0
0.689, -0.187, 1.0
0.44, -0.936, -1.0
-1.51, -0.626, 1.0
-0.914, 0.317, 1.0
-0.113, 2.13, 1.0
1.26, 0.305, -1.0
-0.996, -0.984, 1.0
0.417, -1.54, -1.0
1.16, -1.24, 1.0
0.443, 1.54, -1.0
-1.22, 0.569, 1.0
0.627, 0.125, -1.0
-0.0699, -1.2, -1.0
-0.226, -1.09, -1.0
-0.463, -1.2, -1.0
-0.787, -0.113, 1.0
-0.412, -0.689, -1.0
-0.0776, -1.35, -1.0
-0.516, -0.915, -1.0
1.12, 0.375, -1.0
1.26, 0.799, -1.0
1.3, 0.749, -1.0
-1.77, -0.592, 1.0
-2.19, -1.3, 1.0
2.04, 1.36, 1.0
1.71, -0.424, -1.0
-1.46, 0.657, -1.0
0.408, -0.664, 1.0
0.987, 0.258, -1.0
-1.53, 0.679, -1.0
-0.434, -1.1, -1.0
-0.131, 1.76, 1.0
1.13, -1.27, 1.0
1.44, 0.276, -1.0
0.364, -0.858, -1.0
-0.184, -0.751, 1.0
-0.274, -0.99, -1.0
-1.36, 0.976, -1.0
-1.69, 0.706, -1.0
-1.24, -0.497, 1.0
0.222, 1.47, 1.0
-1.17, -0.073, 1.0
-0.785, -0.361, 1.0
-0.957, 0.039, 1.0
-0.216, -0.353, 1.0
-0.317, 1.77, -1.0
-1.81, -0.488, 1.0
1.33, -0.0802, -1.0
-0.105, -0.442, 1.0
0.617, -0.0096, 1.0
-0.2, 1.74, 1.0
1.1, 0.131, -1.0
0.434, 2.19, -1.0
1.16, -0.768, 1.0
2.2, 1.26, 1.0
1.19, 0.997, -1.0
-0.729, 1.37, -1.0
-0.968, -0.912, -1.0
-0.791, -1.26, -1.0
-0.391, 0.181, 1.0
1.9, 1.27, 1.0
0.838, -0.115, 1.0
1.54, 1.75, 1.0
-1.01, -0.397, 1.0
-2.02, -0.792, 1.0
0.931, 0.783, -1.0
0.34, -1.34, -1.0
-0.234, -0.656, 1.0
-1.63, -1.32, 1.0
0.896, -1.27, 1.0
-1.63, 0.524, -1.0
-0.754, 1.19, -1.0
-1.52, -1.23, 1.0
-0.0657, -1.19, -1.0
-0.959, 1.08, -1.0
0.406, -0.707, 1.0
1.15, 0.0436, 1.0
1.1, 0.604, -1.0
-0.961, 1.0, -1.0
1.0, 1.17, -1.0
0.335, 1.39, 1.0
