@relation banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}
@inputs At1, At2
@outputs Class
@data
-0.499, -0.766, -1.0
0.0828, -0.879, 1.0
-0.832, -1.33, -1.0
-1.55, 0.695, -1.0
-1.44, -0.225, 1.0
0.496, 1.52, -1.0
-0.539, -1.21, -1.0
0.731, 1.31, -1.0
0.271, 0.38, 1.0
-0.247, 0.775, 1.0
0.552, 0.942, -1.0
1.19, 0.594, -1.0
-0.132, -1.35, -1.0
1.19, 0.115, -1.0
0.109, 1.65, 1.0
0.351, -1.42, -1.0
-0.213, 0.77, 1.0
-0.102, -0.306, 1.0
0.32, 0.282, 1.0
0.511, -0.773, 1.0
-0.681, -0.586, 1.0
2.25, -1.4, -1.0
-1.04, 1.27, -1.0
-0.329, -0.955, -1.0
0.174, -1.11, -1.0
-0.137, -1.16, -1.0
1.09, -1.1, 1.0
-0.527, -1.38, -1.0
1.59, -0.378, -1.0
-0.914, -0.919, -1.0
0.866, 1.14, -1.0
-0.201, 0.287, 1.0
0.736, 1.64, -1.0
-0.486, -1.53, -1.0
-0.384, -1.08, -1.0
1.41, -1.38, 1.0
1.37, 1.29, 1.0
1.44, 0.898, -1.0
0.722, 0.153, -1.0
0.205, -1.28, -1.0
-0.383, 0.671, 1.0
-1.11, -0.44, 1.0
0.402, -0.39, 1.0
0.671, 0.181, 1.0
0.848, 0.402, -1.0
1.14, 0.494, -1.0
-1.52, -1.4, 1.0
-0.721, 1.19, -1.0
-0.596, -0.989, -1.0
1.78, 1.19, 1.0
1.1, 0.458, -1.0
-1.33, -0.647, 1.0
0.661, 0.0147, 1.0
1.22, -0.159, -1.0
-0.235, 0.352, 1.0
0.622, -0.546, 1.0
1.05, 0.409, -1.0
0.175, 0.652, 1.0
-0.759, 0.366, 1.0
0.303, -1.35, -1.0
-0.0107, -0.96, -1.0
0.272, 0.813, -1.0
0.56, 1.18, -1.0
0.458, -0.709, 1.0
-1.26, -0.912, -1.0
0.328, 1.28, -1.0
-0.715, 0.0859, 1.0
0.659, 0.913, -1.0
0.204, -1.06, -1.0
-1.3, 0.577, -1.0
0.695, 0.651, -1.0
-0.855, 1.44, -1.0
0.661, 1.2, -1.0
0.134, -1.18, -1.0
0.635, 1.67, 1.0
1.03, -0.382, 1.0
0.982, -0.452, 1.0
-1.36, 0.887, -1.0
-0.147, 1.85, -1.0
0.632, 1.74, -1.0
0.296, 1.51, -1.0
0.423, 0.598, 1.0
-0.491, 1.22, -1.0
-1.39, -0.322, 1.0
-1.7, 0.869, -1.0
-1.17, 0.222, 1.0
1.47, -0.0578, -1.0
0.804, 0.6, -1.0
-0.00515, 1.75, -1.0
-0.818, -0.69, 1.0
0.993, 0.397, 1.0
0.899, 1.4, 1.0
-0.597, -1.6, -1.0
-0.58, 1.34, -1.0
-1.37, -0.904, 1.0
0.281, -0.4, 1.0
0.479, -0.821, -1.0
1.08, -0.133, -1.0
0.198, -1.41, -1.0
0.538, -1.39, -1.0
2.22, 1.18, 1.0
0.641, 1.72, 1.0
0.883, -1.0, 1.0
-0.566, -1.62, -1.0
-0.545, -1.31, -1.0
-0.451, -1.34, -1.0
-0.285, 1.39, -1.0
-1.14, 1.16, -1.0
0.0399, -1.28, -1.0
-0.284, -1.02, -1.0
-0.451, 0.723, 1.0
0.425, 0.0454, 1.0
-0.353, -0.836, -1.0
0.632, 1.45, 1.0
0.552, -0.199, 1.0
0.449, 0.648, -1.0
-1.05, -0.4, 1.0
-0.167, -0.633, 1.0
0.995, -1.63, 1.0
-0.95, 0.144, 1.0
-0.291, -0.858, -1.0
1.11, 0.989, -1.0
0.238, -0.551, 1.0
-1.64, 0.767, -1.0
-0.48, 0.0507, 1.0
1.28, -0.341, 1.0
1.08, 1.03, -1.0
1.29, -0.12, -1.0
0.844, -0.402, 1.0
0.948, 1.41, -1.0
1.13, 1.51, 1.0
-0.636, 1.72, -1.0
1.64, -0.152, -1.0
-1.82, -0.899, 1.0
-1.42, -0.617, 1.0
2.32, 1.32, 1.0
1.26, -0.25, -1.0
0.0558, 1.88, -1.0
-1.7, -0.087, -1.0
0.67, 0.784, -1.0
-2.1, -1.06, 1.0
-1.1, -1.13, -1.0
2.05, -0.105, -1.0
0.0971, 1.58, 1.0
-0.0615, 0.299, 1.0
0.905, -0.994, 1.0
0.851, 0.598, -1.0
-1.04, -0.0359, 1.0
-0.621, 0.425, 1.0
-0.537, -0.223, 1.0
1.05, -1.05, 1.0
0.0968, 0.589, 1.0
-0.82, -1.04, -1.0
0.832, -1.29, 1.0
0.613, -0.211, 1.0
0.295, -1.36, -1.0
-0.921, 0.894, 1.0
1.26, -1.57, 1.0
-1.05, -0.832, 1.0
0.68, 0.739, -1.0
-0.411, -1.41, -1.0
-1.39, -0.118, 1.0
1.09, 0.6, -1.0
1.17, 0.426, -1.0
1.32, -0.311, 1.0
-0.278, -1.32, -1.0
-0.381, 1.41, -1.0
-0.675, 1.18, -1.0
-0.35, -1.49, -1.0
0.84, -0.176, 1.0
0.0526, 1.42, -1.0
-0.0143, 1.55, -1.0
-0.427, -0.485, 1.0
-0.949, 1.0, -1.0
-0.142, 0.231, 1.0
0.105, -0.208, 1.0
-0.862, 1.01, -1.0
-1.66, 0.75, -1.0
-0.364, 1.7, 1.0
-1.4, -0.107, 1.0
0.361, 0.931, -1.0
-1.67, 0.672, -1.0
-1.49, 0.415, -1.0
1.31, -1.81, 1.0
0.0128, 1.29, -1.0
1.34, 0.32, -1.0
0.39, 1.27, -1.0
-1.37, -0.213, 1.0
-0.77, 0.637, -1.0
-0.0254, -0.79, 1.0
-0.467, -0.945, -1.0
-1.6, -0.0414, 1.0
-0.369, -1.14, -1.0
1.32, -1.48, 1.0
0.518, 1.7, -1.0
-0.138, -1.37, -1.0
0.409, -1.51, -1.0
-1.19, -0.976, -1.0
0.903, -0.339, 1.0
0.604, 0.555, -1.0
-1.04, 0.937, -1.0
-2.84, -0.177, -1.0
0.389, -0.804, 1.0
1.23, -0.146, 1.0
-0.877, -1.08, -1.0
0.235, -1.06, -1.0
1.08, 0.72, -1.0
-0.21, 0.171, 1.0
0.477, -1.24, -1.0
-1.53, -0.466, 1.0
1.35, -1.51, 1.0
-0.614, -1.22, -1.0
-0.0242, -1.28, -1.0
0.42, 2.1, -1.0
0.883, 0.598, -1.0
-0.058, -0.904, -1.0
0.38, -1.35, -1.0
-1.72, 0.142, 1.0
-0.405, -1.09, -1.0
1.58, -0.468, -1.0
0.434, 0.295, 1.0
-1.07, -0.552, 1.0
-0.932, -1.15, -1.0
0.517, 1.71, -1.0
1.5, -0.0608, -1.0
-0.683, 0.139, 1.0
1.16, -0.254, -1.0
0.918, 1.72, 1.0
-1.51, -0.27, 1.0
1.05, -1.11, 1.0
-0.0845, 1.15, -1.0
-0.844, 0.371, 1.0
-0.899, -1.38, -1.0
-1.62, 0.213, -1.0
-1.2, -1.4, -1.0
0.554, -0.454, 1.0
-1.29, -0.264, 1.0
-0.325, 0.969, 1.0
-1.75, -1.92, 1.0
0.101, 0.881, 1.0
0.637, 1.25, -1.0
0.175, -0.887, -1.0
-1.75, -1.27, 1.0
-0.104, -1.15, -1.0
-0.851, -1.26, -1.0
-1.79, -0.124, 1.0
-1.28, -0.259, 1.0
0.596, -0.172, 1.0
-1.34, 0.54, -1.0
-0.553, -0.687, 1.0
1.32, 0.218, -1.0
-0.977, 0.639, 1.0
0.983, 0.203, -1.0
-1.67, 1.1, -1.0
-0.264, -1.14, -1.0
1.53, 0.228, -1.0
0.192, 1.94, 1.0
0.395, 1.21, -1.0
0.184, 0.558, 1.0
0.974, -1.32, 1.0
0.424, 0.0533, 1.0
0.745, 0.877, -1.0
0.617, 1.34, 1.0
1.09, 0.155, -1.0
-0.555, 0.908, -1.0
0.335, 1.15, -1.0
-1.82, 0.474, -1.0
-0.488, -1.31, -1.0
1.57, -0.909, 1.0
1.31, 0.151, -1.0
-1.77, -0.455, 1.0
0.869, 0.576, -1.0
0.762, 0.344, -1.0
0.777, 0.312, -1.0
-0.9, 0.858, -1.0
-0.53, 0.101, 1.0
0.135, 0.0532, 1.0
0.676, 0.925, -1.0
-0.926, 0.916, -1.0
-1.01, 0.357, 1.0
-1.19, 1.14, -1.0
-0.83, -1.08, -1.0
-1.52, -0.993, 1.0
-0.736, -1.14, -1.0
1.66, -0.384, -1.0
0.284, 1.86, -1.0
-1.5, 0.282, 1.0
0.121, 0.219, 1.0
-1.87, 0.373, -1.0
0.845, 0.00714, 1.0
-0.0696, -0.896, -1.0
1.43, -0.816, 1.0
-0.0652, 0.631, 1.0
-0.861, -0.972, -1.0
1.14, 0.212, -1.0
-0.472, 0.267, 1.0
1.31, 0.17, -1.0
-1.21, 0.918, -1.0
-0.695, 1.08, -1.0
-0.853, 0.358, 1.0
-1.69, -1.14, 1.0
-0.901, -1.56, -1.0
-0.149, -0.0185, 1.0
-0.301, 1.69, -1.0
-0.672, -0.0414, 1.0
1.06, 0.629, -1.0
0.603, -1.0, -1.0
1.09, -1.12, 1.0
0.9, -1.36, 1.0
-1.18, 0.692, -1.0
0.29, -0.515, 1.0
-0.678, -0.417, 1.0
-0.897, -1.04, -1.0
0.108, -1.21, -1.0
2.11, 0.942, 1.0
0.0725, 0.596, 1.0
0.339, 0.881, -1.0
1.16, 0.847, -1.0
0.704, -0.91, 1.0
-1.21, -0.854, 1.0
-2.03, -1.23, 1.0
0.414, 0.141, 1.0
0.214, -0.45, 1.0
-0.381, -1.08, -1.0
0.608, -1.18, 1.0
0.957, -0.572, 1.0
-0.434, -1.16, -1.0
-0.768, 0.209, 1.0
1.23, -1.55, 1.0
0.612, 1.8, 1.0
-0.918, -0.578, 1.0
1.01, 1.53, 1.0
-1.1, 0.817, -1.0
0.287, -1.45, -1.0
-1.03, 1.01, -1.0
-0.58, -1.09, -1.0
0.504, 1.78, -1.0
-0.165, -0.697, -1.0
-0.988, -0.191, 1.0
-1.42, -0.327, 1.0
1.38, 0.131, -1.0
-0.966, -0.628, 1.0
1.12, -0.659, 1.0
0.0235, -0.18, 1.0
0.414, 1.16, -1.0
0.981, 0.532, -1.0
0.141, 0.0947, 1.0
-1.16, 0.41, -1.0
1.25, -0.00263, -1.0
-0.0297, -1.58, -1.0
-1.93, -0.92, 1.0
-1.11, -0.821, 1.0
-0.855, -1.05, -1.0
1.2, -0.213, -1.0
-0.33, 0.0829, 1.0
0.572, -1.24, -1.0
0.0301, -0.894, -1.0
2.35, 1.14, 1.0
-1.25, -0.656, 1.0
-0.511, 1.5, -1.0
-1.64, -1.8, 1.0
1.33, 1.43, 1.0
-0.328, 0.232, 1.0
0.544, 1.63, 1.0
-0.213, 0.259, 1.0
0.897, 1.07, -1.0
0.854, -0.537, 1.0
0.709, 0.872, -1.0
-0.598, -1.35, -1.0
-1.13, -0.0634, 1.0
1.43, -1.21, 1.0
1.17, 0.511, -1.0
-0.268, -1.52, -1.0
0.578, -0.622, 1.0
1.11, -0.0628, -1.0
0.226, -1.38, -1.0
-1.76, -1.17, 1.0
-1.84, -0.865, 1.0
-0.285, 1.98, -1.0
1.06, -0.0553, 1.0
1.26, -0.181, 1.0
0.384, 2.15, -1.0
0.826, 1.42, -1.0
-0.253, -0.406, 1.0
1.3, 0.175, -1.0
-1.61, -0.363, 1.0
-1.88, -0.454, 1.0
-0.753, 1.18, -1.0
-1.13, 0.411, 1.0
-0.954, 0.687, 1.0
0.768, -0.966, 1.0
