@relation banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}
@inputs At1, At2
@outputs Class
@data
-1.38, -1.08, 1.0
0.677, 1.03, -1.0
0.0105, -1.26, -1.0
1.39, 1.52, 1.0
1.4, 0.43, -1.0
-0.193, -0.288, 1.0
-0.701, 1.17, -1.0
-0.379, 0.638, 1.0
-0.604, -1.2, -1.0
0.799, -0.834, 1.0
0.866, 0.612, -1.0
-0.522, 0.206, 1.0
1.38, 1.27, -1.0
-0.89, -1.18, 1.0
0.524, 0.283, 1.0
0.303, -1.18, -1.0
-0.135, 0.136, 1.0
0.565, 1.56, 1.0
1.36, -1.06, 1.0
0.985, 1.16, -1.0
0.74, 0.203, 1.0
-0.879, -0.975, -1.0
-0.55, -1.07, -1.0
0.422, 2.33, -1.0
0.395, -1.04, -1.0
-0.0743, -1.38, -1.0
-1.2, 0.4, 1.0
-0.415, -1.3, -1.0
-1.53, -1.72, 1.0
0.26, -1.17, -1.0
-0.999, 0.906, -1.0
-1.77, 1.01, -1.0
0.0394, -1.35, -1.0
0.83, 1.67, 1.0
0.47, -0.765, 1.0
-1.06, 0.181, 1.0
1.22, 0.541, -1.0
1.79, -0.834, -1.0
-0.908, 1.26, -1.0
0.921, 1.12, 1.0
-0.64, -0.238, 1.0
0.388, -0.0851, 1.0
0.606, 1.77, 1.0
-0.379, -1.6, -1.0
2.59, 1.16, 1.0
-0.0434, -0.442, 1.0
-0.591, -1.08, -1.0
-0.679, 0.536, 1.0
-0.658, 0.554, 1.0
-1.5, -0.39, 1.0
1.03, -0.209, -1.0
1.02, 0.72, -1.0
-2.11, -1.51, 1.0
0.0291, -1.12, -1.0
0.823, 1.04, -1.0
-1.53, -0.665, 1.0
-0.463, -1.01, -1.0
0.258, -0.85, -1.0
0.218, 1.32, -1.0
0.747, -1.05, 1.0
0.981, 0.26, 1.0
-0.849, -0.187, 1.0
-0.473, 0.085, 1.0
1.03, 0.252, 1.0
1.24, 0.31, -1.0
-0.472, -0.0198, 1.0
-0.855, -1.33, -1.0
-1.19, -0.638, 1.0
-0.265, 1.28, -1.0
1.8, 1.32, 1.0
0.151, 0.322, 1.0
0.514, 1.52, -1.0
-0.0685, 0.931, -1.0
0.57, 1.42, -1.0
-1.96, 0.445, -1.0
-1.45, -0.167, 1.0
-1.83, -0.746, 1.0
-0.813, -1.23, -1.0
-0.315, -1.3, -1.0
-0.973, -0.126, 1.0
-0.508, -1.7, -1.0
-0.769, -1.46, -1.0
-0.84, -1.16, -1.0
1.37, -0.8, 1.0
-0.972, -1.08, 1.0
-0.0275, -0.582, 1.0
0.2, -0.609, 1.0
0.586, 0.402, -1.0
-1.19, -1.32, -1.0
0.0194, -1.13, -1.0
-0.598, -1.38, -1.0
0.633, 0.901, -1.0
0.0951, -1.39, -1.0
0.886, -0.292, 1.0
-1.3, 1.16, -1.0
0.675, 0.667, -1.0
0.635, 0.559, 1.0
-1.07, -0.306, 1.0
1.71, 0.569, -1.0
-1.02, 0.521, 1.0
0.335, 1.95, -1.0
-0.911, -0.908, -1.0
-0.918, 1.44, -1.0
1.35, -0.177, -1.0
-0.0656, 1.24, -1.0
0.272, -1.12, -1.0
1.02, 0.976, -1.0
1.35, 0.657, -1.0
-2.05, -1.93, 1.0
1.54, -0.193, -1.0
-0.254, -1.27, -1.0
-0.311, -1.07, -1.0
0.26, -0.54, 1.0
-0.793, 0.905, 1.0
1.55, -0.649, -1.0
1.38, -0.645, 1.0
1.45, -1.25, 1.0
-0.927, -0.595, 1.0
-0.265, 1.71, -1.0
-1.92, -1.17, 1.0
-0.39, -1.01, -1.0
-0.634, 1.21, -1.0
1.37, 1.24, 1.0
0.811, 1.07, -1.0
-0.437, -0.789, -1.0
-1.14, -0.927, 1.0
0.484, -0.427, 1.0
1.16, -0.357, 1.0
0.298, -0.878, -1.0
0.955, 0.142, 1.0
0.731, 1.74, 1.0
-1.15, -0.659, 1.0
-1.6, 0.788, -1.0
0.523, -1.38, -1.0
1.04, 0.0909, 1.0
0.134, -1.06, -1.0
1.97, 0.041, -1.0
0.332, -0.69, 1.0
-0.76, -1.26, -1.0
-0.176, -0.207, 1.0
-0.428, -0.509, 1.0
0.00879, 1.47, -1.0
2.27, 0.284, -1.0
-1.9, 0.856, -1.0
0.655, 1.72, 1.0
-0.403, -0.636, 1.0
-0.639, 0.68, 1.0
0.782, -0.139, 1.0
1.09, 1.49, 1.0
-0.867, 0.214, 1.0
1.36, -0.412, -1.0
-0.663, -1.47, -1.0
-0.516, -0.92, 1.0
-0.834, -0.258, 1.0
-0.568, -0.873, -1.0
-0.295, -1.27, -1.0
-0.867, 1.09, -1.0
-0.334, -1.34, -1.0
0.179, 1.87, -1.0
-0.549, 1.03, -1.0
-0.719, 0.242, 1.0
-0.487, -0.797, -1.0
0.137, 1.94, 1.0
-1.13, 1.01, -1.0
-0.0261, -1.38, -1.0
0.948, 0.985, -1.0
-1.52, -0.00335, 1.0
-0.304, 1.5, -1.0
-0.0208, 1.76, 1.0
-1.24, 0.1, 1.0
0.715, 1.3, -1.0
1.88, -1.13, -1.0
0.426, 0.194, 1.0
0.258, 0.482, 1.0
-2.28, -1.02, 1.0
-0.424, 0.0207, 1.0
1.88, -0.289, -1.0
0.591, -0.427, 1.0
-0.854, -0.379, 1.0
0.229, 1.63, -1.0
0.157, -0.652, 1.0
0.722, 0.368, -1.0
-1.47, 0.52, -1.0
-0.275, -1.6, -1.0
-0.52, 1.35, -1.0
1.15, 0.565, -1.0
-0.49, -1.45, -1.0
-0.98, -1.49, -1.0
-0.668, 0.919, -1.0
-0.534, -1.4, -1.0
-1.96, -1.09, 1.0
-1.78, -0.253, 1.0
-0.714, -0.161, 1.0
0.862, -1.24, 1.0
-1.84, -0.846, 1.0
0.669, 0.98, -1.0
1.34, 1.44, 1.0
1.5, 0.0442, -1.0
1.12, 0.822, -1.0
1.8, 0.0607, -1.0
2.18, 1.21, 1.0
-0.702, -0.811, -1.0
0.247, 1.65, 1.0
-0.852, -0.298, 1.0
-0.214, -0.235, 1.0
1.05, 0.219, -1.0
0.726, -0.626, 1.0
0.673, 0.172, 1.0
0.00275, -0.0555, 1.0
0.786, 1.31, -1.0
-1.12, 0.699, -1.0
-0.413, 1.17, -1.0
-1.1, 0.737, -1.0
2.0, 1.71, 1.0
0.512, -0.49, 1.0
-2.17, -0.523, 1.0
-0.074, 1.97, 1.0
0.411, 1.47, -1.0
-0.183, 1.15, -1.0
-1.06, -0.937, -1.0
-1.42, 0.592, 1.0
0.809, 0.741, -1.0
1.28, -0.236, -1.0
0.93, -0.375, 1.0
-0.626, -1.18, -1.0
0.826, 0.84, -1.0
-0.25, -1.23, -1.0
-1.37, -0.177, 1.0
0.409, 1.45, -1.0
-1.37, 0.648, -1.0
-1.84, -1.64, 1.0
0.217, -1.21, -1.0
0.00168, 0.262, 1.0
5.19E-4, 0.282, 1.0
-0.895, -1.07, 1.0
1.87, -1.16, -1.0
1.03, -0.191, -1.0
-0.882, -0.582, 1.0
0.981, 0.0921, -1.0
0.498, -1.02, -1.0
0.233, -0.275, 1.0
1.98, 1.27, 1.0
-0.695, -0.736, -1.0
0.916, 1.63, -1.0
0.739, 0.139, 1.0
-1.31, -0.498, 1.0
-1.59, -1.36, 1.0
-0.914, 0.425, 1.0
0.0949, -1.56, -1.0
0.803, 1.35, -1.0
-0.271, 1.59, -1.0
0.557, -1.04, 1.0
-1.21, -0.409, 1.0
0.0403, -1.51, -1.0
-1.4, 0.475, -1.0
0.753, 1.89, 1.0
0.234, -0.822, 1.0
0.0973, -1.33, -1.0
0.722, -0.975, 1.0
-0.607, -1.6, -1.0
2.2, -0.665, -1.0
0.0574, -0.134, 1.0
0.698, -0.655, 1.0
2.48, 1.21, 1.0
1.06, 0.443, -1.0
-0.872, 0.26, 1.0
-0.674, -0.62, 1.0
0.404, 0.00999, 1.0
0.704, -0.906, 1.0
0.769, 0.772, -1.0
