@relation banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}
@inputs At1, At2
@outputs Class
@data
-0.226, -1.06, -1.0
0.364, 1.98, 1.0
0.269, 1.62, 1.0
-0.0305, -1.09, -1.0
-0.583, -1.05, -1.0
1.71, -0.225, -1.0
0.902, 0.947, -1.0
-1.61, -0.39, 1.0
-0.279, -1.06, -1.0
0.22, -0.867, -1.0
-0.486, -0.887, -1.0
0.431, -1.56, -1.0
-0.0659, -1.33, -1.0
0.409, 1.76, -1.0
-0.135, 0.0707, 1.0
-0.499, -1.31, -1.0
1.86, -0.36, -1.0
-0.669, 0.51, 1.0
-1.71, -1.27, 1.0
1.08, 0.839, -1.0
0.569, -0.538, 1.0
0.801, 1.14, -1.0
-1.62, -0.896, 1.0
-0.236, -1.54, -1.0
0.00921, -0.00839, 1.0
1.63, -0.43, -1.0
0.365, 0.632, -1.0
-0.714, -1.36, -1.0
-1.9, -1.46, 1.0
-0.922, 0.533, -1.0
-0.768, -0.0166, 1.0
-2.04, 0.131, -1.0
0.995, 0.131, 1.0
-1.94, 0.598, -1.0
0.247, -0.233, 1.0
-0.561, 0.473, 1.0
0.794, 1.01, -1.0
0.418, -0.711, 1.0
-1.07, -0.622, 1.0
0.369, 1.69, -1.0
0.405, 1.93, -1.0
-0.201, 0.596, 1.0
0.0852, -0.852, -1.0
0.486, 1.05, -1.0
-0.678, -1.32, -1.0
1.29, -0.499, -1.0
1.06, 0.913, -1.0
-1.25, -1.14, 1.0
1.81, -0.0547, -1.0
0.878, -0.856, 1.0
0.0803, -1.15, -1.0
-0.267, 1.37, -1.0
1.63, -2.16, 1.0
0.262, -0.538, 1.0
-1.83, -0.964, 1.0
-0.172, -0.676, 1.0
0.177, -1.37, -1.0
-0.511, -0.734, -1.0
0.651, -1.08, -1.0
1.57, 0.171, -1.0
1.11, -0.476, 1.0
0.921, 0.3, -1.0
0.4, -1.39, -1.0
0.45, 1.6, -1.0
-0.785, -1.11, -1.0
0.786, 0.945, -1.0
1.19, -1.33, 1.0
-0.409, 0.349, 1.0
0.521, 0.375, 1.0
-0.126, -1.67, -1.0
1.89, -0.243, -1.0
0.399, -0.594, 1.0
-0.239, -1.17, -1.0
-0.292, 1.32, -1.0
-0.826, -1.67, -1.0
1.0, -0.0347, -1.0
-2.0, -2.1, 1.0
-0.389, -1.32, -1.0
0.915, 0.611, -1.0
0.39, -1.2, -1.0
-0.2, -1.02, -1.0
-1.35, -0.688, 1.0
1.01, -0.935, 1.0
-0.44, 1.22, -1.0
-1.74, -0.521, 1.0
-1.39, -1.35, 1.0
-1.3, 0.867, -1.0
0.689, -0.506, 1.0
0.318, 1.82, 1.0
1.28, -0.588, -1.0
-0.157, 1.84, -1.0
-1.51, 0.384, -1.0
0.289, 0.598, 1.0
-1.78, -1.07, 1.0
-0.738, 1.01, -1.0
1.12, -0.422, -1.0
-0.711, -1.13, -1.0
-0.431, -0.346, 1.0
-0.148, -1.37, -1.0
-0.326, 0.168, 1.0
-0.372, -1.38, -1.0
-0.00621, 1.56, -1.0
0.166, -0.33, 1.0
0.329, 1.11, -1.0
1.52, 0.356, -1.0
-0.483, 1.16, -1.0
0.247, -0.9, -1.0
-1.48, 0.74, -1.0
0.4, 1.68, 1.0
-1.5, -1.22, 1.0
0.833, -0.593, 1.0
-0.387, 0.104, 1.0
-0.633, -0.698, 1.0
-0.987, -0.814, 1.0
-1.46, 1.2, -1.0
1.07, 0.441, -1.0
2.34, 1.16, 1.0
-0.115, -0.719, -1.0
1.05, -0.96, 1.0
1.21, 0.227, -1.0
-0.644, -0.78, -1.0
0.63, -1.23, -1.0
1.96, 1.31, 1.0
1.27, -0.573, 1.0
-0.956, -1.61, -1.0
1.8, 1.36, 1.0
0.185, 0.261, 1.0
-1.8, 0.676, -1.0
-0.267, -0.896, -1.0
-1.42, 0.624, -1.0
-0.914, -0.522, 1.0
-1.71, -0.319, 1.0
-0.0697, 1.56, -1.0
1.75, 0.016, -1.0
0.913, -0.374, 1.0
0.834, -0.177, 1.0
0.933, 0.716, -1.0
1.58, 0.206, -1.0
-1.78, -0.572, 1.0
-1.19, 1.23, -1.0
-0.0215, 0.704, 1.0
-0.00124, -0.938, 1.0
-1.02, 0.968, -1.0
-0.186, -0.0925, 1.0
0.0585, -0.378, 1.0
1.47, -2.05, 1.0
1.49, -0.886, -1.0
-0.973, 0.107, 1.0
-1.48, -0.297, 1.0
1.19, 0.812, -1.0
0.752, 1.58, -1.0
1.35, -0.387, 1.0
-1.96, -0.942, 1.0
-1.67, -0.266, 1.0
-0.102, -1.31, -1.0
2.51, 0.901, 1.0
0.643, -0.403, 1.0
0.321, 0.393, 1.0
-0.509, -0.824, -1.0
1.95, 0.902, 1.0
-0.33, 0.301, 1.0
-0.736, 0.683, 1.0
0.0243, -0.719, -1.0
-1.08, -0.868, 1.0
-0.451, 1.7, -1.0
0.832, 1.33, -1.0
2.12, 0.978, 1.0
-0.539, -1.39, -1.0
-1.21, -0.392, 1.0
-0.35, 2.07, -1.0
0.753, 0.781, -1.0
-0.49, 1.25, -1.0
-1.3, 0.469, -1.0
0.447, -1.18, -1.0
-1.37, 0.808, -1.0
-0.672, 1.35, -1.0
1.24, 0.908, -1.0
-1.12, 0.589, 1.0
0.613, -0.0651, 1.0
1.07, 1.53, -1.0
-0.599, 1.44, -1.0
1.25, -1.38, 1.0
-0.882, -0.726, -1.0
0.0090, 0.928, 1.0
0.521, 0.56, 1.0
-1.01, 0.768, -1.0
0.125, -1.24, -1.0
-1.13, 0.654, -1.0
0.171, -0.502, 1.0
-0.218, -0.882, -1.0
-1.28, -0.542, 1.0
-1.12, -1.17, -1.0
-0.859, 1.26, -1.0
0.678, 0.961, -1.0
-0.466, -0.851, -1.0
-0.336, 0.182, 1.0
-1.47, 0.96, -1.0
1.08, 1.37, 1.0
0.72, 0.677, -1.0
-1.74, 0.367, -1.0
-0.226, -1.45, -1.0
-0.0337, -1.36, -1.0
0.916, -0.0255, 1.0
-0.563, 1.29, -1.0
-1.39, -0.943, 1.0
-0.435, -1.53, -1.0
-0.238, 1.74, 1.0
-0.306, 2.28, -1.0
1.04, -1.17, 1.0
-0.0169, -0.939, -1.0
-1.68, -0.472, 1.0
0.0821, -0.398, 1.0
-0.0060, -0.32, 1.0
-1.19, -0.774, 1.0
-1.29, -0.23, 1.0
-0.665, -1.04, -1.0
-0.0656, -1.57, -1.0
-1.1, 0.322, 1.0
-1.41, -0.357, 1.0
-1.04, -1.08, -1.0
1.78, 1.01, 1.0
0.351, -0.964, -1.0
0.234, -0.413, 1.0
0.999, -1.12, 1.0
0.655, 1.14, -1.0
-0.209, -0.356, 1.0
-1.17, 1.08, -1.0
0.229, 0.613, 1.0
1.05, -0.655, 1.0
-0.398, -1.28, -1.0
0.762, -0.334, 1.0
-0.865, 1.6, -1.0
0.123, -0.283, 1.0
-1.23, -0.977, -1.0
-0.135, -1.1, -1.0
0.193, 1.72, -1.0
-1.06, -1.54, -1.0
1.12, 0.422, -1.0
0.894, -0.742, 1.0
0.621, 1.32, 1.0
0.813, 1.06, -1.0
-0.305, 0.194, 1.0
-0.222, 0.259, 1.0
0.5, 0.762, 1.0
0.884, -0.766, 1.0
0.673, 2.52, -1.0
-0.38, -1.27, -1.0
0.919, 0.798, -1.0
0.84, 1.42, -1.0
-0.972, 0.473, 1.0
-1.4, -0.183, 1.0
1.5, 1.5, 1.0
0.513, 1.5, -1.0
1.74, -0.143, -1.0
1.73, 0.979, 1.0
0.396, 1.81, 1.0
0.538, 1.38, -1.0
-0.391, 1.32, -1.0
0.594, 1.8, -1.0
1.02, 0.0975, -1.0
0.606, -0.877, -1.0
1.11, -1.1, 1.0
-1.2, -0.826, 1.0
-1.13, 0.928, -1.0
-0.452, 0.524, 1.0
1.34, -0.0272, -1.0
0.712, 1.49, 1.0
-0.756, -0.679, -1.0
0.825, -1.28, 1.0
-1.34, 0.869, -1.0
0.282, -0.761, 1.0
1.29, 0.644, -1.0
-0.88, 0.407, 1.0
1.01, 0.555, -1.0
0.466, 0.322, 1.0
1.1, 1.58, 1.0
1.19, 0.289, -1.0
1.81, -0.551, -1.0
-1.34, 0.824, -1.0
1.28, 1.35, 1.0
-1.82, -0.341, 1.0
0.608, 0.0135, 1.0
-0.315, -1.09, -1.0
-0.42, 1.11, -1.0
-0.101, -0.122, 1.0
1.35, -1.23, 1.0
-1.04, 0.621, -1.0
-0.0567, -1.41, -1.0
0.809, 0.942, -1.0
1.22, 0.217, -1.0
0.805, 0.42, -1.0
-0.337, 1.66, -1.0
1.26, 0.144, -1.0
-0.532, 0.978, -1.0
1.14, 0.647, -1.0
-0.936, 1.81, -1.0
-1.61, -0.451, 1.0
1.08, -0.996, 1.0
1.62, -0.0187, -1.0
0.196, 1.27, -1.0
-1.44, -0.0746, 1.0
0.774, 0.617, -1.0
0.0436, 0.0126, 1.0
0.598, 0.855, -1.0
-1.69, -1.27, 1.0
0.822, 0.192, -1.0
-0.739, 1.32, -1.0
1.21, -1.24, 1.0
0.397, 0.513, 1.0
1.07, -1.38, 1.0
-1.09, 1.39, -1.0
0.648, 1.41, -1.0
-0.533, 1.22, -1.0
-0.781, -0.113, 1.0
0.949, 0.422, -1.0
0.275, 1.18, -1.0
-0.567, -1.7, -1.0
1.46, -0.91, 1.0
0.0968, -0.225, 1.0
0.298, 0.509, 1.0
-0.835, -1.06, -1.0
-1.87, -0.555, 1.0
-1.31, 0.175, 1.0
1.08, 0.0163, -1.0
-0.184, -0.0314, 1.0
0.819, 0.0462, 1.0
0.215, -1.66, -1.0
-0.338, -1.33, -1.0
0.933, -0.277, 1.0
-1.32, 1.1, -1.0
0.647, 0.317, -1.0
-0.4, 0.00463, 1.0
0.43, -0.654, 1.0
-0.643, 1.68, -1.0
-0.582, -0.752, 1.0
-0.594, 1.24, -1.0
0.612, 1.37, -1.0
0.308, 0.117, 1.0
