@relation banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}
@inputs At1, At2
@outputs Class
@data
2.51, 1.11, 1.0
-0.0338, 1.52, -1.0
0.0154, -1.41, -1.0
-0.934, -1.58, -1.0
-1.62, -0.712, 1.0
1.02, 0.858, -1.0
0.976, -1.53, 1.0
1.47, 1.21, 1.0
-1.47, -0.212, 1.0
-0.396, -1.38, -1.0
-1.59, -0.766, 1.0
-0.827, -0.506, 1.0
1.3, 0.186, -1.0
1.14, -0.0771, -1.0
-1.13, 0.193, 1.0
0.639, 1.2, -1.0
-1.91, -2.24, 1.0
0.132, 2.0, -1.0
0.834, 1.24, -1.0
-2.03, -1.65, 1.0
0.413, -1.3, -1.0
-1.58, 0.588, -1.0
-0.668, -1.13, -1.0
-0.924, 1.45, -1.0
-0.945, -1.43, -1.0
-1.65, -0.723, 1.0
1.62, -0.919, -1.0
-0.0936, -1.28, -1.0
-0.259, 0.996, -1.0
-0.0662, -0.479, 1.0
-0.238, -1.49, -1.0
1.66, 1.3, 1.0
1.24, 0.342, -1.0
0.527, 1.18, -1.0
-1.2, -0.248, 1.0
-0.0281, -0.323, 1.0
0.02, -1.54, -1.0
0.784, 0.972, -1.0
1.33, 0.335, -1.0
1.2, -0.754, 1.0
-0.629, -0.118, 1.0
2.64, 0.966, 1.0
0.323, -0.796, 1.0
0.121, 1.63, -1.0
-0.0275, -1.42, -1.0
0.216, 1.96, 1.0
-0.567, -1.14, -1.0
0.996, 1.04, -1.0
1.04, 0.779, -1.0
-0.719, -0.384, 1.0
-0.0692, 1.73, 1.0
-1.21, 0.488, -1.0
0.451, -0.00833, 1.0
-0.697, -1.69, -1.0
0.0554, -0.139, 1.0
1.24, 0.828, -1.0
-1.46, -0.891, 1.0
0.524, -0.648, 1.0
0.791, 1.69, 1.0
0.32, -0.465, 1.0
0.0066, -0.994, -1.0
-1.55, -0.663, 1.0
0.598, 0.484, -1.0
0.0256, 0.228, 1.0
-1.7, 0.422, -1.0
-0.827, -0.757, -1.0
0.25, 0.466, 1.0
-0.707, -0.568, 1.0
-1.26, -0.503, 1.0
0.403, -0.997, -1.0
-0.0782, -1.1, -1.0
0.595, 0.429, -1.0
-0.295, 0.565, 1.0
1.26, -0.328, 1.0
1.81, -0.218, -1.0
-0.742, 0.36, 1.0
0.34, -1.03, -1.0
1.04, -1.13, 1.0
-1.04, 1.04, -1.0
-1.1, -1.17, -1.0
-0.484, -1.2, -1.0
-1.03, -0.858, 1.0
1.38, -1.36, 1.0
-0.892, 1.02, -1.0
1.47, 1.39, 1.0
0.0551, 1.34, -1.0
-0.31, 1.45, -1.0
-0.162, -0.334, 1.0
0.385, -0.744, -1.0
1.03, 1.55, 1.0
0.0762, -1.27, -1.0
-1.84, -1.23, 1.0
0.764, 1.98, 1.0
-0.348, 0.119, 1.0
-0.22, -1.38, -1.0
0.207, -1.38, -1.0
1.11, 0.205, -1.0
0.488, 1.31, -1.0
0.557, -0.255, 1.0
-1.27, 0.184, 1.0
-0.717, 0.455, 1.0
-1.51, -0.966, 1.0
1.12, 0.612, -1.0
0.778, 0.952, -1.0
-1.5, -1.14, 1.0
0.528, -1.04, 1.0
1.07, 0.61, -1.0
-0.987, -0.735, 1.0
2.59, -1.15, -1.0
-0.0574, -0.208, 1.0
-0.496, 1.03, -1.0
-1.04, 0.984, -1.0
0.698, 1.02, -1.0
1.18, -1.19, 1.0
-0.813, -0.665, 1.0
1.6, 0.0487, -1.0
-0.422, -0.241, 1.0
0.446, -1.07, -1.0
-1.11, 0.276, 1.0
1.29, -1.19, 1.0
0.247, 0.41, 1.0
-1.2, 1.43, -1.0
-0.268, 0.75, 1.0
-0.57, 0.502, 1.0
-0.175, 0.0644, 1.0
-0.824, -0.471, 1.0
-2.04, 0.401, -1.0
0.281, 0.343, 1.0
-0.821, -1.44, -1.0
-0.709, -0.942, -1.0
-1.2, 0.455, -1.0
1.38, 0.583, -1.0
-1.0, -1.22, -1.0
0.515, 0.884, -1.0
-1.05, -0.382, 1.0
1.71, 1.39, 1.0
0.745, 0.681, -1.0
1.11, 1.33, 1.0
-0.116, -1.23, -1.0
-1.23, -0.806, 1.0
-0.254, -1.37, -1.0
0.978, -1.33, 1.0
-0.529, -1.02, -1.0
-1.36, -0.258, 1.0
0.575, -0.19, 1.0
-1.54, 0.643, -1.0
-1.25, -0.689, 1.0
-1.73, 0.562, -1.0
-0.287, -1.07, -1.0
-0.961, -0.102, 1.0
0.62, -0.986, 1.0
-0.974, -1.43, -1.0
-0.335, -1.69, -1.0
-0.0527, -0.746, -1.0
-0.435, -1.08, -1.0
-0.416, -0.941, -1.0
0.409, -0.0572, 1.0
1.09, 0.299, -1.0
0.678, 0.335, -1.0
1.43, 0.498, -1.0
-0.88, -1.27, -1.0
-0.566, -0.563, 1.0
0.472, 1.37, -1.0
1.7, -0.489, -1.0
0.712, 0.837, -1.0
0.405, -0.555, 1.0
-0.542, 0.918, -1.0
1.73, 1.26, 1.0
-0.472, -1.16, -1.0
-1.17, 0.126, 1.0
-1.64, -0.962, 1.0
0.576, -1.05, 1.0
0.32, -0.998, -1.0
0.133, -0.568, 1.0
1.35, 1.1, 1.0
0.0853, 0.789, 1.0
-1.68, -0.528, 1.0
-0.219, 0.524, 1.0
-0.8, -1.38, -1.0
0.386, -0.997, -1.0
0.0914, 0.493, 1.0
0.619, 1.65, -1.0
0.6, -0.38, 1.0
1.47, 0.574, -1.0
-1.06, -1.24, -1.0
1.05, 1.07, -1.0
-1.56, -1.05, 1.0
-1.02, -0.0308, 1.0
-0.386, 1.5, -1.0
1.02, 0.0541, -1.0
0.82, -0.514, 1.0
-0.899, -1.25, -1.0
-1.65, -0.0692, 1.0
1.22, -0.345, -1.0
-0.817, -1.11, -1.0
-1.07, 0.0456, 1.0
0.399, -1.48, -1.0
-0.0145, -1.15, -1.0
0.934, 0.358, -1.0
-0.967, 1.22, -1.0
-0.484, 0.615, 1.0
1.42, -1.1, 1.0
-0.912, 1.34, -1.0
0.237, -1.26, -1.0
-1.65, -0.731, 1.0
1.16, 0.776, -1.0
-0.325, 0.388, 1.0
-0.595, 0.625, 1.0
-1.28, -0.00494, 1.0
-0.688, 0.709, 1.0
-0.288, 0.385, 1.0
-1.13, -0.622, 1.0
-0.542, 1.12, -1.0
-0.375, 1.36, -1.0
-0.835, -1.04, -1.0
0.115, 1.41, 1.0
0.44, -0.778, -1.0
-1.16, 1.03, -1.0
-0.0267, -1.09, -1.0
0.875, 1.82, 1.0
-1.33, -0.0457, 1.0
0.971, 0.64, -1.0
0.49, -0.0477, 1.0
-0.761, -1.44, -1.0
0.209, -0.455, 1.0
0.575, 1.42, 1.0
-0.595, 1.09, -1.0
-1.02, 0.409, 1.0
-0.4, -1.37, -1.0
-1.19, -1.0, 1.0
0.224, 1.75, 1.0
-0.0207, -1.14, -1.0
-1.16, -0.641, -1.0
-0.56, 1.06, -1.0
1.91, 1.37, 1.0
-0.0906, 2.01, -1.0
-0.69, -1.33, -1.0
0.129, 1.52, -1.0
1.18, 1.36, 1.0
-0.492, 0.124, 1.0
-1.82, -1.78, 1.0
-0.852, 1.32, -1.0
-1.12, -0.297, 1.0
-0.219, 0.128, 1.0
0.288, 1.62, -1.0
0.651, 0.744, -1.0
-0.202, 1.64, -1.0
-0.804, 0.687, -1.0
0.577, 0.628, -1.0
0.407, 1.8, -1.0
1.24, 0.608, -1.0
-0.384, -0.397, 1.0
0.829, 1.56, -1.0
0.811, -1.65, 1.0
0.923, -1.02, 1.0
-0.419, 1.4, -1.0
-1.66, 0.835, -1.0
1.43, 0.57, -1.0
-0.833, -1.23, -1.0
-0.851, 0.681, -1.0
-0.896, 0.207, 1.0
1.25, 1.2, 1.0
-1.07, 0.256, 1.0
0.325, -0.0325, 1.0
1.72, -0.793, -1.0
0.427, 1.99, -1.0
-0.583, -1.35, -1.0
0.0745, 1.78, -1.0
0.454, 1.48, 1.0
1.44, 0.358, -1.0
0.479, 1.48, -1.0
0.0109, -0.378, 1.0
1.08, 0.378, -1.0
-0.279, -1.25, -1.0
1.05, -0.23, -1.0
-0.292, -0.224, 1.0
-0.953, 1.06, -1.0
0.171, 2.11, 1.0
-0.459, -1.11, -1.0
0.605, 1.28, -1.0
-1.21, 1.19, -1.0
-0.722, 1.19, -1.0
-0.278, -1.09, -1.0
-0.19, -1.42, -1.0
0.187, -1.02, -1.0
0.16, 0.189, 1.0
0.793, 0.836, -1.0
1.22, -1.46, 1.0
0.994, 0.0734, -1.0
1.18, -0.277, -1.0
-0.874, 0.719, 1.0
-1.45, -0.0461, 1.0
0.928, -0.102, 1.0
2.42, 1.5, 1.0
-0.341, 0.0621, 1.0
1.32, 0.376, -1.0
7.25E-4, -0.0366, 1.0
-0.56, -1.12, -1.0
-1.31, -0.627, 1.0
-0.245, -1.18, -1.0
0.505, 1.45, -1.0
-1.08, -0.952, -1.0
-0.394, -0.253, 1.0
0.0605, 2.06, 1.0
1.01, 0.677, -1.0
-0.436, 1.45, -1.0
1.05, -0.723, 1.0
1.41, 1.63, 1.0
-0.59, -1.23, -1.0
0.527, -1.13, -1.0
1.29, 0.23, -1.0
1.3, 0.739, -1.0
-0.0454, 1.75, -1.0
1.21, -0.873, 1.0
0.445, -1.38, -1.0
1.96, 1.28, 1.0
-0.876, 0.92, -1.0
-0.18, -0.639, -1.0
-0.0433, 0.605, 1.0
0.289, 1.01, -1.0
0.85, -0.829, 1.0
0.344, 0.908, -1.0
1.38, 1.25, 1.0
0.728, 0.752, -1.0
1.64, -0.308, -1.0
-1.19, 0.814, -1.0
-1.89, -1.16, 1.0
-0.961, 0.755, -1.0
1.21, 0.151, -1.0
0.385, -1.07, 1.0
-1.43, 0.0911, 1.0
1.35, -0.518, -1.0
-0.114, 0.846, 1.0
0.143, 0.845, -1.0
1.24, 0.441, -1.0
0.543, 0.913, -1.0
-1.21, 1.0, -1.0
1.12, -0.447, 1.0
1.01, 0.257, -1.0
-0.667, -0.895, -1.0
-1.5, 0.0847, 1.0
-0.625, 1.38, -1.0
1.12, -0.908, 1.0
1.38, 0.698, -1.0
0.429, 1.94, 1.0
-1.01, -0.0908, 1.0
0.359, 1.52, -1.0
1.45, 0.273, -1.0
1.1, 0.74, -1.0
0.473, -1.11, 1.0
-0.734, 1.25, -1.0
2.18, 1.13, 1.0
1.52, 0.315, -1.0
-1.22, 0.177, 1.0
0.985, 0.114, -1.0
-0.861, -1.21, -1.0
1.1, -1.17, 1.0
-0.381, -0.917, -1.0
1.29, 0.488, -1.0
0.364, -0.269, 1.0
-0.491, -1.55, -1.0
-0.457, -0.983, -1.0
1.88, 0.325, -1.0
1.45, 0.211, -1.0
-0.397, -1.1, -1.0
1.55, 0.482, -1.0
-1.67, 0.88, -1.0
-0.144, 1.68, -1.0
-0.0117, -1.34, -1.0
0.976, 1.24, -1.0
0.75, 1.63, 1.0
-0.734, 0.881, -1.0
0.301, -1.29, -1.0
0.272, -1.6, -1.0
1.28, 0.373, -1.0
0.938, -0.255, 1.0
-1.6, -1.32, 1.0
0.273, -1.45, -1.0
-0.886, -1.27, -1.0
1.37, 0.219, -1.0
0.533, 1.76, -1.0
-0.688, -1.14, -1.0
-0.411, -1.34, -1.0
-1.45, -1.14, 1.0
-0.44, -1.3, -1.0
-1.69, -0.176, 1.0
0.587, 0.0331, 1.0
-0.942, -1.15, -1.0
0.998, 0.37, -1.0
-0.314, -0.72, -1.0
0.0981, 0.465, 1.0
2.37, 1.07, 1.0
-0.827, 1.23, -1.0
0.839, -1.15, 1.0
1.18, 1.42, 1.0
-1.1, 0.419, 1.0
-1.46, 0.594, -1.0
-0.613, 1.1, -1.0
-0.146, -0.869, -1.0
-1.22, -0.68, 1.0
-1.11, -0.351, 1.0
-1.86, -1.78, 1.0
1.14, 0.866, -1.0
-0.177, -1.45, -1.0
1.19, 0.309, -1.0
-0.301, 1.82, 1.0
-0.753, -1.08, -1.0
0.701, 0.564, -1.0
-0.00948, -0.336, 1.0
1.39, 0.0609, -1.0
0.99, 0.771, -1.0
-0.816, 0.562, -1.0
-1.53, -1.01, 1.0
1.63, 0.0545, -1.0
0.602, 1.06, -1.0
1.18, 0.507, -1.0
1.88, 0.116, -1.0
-0.102, 1.57, 1.0
-0.016, -0.448, 1.0
-0.634, -1.15, -1.0
-1.89, -1.7, 1.0
-1.34, 0.595, -1.0
-1.57, -1.47, 1.0
-1.78, -0.687, 1.0
-1.17, 0.156, 1.0
-1.22, -0.119, 1.0
0.878, -1.38, 1.0
-0.757, 0.298, 1.0
1.22, 1.35, -1.0
0.544, 1.41, -1.0
0.974, 0.512, -1.0
0.521, -1.04, -1.0
0.369, 0.49, 1.0
-0.76, -0.698, 1.0
0.112, 0.0285, 1.0
0.615, 0.558, -1.0
0.243, 1.61, -1.0
0.352, 0.333, 1.0
1.0, 0.254, -1.0
1.09, 1.03, -1.0
-0.523, -1.31, -1.0
-1.61, -1.13, 1.0
1.06, -0.0531, 1.0
0.764, -0.804, 1.0
-0.551, 0.288, 1.0
-1.36, -0.848, 1.0
-0.405, -1.25, -1.0
1.17, 0.446, -1.0
0.42, 1.1, -1.0
-1.22, -0.0961, 1.0
-0.276, 1.05, -1.0
-0.291, 0.561, 1.0
0.45, -0.104, 1.0
-0.974, 0.511, 1.0
0.37, 1.03, -1.0
-1.7, -0.554, 1.0
