@relation banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}
@inputs At1, At2
@outputs Class
@data
-0.0255, -1.3, -1.0
-1.85, 0.545, -1.0
1.63, -0.56, -1.0
0.0586, -0.133, 1.0
1.05, -0.362, 1.0
0.495, 1.54, -1.0
0.155, 0.0373, 1.0
1.08, 0.925, -1.0
0.614, 0.908, -1.0
-1.31, 0.463, -1.0
0.72, -0.154, 1.0
-0.016, -1.26, -1.0
0.269, 0.605, 1.0
0.986, 0.843, -1.0
-0.391, 1.1, -1.0
1.59, 1.72, 1.0
-1.53, -1.17, 1.0
-0.468, -1.17, -1.0
0.322, -1.04, -1.0
-1.71, -0.653, 1.0
-0.55, 0.236, 1.0
0.758, -1.45, -1.0
0.0643, -1.28, -1.0
0.308, -1.34, -1.0
0.137, -0.862, -1.0
-1.31, -0.32, 1.0
-1.2, -1.19, -1.0
-0.935, 1.02, -1.0
-0.215, 0.549, 1.0
-0.761, 0.373, 1.0
-0.706, -0.697, -1.0
-0.638, -0.752, -1.0
0.854, 0.0949, 1.0
-1.06, 1.49, -1.0
0.667, -1.01, 1.0
0.325, -0.153, 1.0
0.616, 1.77, 1.0
-0.763, -0.573, 1.0
1.3, -0.028, -1.0
0.0381, 0.167, 1.0
-0.219, -0.195, 1.0
0.905, -0.551, 1.0
1.01, 0.446, -1.0
0.21, -1.26, -1.0
-1.67, -0.00451, 1.0
-1.21, -0.785, 1.0
1.05, -0.467, 1.0
-0.597, 0.232, 1.0
0.105, -1.67, -1.0
0.227, 1.71, 1.0
1.49, 0.385, -1.0
1.0, -0.0897, -1.0
-1.02, 1.53, -1.0
1.42, 0.374, -1.0
1.03, 0.0331, -1.0
0.145, -0.626, 1.0
0.74, 0.053, 1.0
-0.214, 1.76, -1.0
0.37, -0.0513, 1.0
1.54, -0.336, -1.0
-0.829, 1.06, -1.0
1.62, -1.16, 1.0
1.13, -0.0116, -1.0
-0.249, 0.505, 1.0
1.08, -1.02, 1.0
-0.1, -1.05, -1.0
-1.9, -1.32, 1.0
0.108, -0.304, 1.0
-0.951, -1.3, -1.0
1.14, 0.148, -1.0
0.595, 0.546, 1.0
0.0182, 1.68, -1.0
-0.907, 0.416, 1.0
-0.733, -1.34, -1.0
0.0578, -1.32, -1.0
-1.02, -0.305, 1.0
-0.635, 1.94, 1.0
1.09, 0.812, -1.0
0.955, -0.23, 1.0
-0.766, 1.06, -1.0
0.0337, -1.13, -1.0
1.95, 1.09, 1.0
-1.66, -1.52, 1.0
1.43, -0.366, -1.0
0.154, 0.629, 1.0
-1.5, -0.829, 1.0
-0.316, -1.36, -1.0
0.546, -1.12, -1.0
0.307, 0.12, 1.0
0.173, -0.428, 1.0
-1.67, -0.875, 1.0
1.64, 0.513, -1.0
1.95, 1.53, 1.0
-1.53, 0.132, 1.0
-1.2, -1.04, -1.0
-1.52, 0.497, -1.0
0.0662, 1.62, -1.0
1.25, -1.62, 1.0
-1.58, -0.352, 1.0
0.675, -1.53, -1.0
0.0919, -0.154, 1.0
-0.86, -1.27, -1.0
0.994, 0.348, -1.0
0.514, 0.715, -1.0
1.17, 0.868, -1.0
1.07, 0.646, -1.0
0.0524, -0.853, -1.0
-0.109, -1.32, -1.0
2.46, 1.21, 1.0
-1.53, 0.0251, 1.0
0.737, -0.183, 1.0
0.953, 1.14, 1.0
0.452, 1.95, 1.0
-1.24, 0.788, -1.0
-0.964, -1.17, -1.0
0.889, -0.566, 1.0
1.02, -0.549, 1.0
0.977, -1.01, 1.0
-0.0677, -0.394, 1.0
0.301, -0.928, -1.0
-0.625, -1.14, -1.0
1.15, -1.01, 1.0
-1.82, -0.665, 1.0
-1.14, 0.915, -1.0
-0.113, 0.626, 1.0
1.31, -1.08, 1.0
0.0941, 1.44, -1.0
-1.02, 0.675, -1.0
0.391, -1.42, -1.0
-1.53, 0.39, -1.0
-2.14, -1.59, 1.0
-0.927, -0.406, 1.0
0.409, 0.212, 1.0
0.487, 1.33, -1.0
0.299, -0.819, -1.0
1.03, -1.12, 1.0
-1.01, -1.23, -1.0
0.326, 1.45, -1.0
0.318, 0.621, 1.0
0.409, -1.15, -1.0
-0.777, 1.22, -1.0
0.856, 0.669, -1.0
-1.67, 0.809, -1.0
-1.74, -1.83, 1.0
0.15, 0.442, 1.0
0.0169, -1.22, -1.0
-1.01, -1.65, -1.0
0.31, 0.57, 1.0
0.686, 1.2, -1.0
-0.135, -1.12, -1.0
-0.838, 0.644, 1.0
-0.269, -1.47, -1.0
1.18, -0.917, 1.0
0.247, -1.28, -1.0
0.262, -1.16, -1.0
-1.44, -0.775, 1.0
0.196, -0.779, -1.0
0.388, 1.72, -1.0
-0.132, 0.954, -1.0
-0.72, -1.39, -1.0
-0.335, -0.81, -1.0
-1.77, 0.457, -1.0
-0.552, -1.18, -1.0
-0.383, -1.04, -1.0
-2.13, -0.347, 1.0
1.22, -0.106, -1.0
-0.555, -1.02, -1.0
-0.11, -0.372, 1.0
-0.316, 0.177, 1.0
-0.957, 1.0, -1.0
-0.153, -1.15, -1.0
2.25, 1.21, 1.0
0.423, 1.74, 1.0
-1.33, 0.719, -1.0
-0.179, -0.0492, 1.0
0.168, -1.06, -1.0
0.325, 0.213, 1.0
0.552, -0.244, 1.0
-1.58, 0.272, -1.0
1.25, -0.202, -1.0
1.18, 0.204, -1.0
1.35, -0.461, -1.0
0.482, -0.653, 1.0
0.358, -0.887, 1.0
-0.724, -0.973, -1.0
0.407, -0.94, -1.0
-0.59, -0.328, 1.0
-0.877, 0.263, 1.0
-1.84, 0.0932, -1.0
-1.64, -1.05, 1.0
-0.048, -1.06, -1.0
1.29, 0.337, -1.0
0.617, -0.585, 1.0
0.515, 2.21, -1.0
-0.197, 0.544, 1.0
1.75, 1.33, 1.0
0.824, -0.673, 1.0
-3.09, -0.832, -1.0
-0.756, -0.943, -1.0
-0.637, 0.942, 1.0
1.09, 0.614, -1.0
0.439, -1.09, -1.0
1.22, 0.834, -1.0
-0.497, -1.29, -1.0
-1.17, 0.564, 1.0
0.00273, -0.973, -1.0
-0.142, 1.65, -1.0
1.22, 0.247, -1.0
1.06, -0.453, 1.0
1.41, -0.447, -1.0
-0.634, 1.08, -1.0
-1.46, -0.108, 1.0
-1.23, -1.3, 1.0
-1.79, -0.0728, 1.0
-0.26, -1.23, -1.0
1.22, 1.04, -1.0
1.24, -0.687, 1.0
-0.767, -1.3, -1.0
0.814, 0.817, -1.0
-1.14, 0.0337, 1.0
1.18, 0.334, -1.0
0.91, 0.864, -1.0
0.538, -1.25, -1.0
-0.968, 0.348, 1.0
0.88, -0.241, -1.0
0.292, -0.159, 1.0
-0.114, -0.147, 1.0
1.37, 1.45, 1.0
-1.4, 0.261, 1.0
1.26, -1.03, 1.0
-0.224, -1.02, -1.0
-1.43, 0.0281, 1.0
0.465, 0.842, -1.0
0.368, -0.856, -1.0
0.195, -1.27, -1.0
-0.711, 0.465, 1.0
1.39, 0.155, -1.0
-0.958, 0.812, -1.0
1.33, -1.71, 1.0
0.244, 1.84, 1.0
0.367, -0.451, 1.0
1.55, 1.1, 1.0
0.991, -1.1, 1.0
-0.582, -0.587, 1.0
0.183, -1.16, -1.0
-0.587, 1.01, -1.0
0.462, 1.89, -1.0
-0.0199, -1.32, -1.0
-1.08, 0.89, -1.0
1.34, 0.274, -1.0
-0.38, -1.34, -1.0
0.188, 1.59, 1.0
0.725, 1.33, -1.0
-0.0605, 1.65, -1.0
1.12, 1.14, -1.0
0.8, 1.56, -1.0
-0.397, 0.563, 1.0
0.452, -0.204, 1.0
-1.04, -1.07, -1.0
-0.665, 1.61, -1.0
-0.298, -1.16, -1.0
-0.0411, 0.32, 1.0
1.7, 0.0023, -1.0
0.742, 0.744, -1.0
-1.28, -1.12, 1.0
-0.897, -0.972, -1.0
-0.58, -0.579, 1.0
0.688, -0.878, 1.0
-0.651, 1.12, -1.0
-0.159, -0.12, 1.0
-0.651, -0.528, 1.0
0.0439, 2.03, 1.0
-0.743, 0.685, 1.0
1.21, 0.752, -1.0
-1.37, 0.928, -1.0
-0.511, 1.53, -1.0
-1.74, 0.697, -1.0
0.0899, -1.09, -1.0
-0.0744, -0.463, 1.0
-0.4, -1.15, -1.0
0.455, 0.877, -1.0
-1.45, -1.22, 1.0
-0.152, -1.11, -1.0
-1.36, -0.324, 1.0
1.74, 0.195, -1.0
0.494, 1.18, -1.0
-0.752, 0.342, 1.0
-0.534, -1.23, -1.0
0.915, 1.15, -1.0
-0.615, -0.97, -1.0
-0.728, -0.76, 1.0
0.513, 0.741, -1.0
-0.0773, -1.22, -1.0
-0.114, -1.5, -1.0
-1.3, 0.651, 1.0
-1.27, -0.688, 1.0
-0.78, -1.37, -1.0
-0.621, 1.11, -1.0
-0.203, 1.26, -1.0
-0.241, -0.374, 1.0
0.732, 0.493, -1.0
0.733, 0.926, -1.0
1.33, -0.0673, -1.0
0.143, -0.786, -1.0
-0.0932, 0.472, 1.0
0.109, -0.522, 1.0
0.471, -0.445, 1.0
-0.198, -0.661, 1.0
1.17, 0.407, -1.0
-0.336, -0.0523, 1.0
-0.12, -1.22, -1.0
-0.863, 0.174, 1.0
0.911, -0.832, 1.0
1.7, -0.554, -1.0
0.659, 1.28, -1.0
0.829, -0.305, -1.0
-0.206, -1.15, -1.0
0.97, 1.15, -1.0
-0.451, 1.72, -1.0
0.273, 1.68, -1.0
0.00854, 1.31, -1.0
0.914, 0.26, -1.0
-0.178, -0.551, 1.0
-1.01, -0.363, 1.0
1.42, -0.208, 1.0
-0.261, 0.204, 1.0
1.12, -1.22, 1.0
1.02, 0.44, -1.0
-0.828, -0.82, -1.0
0.327, 0.17, 1.0
1.16, 0.151, 1.0
1.25, -0.146, 1.0
-0.051, -0.972, -1.0
-0.0443, -0.335, 1.0
-1.33, -0.861, 1.0
-1.87, -1.32, 1.0
-0.672, -0.601, -1.0
0.257, 0.154, 1.0
-2.06, 0.392, -1.0
-1.32, 0.995, -1.0
2.29, 1.32, 1.0
0.465, -1.26, -1.0
-1.56, -0.172, 1.0
-1.88, -0.979, 1.0
0.952, 0.616, -1.0
-0.446, -1.28, -1.0
-1.93, 0.525, -1.0
1.99, 1.18, 1.0
-0.172, -1.31, -1.0
-2.0, -1.72, 1.0
0.44, 0.9, -1.0
1.11, 0.375, -1.0
-1.46, -0.298, 1.0
1.01, -0.984, 1.0
1.39, -0.498, -1.0
0.374, 0.966, -1.0
-0.153, -1.2, -1.0
-0.109, -1.07, -1.0
-0.902, -0.36, 1.0
1.07, 0.457, -1.0
0.0224, 1.43, 1.0
0.0533, -1.02, -1.0
1.15, 0.329, -1.0
-0.674, 0.842, -1.0
0.527, 0.51, 1.0
-0.222, 2.47, -1.0
-1.38, 0.678, -1.0
1.64, 1.46, 1.0
-1.49, -0.00325, 1.0
-0.0262, -1.18, -1.0
-1.7, -0.569, 1.0
-0.255, -0.142, 1.0
