@relation ionosphere
@attribute Pulse1 integer [0, 1]
@attribute Pulse3 real [-1.0, 1.0]
@attribute Pulse4 real [-1.0, 1.0]
@attribute Pulse5 real [-1.0, 1.0]
@attribute Pulse6 real [-1.0, 1.0]
@attribute Pulse7 real [-1.0, 1.0]
@attribute Pulse8 real [-1.0, 1.0]
@attribute Pulse9 real [-1.0, 1.0]
@attribute Pulse10 real [-1.0, 1.0]
@attribute Pulse11 real [-1.0, 1.0]
@attribute Pulse12 real [-1.0, 1.0]
@attribute Pulse13 real [-1.0, 1.0]
@attribute Pulse14 real [-1.0, 1.0]
@attribute Pulse15 real [-1.0, 1.0]
@attribute Pulse16 real [-1.0, 1.0]
@attribute Pulse17 real [-1.0, 1.0]
@attribute Pulse18 real [-1.0, 1.0]
@attribute Pulse19 real [-1.0, 1.0]
@attribute Pulse20 real [-1.0, 1.0]
@attribute Pulse21 real [-1.0, 1.0]
@attribute Pulse22 real [-1.0, 1.0]
@attribute Pulse23 real [-1.0, 1.0]
@attribute Pulse24 real [-1.0, 1.0]
@attribute Pulse25 real [-1.0, 1.0]
@attribute Pulse26 real [-1.0, 1.0]
@attribute Pulse27 real [-1.0, 1.0]
@attribute Pulse28 real [-1.0, 1.0]
@attribute Pulse29 real [-1.0, 1.0]
@attribute Pulse30 real [-1.0, 1.0]
@attribute Pulse31 real [-1.0, 1.0]
@attribute Pulse32 real [-1.0, 1.0]
@attribute Pulse33 real [-1.0, 1.0]
@attribute Pulse34 real [-1.0, 1.0]
@attribute Class {g, b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 1.0, 0.28, 1.0, 0.025, 1.0, 0.078, 1.0, 0.043, 0.988, 0.333, 1.0, 0.055, 1.0, 0.044, 0.958, -0.246, 0.844, -0.087, 1.0, 0.042, 0.999, 0.274, 1.0, -0.391, 0.964, -0.022, 0.867, 0.234, 0.946, -0.22, 0.804, -0.073, g
1, 1.0, 0.051, 1.0, 0.108, 1.0, 0.195, 1.0, 0.285, 1.0, 0.348, 1.0, 0.383, 0.946, 0.429, 0.891, 0.504, 0.759, 0.588, 0.806, 0.6, 0.796, 0.628, 0.666, 0.639, 0.594, 0.694, 0.495, 0.727, 0.47, 0.717, 0.334, 0.752, g
1, 1.0, 0.242, 1.0, 0.486, 1.0, 0.73, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.771, 1.0, 1.0, 1.0, 1.0, 0.745, 1.0, 0.896, 1.0, 0.646, 1.0, 0.383, 1.0, 0.108, 1.0, -0.174, 1.0, -0.814, 1.0, g
1, 0.0, 0.0, -0.337, 0.854, 0.0, 0.0, 0.689, -1.0, 0.971, 0.314, -0.26, -0.592, -0.302, 0.656, 0.942, 0.164, 0.0, 0.0, 0.0, 0.0, -0.18, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.044, 0.619, 0.0, 0.0, b
1, 0.0, 0.0, 0.989, -0.227, 0.189, -0.054, 0.0, 0.0, 0.932, 0.073, 1.0, -0.2, 1.0, 0.07, 1.0, -0.114, 0.0, 0.0, 1.0, -0.211, 1.0, -0.416, 0.0, 0.0, 1.0, -0.176, 0.0, 0.0, 1.0, -0.259, 0.289, -0.157, b
1, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, -0.253, 1.0, 0.233, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, b
1, 0.897, 0.382, 0.912, 0.375, 0.743, 0.676, 0.456, 0.779, 0.191, 0.89, -0.022, 0.86, -0.206, 0.824, -0.375, 0.676, -0.5, 0.478, -0.735, 0.382, -0.86, 0.088, -0.743, -0.125, -0.679, -0.241, -0.551, -0.426, -0.441, -0.507, -0.287, -0.566, g
1, 0.267, -0.1, 0.533, 0.0, 0.333, -0.133, 0.367, 0.117, 0.567, 0.017, 0.717, 0.083, 0.7, -0.067, 0.533, 0.2, 0.417, -0.017, 0.317, 0.2, 0.7, 0.0, 0.25, 0.133, 0.462, 0.054, 0.4, 0.033, 0.467, 0.033, 0.417, -0.05, g
1, 0.25, 0.167, 0.467, 0.267, 0.19, 0.24, 0.078, 0.199, 0.011, 0.149, -0.024, 0.102, -0.037, 0.063, -0.038, 0.035, -0.032, 0.015, -0.025, 0.0040, -0.017, -0.0030, -0.011, -0.0050, -0.0060, -0.0060, -0.0030, -0.0050, -0.0010, -0.0040, 0.0, -0.0030, g
1, 0.444, 0.444, 0.537, 0.908, -0.222, 1.0, -0.333, 0.889, -1.0, 0.333, -1.0, -0.111, -1.0, -0.222, -0.667, -0.778, 0.556, -1.0, -0.222, -0.778, 0.778, -0.222, 0.333, 0.0, 0.921, 0.45, 0.575, 0.844, 0.222, 1.0, -0.556, 1.0, g
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1, 0.937, -0.0020, 0.608, 0.432, 0.923, -0.401, 0.931, 0.168, 0.962, 0.091, 0.997, 0.082, 0.916, 0.051, 0.846, -0.253, 0.874, -0.145, 0.849, 0.261, 0.751, -0.036, 0.845, -0.026, 0.873, -0.023, 0.985, 0.094, 0.783, -0.102, 0.858, -0.147, g
1, 1.0, 0.231, 1.0, -0.785, 1.0, -0.104, 1.0, 0.154, 1.0, 0.278, 0.981, -0.069, 1.0, 0.066, 0.958, -0.19, 0.836, -0.156, 0.974, 0.037, 0.996, 0.092, 1.0, -0.013, 0.962, -0.046, 0.912, 0.039, 1.0, -0.137, 0.965, -0.117, g
1, 0.798, 0.383, 0.808, -0.17, 1.0, -0.077, 0.982, -0.074, 0.702, 0.207, 0.997, 0.021, 0.982, 0.025, 1.0, -0.131, 0.957, 0.077, 1.0, 0.0020, 0.903, 0.308, 1.0, -0.145, 1.0, -0.0040, 0.756, 0.079, 1.0, -0.188, 1.0, -0.057, g
0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, -0.312, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 1.0, -1.0, -1.0, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, b
1, 0.87, 0.47, 0.539, 0.822, 0.104, 0.953, -0.38, 0.879, -0.739, 0.582, -0.921, 0.167, -0.824, -0.249, -0.594, -0.633, -0.24, -0.829, 0.188, -0.787, 0.516, -0.574, 0.693, -0.248, 0.691, 0.105, 0.528, 0.398, 0.26, 0.566, -0.067, 0.576, g
1, 0.385, 0.156, 0.412, 0.074, 0.265, 0.241, 0.233, 0.132, 0.195, 0.253, 0.245, 0.37, 0.089, 0.23, -0.039, 0.37, 0.051, 0.249, 0.249, 0.097, 0.078, 0.3, -0.025, 0.285, -0.06, 0.263, -0.148, 0.148, -0.093, 0.311, -0.191, 0.288, b
1, 0.744, -0.024, 0.708, 0.033, 0.722, 0.169, 0.792, 0.077, 0.814, 0.439, 0.638, 0.0060, 0.708, 0.217, 1.0, 0.061, 0.61, 0.051, 0.675, 0.042, 0.52, -0.25, 0.73, -0.158, 0.617, 0.071, 0.309, 0.086, 0.559, 0.075, 0.603, 0.217, g
1, 0.894, 0.134, 0.87, 0.315, 0.789, 0.434, 0.634, 0.6, 0.54, 0.71, 0.397, 0.762, 0.243, 0.795, 0.091, 0.796, -0.092, 0.763, -0.202, 0.669, -0.303, 0.626, -0.406, 0.505, -0.462, 0.408, -0.503, 0.273, -0.528, 0.192, -0.488, 0.06, g
1, 0.766, 0.211, 0.639, 0.381, 0.484, 0.525, 0.15, 0.223, 0.138, 0.596, -0.077, 0.445, 0.0, 0.486, -0.275, 0.42, -0.561, 0.368, -0.366, 0.189, -0.405, 0.076, -0.385, -0.032, -0.339, -0.125, -0.275, -0.197, -0.2, -0.246, -0.119, -0.272, g
1, 0.988, 0.022, 0.931, 0.341, 0.839, 0.352, 0.747, 0.489, 0.736, 0.519, 0.551, 0.602, 0.431, 0.662, 0.318, 0.704, 0.284, 0.689, 0.075, 0.737, 0.063, 0.713, -0.165, 0.697, -0.166, 0.605, -0.162, 0.558, -0.347, 0.442, -0.335, 0.375, g
1, 0.94, 0.281, 0.805, 0.528, 0.582, 0.732, 0.35, 0.805, 0.108, 0.904, -0.2, 0.893, -0.397, 0.822, -0.588, 0.629, -0.763, 0.404, -0.813, 0.189, -0.813, -0.043, -0.753, -0.269, -0.632, -0.464, -0.464, -0.614, -0.264, -0.708, -0.089, -0.713, g
1, 0.747, -0.132, 0.538, 0.17, 0.727, 0.095, 0.696, -0.111, 0.668, -0.235, 0.879, -0.192, 0.737, 0.042, 0.63, -0.0040, 0.636, -0.119, 0.792, -0.253, 0.664, -0.287, 0.672, -0.105, 0.618, -0.12, 0.601, -0.209, 0.375, 0.069, 0.611, -0.014, g
1, 0.951, 0.0040, 0.952, -0.027, 0.934, -0.019, 0.946, 0.016, 0.965, 0.033, 0.942, 0.073, 0.946, -0.013, 0.972, 0.0010, 0.948, 0.06, 0.927, 0.084, 0.931, 0.101, 0.945, 0.014, 0.935, 0.049, 0.932, 0.082, 0.941, -0.0, 0.915, 0.047, g
