@relation ionosphere
@attribute Pulse1 integer [0, 1]
@attribute Pulse3 real [-1.0, 1.0]
@attribute Pulse4 real [-1.0, 1.0]
@attribute Pulse5 real [-1.0, 1.0]
@attribute Pulse6 real [-1.0, 1.0]
@attribute Pulse7 real [-1.0, 1.0]
@attribute Pulse8 real [-1.0, 1.0]
@attribute Pulse9 real [-1.0, 1.0]
@attribute Pulse10 real [-1.0, 1.0]
@attribute Pulse11 real [-1.0, 1.0]
@attribute Pulse12 real [-1.0, 1.0]
@attribute Pulse13 real [-1.0, 1.0]
@attribute Pulse14 real [-1.0, 1.0]
@attribute Pulse15 real [-1.0, 1.0]
@attribute Pulse16 real [-1.0, 1.0]
@attribute Pulse17 real [-1.0, 1.0]
@attribute Pulse18 real [-1.0, 1.0]
@attribute Pulse19 real [-1.0, 1.0]
@attribute Pulse20 real [-1.0, 1.0]
@attribute Pulse21 real [-1.0, 1.0]
@attribute Pulse22 real [-1.0, 1.0]
@attribute Pulse23 real [-1.0, 1.0]
@attribute Pulse24 real [-1.0, 1.0]
@attribute Pulse25 real [-1.0, 1.0]
@attribute Pulse26 real [-1.0, 1.0]
@attribute Pulse27 real [-1.0, 1.0]
@attribute Pulse28 real [-1.0, 1.0]
@attribute Pulse29 real [-1.0, 1.0]
@attribute Pulse30 real [-1.0, 1.0]
@attribute Pulse31 real [-1.0, 1.0]
@attribute Pulse32 real [-1.0, 1.0]
@attribute Pulse33 real [-1.0, 1.0]
@attribute Pulse34 real [-1.0, 1.0]
@attribute Class {g, b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 0.576, -0.016, 0.404, 0.0, 0.384, 0.129, 0.4, -0.059, 0.565, 0.141, 0.467, 0.082, 0.525, -0.055, 0.58, 0.016, 0.502, 0.0, 0.459, 0.067, 0.58, 0.082, 0.498, 0.0040, 0.486, 0.1, 0.463, 0.082, 0.451, 0.235, 0.431, 0.173, g
1, 0.393, 0.524, -0.788, 0.113, -0.166, -0.764, 0.667, 0.012, 0.821, 0.405, -0.672, 0.307, -0.348, -0.637, 0.464, 0.155, 0.548, 0.06, -0.518, 0.45, -0.477, -0.476, 0.321, 0.702, 0.52, 0.388, 0.571, 0.393, -0.549, -0.299, 0.254, -0.558, b
1, 0.598, 0.403, 0.828, 0.805, 0.76, 0.707, 0.84, -0.11, 0.973, 0.08, 0.958, -0.857, 0.92, 0.884, 0.955, -0.052, 0.887, 0.181, 0.985, -0.696, 0.867, -0.858, 0.286, -0.301, 1.0, 0.171, 0.63, 0.427, 0.878, 0.81, 0.82, 0.688, b
1, -0.656, 0.156, 0.062, 0.0, 0.0, 0.062, 0.625, 0.062, 0.188, 0.0, -0.031, 0.094, 0.062, 0.0, 0.156, -0.156, 0.438, -0.375, 0.0, -0.094, 0.0, 0.0, 0.031, -0.469, 0.031, 0.0, -0.719, 0.031, -0.031, 0.0, 0.0, 0.094, b
1, 0.039, 0.026, 0.0040, 0.0, 0.02, -0.02, 0.021, -0.05, -0.048, -0.013, 0.014, -0.023, 0.0, -0.033, -0.047, -0.029, -0.017, 0.036, 0.021, 0.0040, 0.051, -0.023, 0.051, 0.019, 0.04, 0.016, 0.02, 0.0070, -0.026, -0.019, -0.014, 0.02, b
1, 0.943, 0.386, 0.483, 0.645, 0.216, 0.775, -0.559, 0.649, -0.737, 0.42, -0.761, 0.0, -0.627, -0.311, -0.384, -0.622, -0.128, -0.693, 0.499, -0.636, 0.715, -0.377, 0.739, -0.055, 0.601, 0.304, 0.455, 0.605, 0.027, 0.545, -0.216, 0.505, g
1, 0.0, 0.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, 1.0, 1.0, 0.438, 1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, 1.0, b
1, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 1.0, -1.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 0.0, 0.0, b
1, 0.649, -0.079, 0.583, -0.144, -0.131, -0.214, 0.298, 0.044, 0.381, -0.263, 0.289, -0.32, 0.035, -0.189, 0.203, -0.294, 0.152, -0.291, 0.095, -0.315, 0.066, -0.268, 0.03, -0.251, -0.0, -0.232, -0.026, -0.211, -0.047, -0.19, 0.013, -0.272, g
1, 1.0, -0.095, -1.0, -1.0, -1.0, -1.0, 1.0, 0.317, 0.813, 0.762, -1.0, -1.0, -1.0, 1.0, 0.474, 1.0, 1.0, 1.0, 0.688, -1.0, -1.0, -1.0, 0.829, 0.365, 1.0, 1.0, 1.0, 0.508, -1.0, -0.325, -1.0, 0.728, b
0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, b
1, 0.499, 0.018, 0.431, -0.096, 0.506, -0.042, 0.501, 0.096, 0.447, 0.06, 0.558, -0.119, 0.517, -0.036, 0.527, -0.06, 0.553, -0.01, 0.486, -0.034, 0.491, -0.01, 0.592, 0.0, 0.532, -0.033, 0.431, 0.034, 0.545, -0.055, 0.59, -0.086, g
1, 0.623, -0.035, 0.591, 0.0050, 0.604, -0.075, 0.632, 0.01, 0.625, -0.075, 0.67, 0.072, 0.629, -0.084, 0.675, 0.091, 0.671, 0.0, 0.59, 0.101, 0.501, 0.031, 0.659, 0.141, 0.605, 0.02, 0.514, 0.045, 0.617, -0.01, 0.614, -0.091, g
1, 1.0, 0.098, 1.0, 0.251, 0.984, 0.33, 0.804, 0.53, 0.75, 0.603, 0.569, 0.719, 0.553, 0.741, 0.295, 0.822, 0.211, 0.798, 0.097, 0.822, -0.017, 0.799, -0.151, 0.756, -0.228, 0.692, -0.317, 0.609, -0.403, 0.545, -0.428, 0.445, g
1, 0.715, -0.0060, 0.667, -0.042, 0.631, -0.052, 0.78, 0.081, 0.673, 0.097, 0.647, 0.159, 0.602, -0.019, 0.544, -0.045, 0.469, -0.1, 0.647, 0.149, 0.392, 0.217, 0.524, -0.055, 0.451, 0.0, 0.314, -0.068, 0.492, -0.107, 0.304, -0.052, g
1, 0.681, 0.104, 0.77, 0.035, 0.652, 0.081, 0.61, -0.0050, 0.79, 0.119, 0.598, 0.049, 0.625, 0.096, 0.783, -0.175, 0.738, -0.109, 0.486, 0.01, 0.61, 0.081, 0.667, -0.128, 0.638, -0.025, 0.765, 0.022, 0.612, -0.072, 0.514, -0.047, g
1, 0.749, 0.025, 0.99, 0.098, 0.759, 0.129, 0.743, -0.092, 0.958, 0.025, 0.979, -0.0050, 0.961, 0.102, 0.915, 0.038, 0.71, 0.027, 0.812, -0.08, 1.0, 0.0, 0.718, -0.012, 0.823, 0.026, 0.724, -0.011, 0.904, 0.111, 0.728, 0.028, g
1, 0.878, -0.082, 0.834, 0.073, 0.848, 0.041, 0.772, -0.022, 0.772, -0.057, 0.823, -0.106, 0.679, -0.0050, 0.88, -0.209, 0.834, 0.033, 0.864, -0.06, 0.973, -0.28, 0.851, -0.188, 0.837, -0.102, 0.859, -0.033, 0.785, -0.109, 0.791, -0.0050, g
1, 0.881, 0.352, 0.684, 0.651, 0.348, 0.798, 0.058, 0.908, -0.298, 0.865, -0.626, 0.696, -0.771, 0.393, -0.858, 0.084, -0.816, -0.24, -0.646, -0.5, -0.398, -0.683, -0.111, -0.755, 0.17, -0.715, 0.407, -0.576, 0.566, -0.368, 0.628, -0.133, g
1, 0.85, 0.018, 0.922, 0.015, 0.92, 0.022, 0.928, 0.08, 0.876, 0.114, 0.912, 0.043, 0.907, 0.05, 0.873, 0.028, 0.959, 0.0, 0.891, 0.07, 0.884, 0.077, 0.837, 0.109, 0.869, 0.09, 0.876, 0.088, 0.852, 0.101, 0.843, 0.107, g
1, 1.0, 1.0, 0.367, 0.062, 0.13, 0.927, -0.276, 0.936, -0.315, 0.377, -0.872, 0.369, -0.929, -0.089, -0.389, -0.342, -0.466, -0.825, -0.054, -0.936, 0.256, -0.204, 0.738, -0.46, 0.855, -0.068, 1.0, 1.0, 0.387, 0.0020, 0.178, 0.798, g
1, 0.328, 0.11, 0.16, 0.293, 0.14, 0.745, -0.251, 0.92, -0.165, 0.267, -0.637, 0.249, -0.976, -0.0030, -0.232, -0.199, -0.305, -0.489, -0.144, -0.9, 0.093, -0.289, 0.283, -0.186, 0.396, -0.115, 0.31, 0.056, 0.214, 0.205, 0.134, 0.264, g
1, 0.195, 0.057, 0.042, 0.252, -0.106, 0.489, -0.183, -0.183, -0.42, 0.061, -0.454, 0.092, -0.164, -0.305, -0.103, -0.397, 0.187, -0.176, 0.34, -0.12, 0.286, -0.16, 0.216, 0.247, 0.039, 0.311, -0.038, 0.263, -0.168, 0.168, -0.302, -0.336, g
1, 0.76, 0.011, 0.863, 0.0030, 0.858, 0.0040, 0.8, 0.023, 0.815, 0.121, 0.831, 0.0070, 0.818, 0.0090, 0.828, -0.07, 0.765, 0.039, 0.77, 0.011, 0.751, 0.012, 0.771, -0.0030, 0.709, 0.014, 0.662, 0.0080, 0.663, 0.015, 0.639, 0.015, g
1, 0.906, -0.017, 0.981, -0.02, 0.957, -0.036, 0.857, 0.0010, 0.897, -0.033, 0.891, -0.014, 0.906, -0.045, 0.914, -0.0090, 0.808, -0.129, 0.887, 0.012, 0.922, -0.023, 0.91, -0.021, 0.891, -0.078, 0.83, -0.172, 0.96, -0.038, 0.874, -0.162, g
