@relation ionosphere
@attribute Pulse1 integer [0, 1]
@attribute Pulse3 real [-1.0, 1.0]
@attribute Pulse4 real [-1.0, 1.0]
@attribute Pulse5 real [-1.0, 1.0]
@attribute Pulse6 real [-1.0, 1.0]
@attribute Pulse7 real [-1.0, 1.0]
@attribute Pulse8 real [-1.0, 1.0]
@attribute Pulse9 real [-1.0, 1.0]
@attribute Pulse10 real [-1.0, 1.0]
@attribute Pulse11 real [-1.0, 1.0]
@attribute Pulse12 real [-1.0, 1.0]
@attribute Pulse13 real [-1.0, 1.0]
@attribute Pulse14 real [-1.0, 1.0]
@attribute Pulse15 real [-1.0, 1.0]
@attribute Pulse16 real [-1.0, 1.0]
@attribute Pulse17 real [-1.0, 1.0]
@attribute Pulse18 real [-1.0, 1.0]
@attribute Pulse19 real [-1.0, 1.0]
@attribute Pulse20 real [-1.0, 1.0]
@attribute Pulse21 real [-1.0, 1.0]
@attribute Pulse22 real [-1.0, 1.0]
@attribute Pulse23 real [-1.0, 1.0]
@attribute Pulse24 real [-1.0, 1.0]
@attribute Pulse25 real [-1.0, 1.0]
@attribute Pulse26 real [-1.0, 1.0]
@attribute Pulse27 real [-1.0, 1.0]
@attribute Pulse28 real [-1.0, 1.0]
@attribute Pulse29 real [-1.0, 1.0]
@attribute Pulse30 real [-1.0, 1.0]
@attribute Pulse31 real [-1.0, 1.0]
@attribute Pulse32 real [-1.0, 1.0]
@attribute Pulse33 real [-1.0, 1.0]
@attribute Pulse34 real [-1.0, 1.0]
@attribute Class {g, b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 0.853, 0.054, 1.0, 0.081, 1.0, 1.0, 0.915, -0.0080, 0.837, 0.039, 1.0, 0.272, 1.0, 1.0, 0.814, 0.047, 0.907, 0.116, 1.0, 0.507, 1.0, -1.0, 0.806, 0.039, 1.0, 0.716, 0.845, 0.07, 1.0, 0.873, 1.0, 1.0, b
1, -0.205, 0.288, 0.23, 0.1, 0.282, 0.318, 0.322, 0.35, 0.363, -0.346, 0.092, 0.275, -0.095, 0.21, -0.088, 0.235, -0.342, 0.314, -0.48, -0.08, 0.299, 0.332, -0.58, -0.24, 0.322, -0.285, -0.47, 0.185, -0.271, -0.312, 0.404, 0.03, b
1, 0.947, 0.287, 0.726, 0.672, 0.476, 0.825, 0.013, 0.891, -0.249, 0.845, -0.476, 0.561, -0.759, 0.417, -0.665, 0.072, -0.654, -0.195, -0.525, -0.44, -0.309, -0.551, -0.041, -0.648, 0.161, -0.564, 0.368, -0.419, 0.461, -0.225, 0.504, -0.06, g
1, 1.0, 0.0, 1.0, 0.0, 0.667, 0.111, 1.0, -0.111, 0.889, -0.111, 1.0, -0.222, 0.778, 0.0, 0.778, 0.0, 1.0, -0.111, 0.778, -0.111, 0.667, -0.111, 0.667, 0.0, 0.903, -0.054, 1.0, 0.111, 0.889, -0.111, 1.0, 0.0, g
1, 0.186, -0.167, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.115, -0.191, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.051, -0.066, 0.079, 0.09, 0.173, -0.109, 0.125, 0.096, 0.026, -0.048, 0.168, 0.196, b
1, 1.0, 0.051, 0.994, 0.101, 0.961, 0.148, 0.955, -0.265, 0.66, 0.547, 0.804, 0.253, 0.738, 0.274, 0.668, 0.287, 0.596, 0.293, 0.525, 0.292, 0.456, 0.285, 0.39, 0.272, 0.329, 0.256, 0.274, 0.236, 0.224, 0.214, 0.181, 0.191, g
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, b
1, 0.912, -0.088, 0.971, 0.176, 0.824, 0.088, 0.912, -0.029, 0.971, -0.176, 0.971, 0.147, 0.941, 0.029, 1.0, 0.0, 1.0, 0.0, 0.765, 0.118, 0.882, 0.029, 0.853, 0.029, 0.927, 0.026, 0.941, -0.118, 0.971, 0.059, 0.912, 0.059, g
1, 1.0, 0.143, 1.0, 0.714, 1.0, 0.714, 1.0, -0.143, 0.857, -0.143, 1.0, 0.025, 1.0, 0.0, 0.429, -0.143, 1.0, 0.036, 1.0, -0.286, 1.0, 0.0, 0.286, -0.286, 1.0, 0.049, 1.0, 0.052, 1.0, 0.571, 1.0, 0.0, g
1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 0.552, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1, 1.0, 0.5, 1.0, 0.25, 0.25, 1.0, 0.169, 0.912, -0.133, 0.805, -0.341, 0.608, -0.438, 0.379, -0.437, 0.167, -0.367, 0.0070, -0.265, -0.09, -0.162, -0.13, -0.078, -0.127, -0.021, -0.102, 0.01, -0.07, 0.022, -0.041, 0.022, -0.02, g
1, 0.328, 0.025, 0.152, 0.213, 0.149, 0.74, -0.257, 0.923, -0.103, 0.194, -0.614, 0.258, -0.941, -0.054, -0.131, -0.143, -0.303, -0.446, -0.114, -0.856, 0.027, -0.228, 0.279, -0.063, 0.337, -0.119, 0.277, -0.114, 0.151, 0.133, 0.122, 0.205, g
1, 0.5, 0.0, 0.387, 0.104, 0.491, 0.065, 0.47, -0.039, 0.357, -0.126, 0.457, 0.048, 0.504, 0.026, 0.357, 0.196, 0.422, 0.148, 0.422, -0.026, 0.322, -0.113, 0.474, -0.0090, 0.418, 0.069, 0.387, 0.039, 0.352, 0.148, 0.448, 0.174, g
1, 0.589, -0.609, 0.854, 0.553, 0.811, 0.073, 0.566, 0.162, 0.328, 0.242, 0.503, 0.123, 0.639, 0.199, 0.719, 0.427, 0.543, 0.139, 0.652, 0.278, 0.689, 0.073, 0.519, 0.267, 0.49, 0.277, 0.462, 0.286, 0.435, 0.293, 0.408, 0.299, g
1, 1.0, 0.114, 0.7, -0.121, 0.816, 0.097, 0.712, 0.011, 0.562, -0.078, 0.691, 0.125, 0.586, 0.04, 0.531, -0.034, 0.694, 0.169, 0.727, 0.072, 0.321, 0.059, 0.533, 0.374, 0.491, 0.18, 0.152, 0.324, 0.441, 0.189, 0.562, 0.152, g
1, 0.848, 0.068, 0.806, -0.023, 0.77, -0.033, 0.667, -0.066, 0.596, -0.077, 0.673, -0.058, 0.643, -0.064, 0.392, 0.045, 0.713, 0.014, 0.56, -0.08, 0.534, -0.085, 0.47, -0.228, 0.487, -0.091, 0.526, -0.085, 0.443, -0.096, 0.422, -0.098, g
1, 0.479, -0.124, 0.428, -0.124, 0.701, -0.392, 0.732, 0.072, 0.263, -0.216, 0.495, 0.16, 0.454, -0.119, 0.423, 0.062, 0.5, -0.273, 0.546, 0.186, 0.423, 0.082, 0.706, 0.196, 0.534, -0.124, 0.155, -0.263, 0.474, 0.041, 0.454, -0.515, g
1, 0.836, 0.132, 0.722, 0.061, 0.658, 0.083, 0.239, 0.13, 0.438, 0.203, 0.494, 0.127, 0.447, 0.135, 0.294, 0.029, 0.482, 0.158, 0.328, 0.146, 0.295, 0.146, 0.264, 0.145, 0.236, 0.143, 0.264, 0.161, 0.188, 0.136, 0.167, 0.132, g
1, 0.835, 0.29, 0.693, 0.477, 0.492, 0.684, 0.22, 0.868, -0.081, 0.85, -0.356, 0.777, -0.527, 0.584, -0.704, 0.313, -0.758, 0.039, -0.712, -0.153, -0.583, -0.392, -0.372, -0.53, -0.17, -0.609, 0.084, -0.615, 0.252, -0.485, 0.406, -0.353, g
1, 1.0, 0.162, 1.0, -0.056, 1.0, 0.014, 1.0, -0.124, 1.0, -0.015, 1.0, -0.017, 1.0, -0.064, 1.0, -0.072, 1.0, 0.059, 1.0, -0.101, 1.0, -0.027, 1.0, -0.23, 1.0, -0.068, 1.0, 0.083, 1.0, -0.142, 1.0, -0.074, g
1, 0.901, 0.018, 1.0, -0.018, 0.901, 0.0070, 0.848, 0.057, 1.0, 0.035, 0.979, 0.011, 0.975, 0.035, 1.0, -0.032, 0.897, -0.032, 0.862, 0.078, 1.0, 0.092, 0.901, 0.046, 0.943, 0.032, 0.947, 0.025, 1.0, 0.011, 0.936, 0.021, g
1, 0.896, 0.379, 0.673, 0.694, 0.359, 0.887, -0.042, 0.933, -0.389, 0.844, -0.673, 0.621, -0.827, 0.304, -0.862, -0.054, -0.736, -0.343, -0.518, -0.624, -0.234, -0.739, 0.069, -0.739, 0.335, -0.623, 0.524, -0.421, 0.612, -0.173, 0.601, 0.087, g
1, 1.0, 0.011, 1.0, 0.011, 1.0, 0.023, 0.994, -0.014, 0.994, -0.0020, 0.983, 0.023, 1.0, 0.0090, 0.976, 0.0080, 0.979, 0.017, 0.98, 0.0070, 0.981, 0.021, 0.971, -0.0070, 0.98, 0.016, 0.979, 0.015, 0.986, 0.021, 0.987, 0.028, g
1, 0.353, -0.138, 0.694, -0.024, 0.682, -0.036, 0.557, -0.061, 0.618, -0.105, 0.621, -0.065, 0.594, -0.073, 0.423, -0.264, 0.582, 0.05, 0.497, -0.088, 0.462, -0.09, 0.45, -0.0060, 0.391, -0.09, 0.356, -0.103, 0.322, -0.086, 0.289, -0.083, g
1, 0.667, -0.014, 0.974, 0.068, 0.496, 0.501, 0.757, -0.0030, 0.652, -0.141, 0.402, -0.489, 0.392, 0.587, 0.768, 0.318, 0.786, 0.113, 0.475, -0.449, 1.0, 0.0070, 0.607, 0.07, 0.687, 0.171, 0.876, 0.078, 0.553, 0.246, 0.139, 0.481, g
