@relation ionosphere
@attribute Pulse1 integer [0, 1]
@attribute Pulse3 real [-1.0, 1.0]
@attribute Pulse4 real [-1.0, 1.0]
@attribute Pulse5 real [-1.0, 1.0]
@attribute Pulse6 real [-1.0, 1.0]
@attribute Pulse7 real [-1.0, 1.0]
@attribute Pulse8 real [-1.0, 1.0]
@attribute Pulse9 real [-1.0, 1.0]
@attribute Pulse10 real [-1.0, 1.0]
@attribute Pulse11 real [-1.0, 1.0]
@attribute Pulse12 real [-1.0, 1.0]
@attribute Pulse13 real [-1.0, 1.0]
@attribute Pulse14 real [-1.0, 1.0]
@attribute Pulse15 real [-1.0, 1.0]
@attribute Pulse16 real [-1.0, 1.0]
@attribute Pulse17 real [-1.0, 1.0]
@attribute Pulse18 real [-1.0, 1.0]
@attribute Pulse19 real [-1.0, 1.0]
@attribute Pulse20 real [-1.0, 1.0]
@attribute Pulse21 real [-1.0, 1.0]
@attribute Pulse22 real [-1.0, 1.0]
@attribute Pulse23 real [-1.0, 1.0]
@attribute Pulse24 real [-1.0, 1.0]
@attribute Pulse25 real [-1.0, 1.0]
@attribute Pulse26 real [-1.0, 1.0]
@attribute Pulse27 real [-1.0, 1.0]
@attribute Pulse28 real [-1.0, 1.0]
@attribute Pulse29 real [-1.0, 1.0]
@attribute Pulse30 real [-1.0, 1.0]
@attribute Pulse31 real [-1.0, 1.0]
@attribute Pulse32 real [-1.0, 1.0]
@attribute Pulse33 real [-1.0, 1.0]
@attribute Pulse34 real [-1.0, 1.0]
@attribute Class {g, b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1, 0.946, 0.175, 0.909, 0.331, 0.851, 0.5, 0.737, 0.638, 0.592, 0.738, 0.487, 0.836, 0.305, 0.907, 0.18, 0.934, -0.0070, 0.931, -0.189, 0.894, -0.33, 0.825, -0.465, 0.765, -0.586, 0.663, -0.679, 0.526, -0.753, 0.425, -0.812, 0.261, g
1, 0.918, 0.182, 0.861, 0.355, 0.729, 0.457, 0.604, 0.699, 0.504, 0.749, 0.361, 0.818, 0.157, 0.836, 0.0040, 0.852, -0.164, 0.779, -0.36, 0.762, -0.431, 0.654, -0.531, 0.539, -0.603, 0.41, -0.645, 0.273, -0.657, 0.137, -0.641, 0.054, g
1, 0.501, -0.036, 0.611, 0.013, 0.589, 0.016, 0.589, 0.025, 0.667, -0.0040, 0.717, -0.047, 0.665, 0.0090, 0.573, 0.025, 0.647, -0.074, 0.569, 0.142, 0.575, -0.036, 0.465, 0.049, 0.566, 0.0080, 0.476, -0.036, 0.546, 0.106, 0.607, -0.081, g
1, 0.585, -0.355, 1.0, 0.353, 0.754, -0.0060, 0.825, 0.194, 0.502, -0.276, 0.66, 0.064, 0.697, 0.147, 0.724, -0.427, 0.761, 0.045, 0.669, 0.205, 0.848, -0.41, 0.648, -0.047, 0.568, -0.106, 0.528, -0.133, 0.156, -0.122, 0.448, -0.103, g
1, 0.847, -0.034, 0.864, -0.085, 0.82, 0.0, 0.737, -0.076, 0.72, -0.136, 0.749, -0.117, 0.775, -0.187, 0.781, -0.212, 0.62, -0.102, 0.792, -0.157, 0.894, -0.034, 0.849, -0.261, 0.741, -0.233, 0.662, -0.223, 0.726, -0.378, 0.658, -0.248, g
1, 0.985, -0.027, 0.981, -0.041, 1.0, -0.076, 0.987, 0.015, 0.953, -0.026, 0.985, -0.075, 0.994, -0.071, 0.974, -0.095, 0.973, -0.122, 0.993, -0.053, 0.953, -0.089, 0.974, -0.083, 0.967, -0.129, 0.935, -0.149, 0.971, -0.158, 0.968, -0.188, g
1, 0.924, 0.369, 0.72, 0.684, 0.293, 0.941, -0.111, 0.765, -0.316, 0.925, -0.666, 0.788, -0.921, 0.423, -0.943, 0.096, -1.0, 0.032, -0.664, -0.663, -0.46, -0.782, -0.135, -0.881, 0.198, -0.851, 0.489, -0.702, 0.699, -0.46, 0.761, -0.132, g
1, 0.956, -0.0020, 0.864, -0.132, 0.95, -0.0050, 0.828, -0.512, 0.924, 0.104, 1.0, -0.142, 0.993, -0.025, 0.959, -0.155, 0.84, 0.617, 1.0, -0.163, 0.875, -0.085, 0.857, -0.017, 0.841, -0.018, 0.824, -0.019, 0.806, -0.02, 0.788, -0.02, g
1, 0.394, -0.242, 0.627, 0.013, 0.455, 0.091, 0.636, 0.091, 0.212, -0.212, 0.576, 0.152, 0.394, 0.0, 0.562, 0.046, 0.515, 0.03, 0.788, 0.182, 0.303, -0.152, 0.485, 0.059, 0.464, 0.061, 0.333, -0.03, 0.419, 0.064, 0.394, 0.242, g
1, 0.823, -0.076, 0.805, 0.0020, 0.875, -0.012, 0.868, -0.075, 0.728, -0.117, 0.846, 0.05, 0.831, -0.074, 0.748, 0.067, 0.783, 0.064, 0.868, -0.024, 0.788, -0.06, 0.745, -0.024, 0.767, -0.027, 0.74, -0.076, 0.701, -0.042, 0.784, 0.012, g
