@relation ionosphere
@attribute Pulse1 integer [0, 1]
@attribute Pulse3 real [-1.0, 1.0]
@attribute Pulse4 real [-1.0, 1.0]
@attribute Pulse5 real [-1.0, 1.0]
@attribute Pulse6 real [-1.0, 1.0]
@attribute Pulse7 real [-1.0, 1.0]
@attribute Pulse8 real [-1.0, 1.0]
@attribute Pulse9 real [-1.0, 1.0]
@attribute Pulse10 real [-1.0, 1.0]
@attribute Pulse11 real [-1.0, 1.0]
@attribute Pulse12 real [-1.0, 1.0]
@attribute Pulse13 real [-1.0, 1.0]
@attribute Pulse14 real [-1.0, 1.0]
@attribute Pulse15 real [-1.0, 1.0]
@attribute Pulse16 real [-1.0, 1.0]
@attribute Pulse17 real [-1.0, 1.0]
@attribute Pulse18 real [-1.0, 1.0]
@attribute Pulse19 real [-1.0, 1.0]
@attribute Pulse20 real [-1.0, 1.0]
@attribute Pulse21 real [-1.0, 1.0]
@attribute Pulse22 real [-1.0, 1.0]
@attribute Pulse23 real [-1.0, 1.0]
@attribute Pulse24 real [-1.0, 1.0]
@attribute Pulse25 real [-1.0, 1.0]
@attribute Pulse26 real [-1.0, 1.0]
@attribute Pulse27 real [-1.0, 1.0]
@attribute Pulse28 real [-1.0, 1.0]
@attribute Pulse29 real [-1.0, 1.0]
@attribute Pulse30 real [-1.0, 1.0]
@attribute Pulse31 real [-1.0, 1.0]
@attribute Pulse32 real [-1.0, 1.0]
@attribute Pulse33 real [-1.0, 1.0]
@attribute Pulse34 real [-1.0, 1.0]
@attribute Class {g, b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 0.994, 0.0050, 0.841, -0.113, 0.882, -0.164, 0.991, -0.063, 0.965, -0.075, 0.852, 0.03, 0.872, -0.208, 0.939, -0.13, 0.983, -0.089, 0.899, 0.0010, 0.878, -0.059, 0.934, -0.199, 0.876, -0.178, 0.943, -0.166, 0.803, -0.257, 0.766, -0.278, g
1, 0.982, 0.0, 0.886, 0.031, 0.862, 0.046, 0.8, 0.0, 0.691, 0.045, 0.793, 0.084, 0.771, 0.096, 0.627, 0.255, 0.682, 0.127, 0.707, 0.126, 0.686, 0.135, 0.745, 0.227, 0.646, 0.151, 0.673, 0.027, 0.607, 0.165, 0.588, 0.171, g
1, 0.869, -0.071, 1.0, -0.025, 1.0, -0.069, 0.878, 0.0020, 0.836, -0.064, 1.0, -0.073, 1.0, -0.2, 0.869, 0.053, 0.88, -0.038, 1.0, -0.115, 1.0, -0.187, 0.844, 0.036, 1.0, -0.142, 0.822, -0.147, 1.0, -0.156, 1.0, -0.442, g
1, 0.347, 0.204, 0.469, 0.245, 0.408, 0.204, 0.469, 0.449, 0.306, 0.592, 0.122, 0.551, 0.0, 0.51, -0.061, 0.551, -0.204, 0.551, -0.286, 0.449, -0.286, 0.327, -0.612, 0.224, -0.466, 0.149, -0.592, 0.184, -0.347, 0.0, -0.265, -0.245, g
1, 0.945, -0.035, -1.0, -0.332, -1.0, -0.016, 0.973, 0.012, 0.934, -0.02, -1.0, 0.164, -1.0, -0.0040, 0.953, -0.035, 0.922, -0.027, -0.992, 0.117, -0.934, 0.348, 0.957, -0.0040, 0.82, 0.138, 0.902, -0.066, -1.0, -0.188, -1.0, -0.344, b
1, 0.6, 0.033, 0.633, 0.067, 0.7, 0.067, 0.7, 0.0, 0.633, 0.0, 0.8, 0.0, 0.733, 0.0, 0.7, 0.1, 0.667, 0.1, 0.733, -0.033, 0.767, 0.0, 0.633, 0.133, 0.659, 0.102, 0.6, 0.133, 0.6, 0.167, 0.633, 0.167, g
1, 0.02, 0.0070, 0.041, -0.0080, 0.021, 0.011, 0.011, 0.044, 0.0030, 0.0010, 0.02, -0.031, -0.02, 0.061, -0.041, 0.027, -0.024, -0.0040, 0.044, -0.025, 0.018, 0.0, 0.0, -0.013, 0.018, -0.011, 0.0060, -0.016, -0.017, -0.024, 0.0070, 0.0, b
1, 1.0, 0.118, 1.0, 0.235, 1.0, 0.412, 1.0, 0.059, 1.0, 0.235, 1.0, 0.118, 1.0, 0.471, 1.0, -0.059, 1.0, -0.118, 1.0, 0.353, 1.0, 0.412, 1.0, -0.118, 1.0, 0.202, 1.0, 0.059, 1.0, 0.353, 1.0, 0.235, g
1, 1.0, -0.082, 1.0, -0.113, 0.992, -0.298, 1.0, -0.331, 0.967, -0.343, 0.858, -0.473, 0.919, -0.482, 0.731, -0.652, 0.681, -0.635, 0.824, -0.783, 0.588, -0.748, 0.67, -0.963, 0.488, -0.857, 0.379, -0.839, 0.241, -0.888, 0.292, -0.896, g
1, -1.0, -1.0, -0.507, 1.0, 1.0, -1.0, 1.0, 0.538, 0.0, 0.0, 0.24, -1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, -0.715, 1.0, 0.333, -1.0, 1.0, -1.0, 0.698, -1.0, 0.476, 1.0, b
0, -1.0, 1.0, -1.0, -1.0, 0.0, 0.0, -1.0, 1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0, -1.0, -1.0, -1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 0.0, 0.0, b
1, -1.0, 1.0, -1.0, 0.152, 0.284, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -0.235, 0.283, -1.0, 1.0, 1.0, -0.314, -1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -0.036, 1.0, -1.0, -1.0, -0.323, 0.149, 1.0, b
1, 0.806, 0.131, 0.731, 0.243, 0.646, 0.19, 0.369, 0.456, 0.448, 0.464, 0.25, 0.573, 0.252, 0.371, 0.152, 0.519, -0.098, 0.575, -0.035, 0.429, -0.089, 0.444, -0.149, 0.4, -0.199, 0.35, -0.238, 0.295, -0.266, 0.239, -0.238, 0.312, g
0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0, b
0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0, b
1, 0.687, 1.0, 0.92, -0.761, 0.818, 0.043, 0.761, 0.107, 0.868, 0.737, 0.701, 0.182, 0.759, 0.137, 0.935, -0.251, 0.707, 0.187, 0.649, 0.246, 0.602, 0.774, 1.0, -0.538, 0.893, 0.222, 0.711, 0.538, 1.0, -0.065, 0.565, 0.239, b
1, 0.253, 0.359, 0.0, 0.0, -0.296, -1.0, 0.0, 0.0, 0.076, -0.073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0080, 0.681, -0.2, 0.337, -0.104, 0.357, 0.056, -1.0, 0.0, 0.0, 0.063, -1.0, 0.0, 0.0, b
1, 0.882, 0.435, 0.596, 0.777, 0.197, 0.945, -0.241, 0.925, -0.625, 0.713, -0.864, 0.337, -0.924, -0.053, -0.774, -0.447, -0.47, -0.733, -0.102, -0.822, 0.264, -0.776, 0.56, -0.559, 0.721, -0.244, 0.725, 0.096, 0.581, 0.389, 0.347, 0.577, g
1, 1.0, 0.08, 0.968, -0.0050, 0.967, -0.0070, 0.88, -0.039, 1.0, 0.014, 0.962, -0.014, 0.959, -0.017, 0.985, 0.01, 0.912, -0.088, 0.95, -0.024, 0.946, -0.026, 0.982, 0.02, 0.938, -0.03, 1.0, -0.058, 0.928, -0.035, 0.922, -0.037, g
1, 0.607, -0.027, 0.671, 0.041, 0.529, -0.044, 0.505, 0.037, 0.705, -0.078, 0.58, -0.02, 0.532, 0.078, 0.641, 0.119, 0.569, -0.024, 0.532, 0.0070, 0.715, -0.034, 0.529, -0.034, 0.573, 0.0080, 0.586, -0.0030, 0.59, -0.027, 0.502, 0.068, g
1, 0.979, 0.158, 0.901, 0.352, 0.82, 0.486, 0.718, 0.649, 0.588, 0.737, 0.403, 0.832, 0.251, 0.848, 0.047, 0.855, -0.122, 0.797, -0.262, 0.808, -0.378, 0.717, -0.51, 0.583, -0.576, 0.46, -0.619, 0.308, -0.658, 0.183, -0.641, 0.03, g
1, 0.333, -0.25, 0.444, 0.222, 0.389, 0.167, 0.417, 0.139, 0.5, -0.111, 0.549, -0.084, 0.583, 0.333, 0.556, 0.028, 0.25, -0.194, 0.472, -0.056, 0.528, -0.028, 0.389, 0.083, 0.415, -0.143, 0.194, -0.139, 0.369, -0.148, 0.083, -0.5, g
1, 0.896, 0.393, 0.661, 0.718, 0.295, 0.908, -0.048, 0.944, -0.457, 0.846, -0.777, 0.585, -0.928, 0.251, -0.923, -0.153, -0.761, -0.484, -0.509, -0.762, -0.149, -0.886, 0.216, -0.857, 0.532, -0.686, 0.748, -0.407, 0.831, -0.07, 0.769, 0.279, g
1, 0.905, 0.411, 0.654, 0.748, 0.299, 0.959, -0.133, 0.978, -0.522, 0.833, -0.797, 0.551, -0.966, 0.152, -0.93, -0.256, -0.719, -0.594, -0.415, -0.852, -0.022, -0.938, 0.363, -0.854, 0.675, -0.62, 0.86, -0.281, 0.887, 0.098, 0.755, 0.463, g
1, 0.745, 0.106, 0.887, 0.01, 0.885, 0.015, 0.872, -0.014, 0.73, 0.106, 0.877, 0.029, 0.872, 0.034, 0.957, 0.078, 0.95, 0.043, 0.856, 0.047, 0.849, 0.052, 0.872, 0.113, 0.834, 0.06, 0.745, -0.035, 0.817, 0.068, 0.808, 0.072, g
