@relation ring
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
1133.0, 5104.0, -2976.0, -1265.0, 887.0, -74.0, 559.0, 399.0, 44.0, 2126.0, -829.0, 1796.0, 2892.0, 1232.0, -1358.0, -2046.0, -4468.0, 907.0, 1152.0, 976.0, 0
64.0, -143.0, 107.0, 3851.0, -1005.0, 1383.0, 528.0, 666.0, 26.0, -136.0, 1871.0, 813.0, -998.0, 1123.0, 148.0, -1.0, -1433.0, -17.0, 984.0, -442.0, 0
1863.0, -3846.0, -632.0, 2659.0, -1732.0, 1977.0, -1362.0, 759.0, -1301.0, -1874.0, 1192.0, -129.0, -957.0, -1682.0, 765.0, -119.0, -2451.0, 4767.0, -1298.0, 482.0, 0
1367.0, 1459.0, 539.0, -1472.0, 658.0, -969.0, -2368.0, -243.0, 1485.0, -1266.0, 588.0, 1199.0, -435.0, 86.0, 1422.0, 1359.0, 3591.0, -118.0, -1076.0, 244.0, 1
-83.0, 178.0, 344.0, -906.0, 2626.0, 1304.0, 715.0, -22.0, 1647.0, 1305.0, -1836.0, 1984.0, -906.0, 553.0, -102.0, 193.0, 239.0, 12.0, 3228.0, 1795.0, 1
304.0, 2502.0, -582.0, 656.0, -53.0, 153.0, 244.0, 964.0, -173.0, 1873.0, -335.0, 2522.0, 675.0, 1099.0, -77.0, 1445.0, -1315.0, 483.0, -459.0, 191.0, 1
228.0, 5789.0, -425.0, -369.0, -2433.0, 1611.0, -54.0, -101.0, 167.0, 366.0, -1766.0, -85.0, 1487.0, -277.0, -646.0, -324.0, -1768.0, -1429.0, -1308.0, 95.0, 0
-1273.0, -612.0, 832.0, -561.0, -391.0, -1162.0, 866.0, -622.0, 339.0, 646.0, -397.0, -16.0, 1849.0, 1885.0, -76.0, -12.0, 849.0, 1539.0, 1058.0, 712.0, 1
-669.0, -8.0, 1951.0, 128.0, 624.0, -1934.0, 125.0, -3126.0, 819.0, -17.0, -3.0, -2727.0, 227.0, -2296.0, -112.0, 211.0, -217.0, -1918.0, 227.0, -1439.0, 0
423.0, -376.0, -205.0, -2598.0, 1745.0, 1545.0, 79.0, 394.0, 988.0, 977.0, 475.0, 2457.0, 1712.0, 3058.0, 91.0, -725.0, 45.0, 62.0, 1904.0, -742.0, 1
2137.0, 151.0, 1714.0, -2002.0, 811.0, -676.0, 863.0, 79.0, -2989.0, 3216.0, -1052.0, -302.0, -1946.0, 283.0, 217.0, 921.0, 421.0, -168.0, 1016.0, 894.0, 0
-623.0, -818.0, 313.0, 428.0, -879.0, -52.0, 1366.0, 2987.0, -1023.0, 1273.0, 218.0, 301.0, 806.0, 22.0, -193.0, 2096.0, 1571.0, 38.0, 1642.0, 624.0, 1
38.0, -493.0, 171.0, -3.0, 73.0, 634.0, 1471.0, -489.0, 349.0, 782.0, -178.0, 805.0, -1711.0, 1208.0, -784.0, -815.0, -101.0, 1118.0, 86.0, 442.0, 1
54.0, 416.0, 334.0, 1346.0, -63.0, 886.0, 1753.0, -1323.0, -761.0, -1058.0, -257.0, 963.0, -658.0, 13.0, -534.0, 393.0, -284.0, 1944.0, 98.0, 891.0, 1
679.0, -135.0, 422.0, 337.0, 37.0, -308.0, -2092.0, 1898.0, 151.0, -564.0, -107.0, 726.0, 989.0, 1939.0, 141.0, -143.0, 485.0, 56.0, -632.0, 747.0, 1
68.0, 1803.0, 1544.0, 1876.0, 32.0, -518.0, -1159.0, 2241.0, 649.0, 82.0, 469.0, 552.0, -426.0, 1796.0, 1483.0, 478.0, 794.0, -1228.0, 264.0, -42.0, 1
806.0, 1923.0, -308.0, -1169.0, 632.0, 159.0, 2193.0, 965.0, -784.0, 1153.0, 1683.0, 1267.0, -2047.0, -13.0, 832.0, -469.0, 1869.0, 606.0, 963.0, 266.0, 1
499.0, -2201.0, 401.0, 2326.0, 788.0, 646.0, -706.0, 263.0, 309.0, -945.0, -436.0, -2111.0, -1283.0, -2535.0, -14.0, -1289.0, 695.0, 1593.0, 1285.0, -256.0, 0
1436.0, -602.0, -394.0, 1135.0, -24.0, 463.0, 1339.0, 1696.0, 123.0, 719.0, 1152.0, 378.0, 167.0, 16.0, 58.0, 47.0, 261.0, 517.0, -259.0, 38.0, 1
-1367.0, 4283.0, -638.0, -567.0, 735.0, -1246.0, 978.0, -3178.0, -4046.0, -563.0, 1874.0, 1848.0, -2388.0, -1934.0, -232.0, -958.0, 2828.0, -4903.0, -1547.0, -484.0, 0
-968.0, -471.0, -527.0, 2767.0, 2152.0, 1012.0, -856.0, -321.0, -1125.0, -2172.0, -929.0, 602.0, 2874.0, -1283.0, -386.0, 1691.0, -348.0, 1187.0, -34.0, 1127.0, 1
-629.0, -631.0, -836.0, -833.0, 242.0, 548.0, -173.0, 4718.0, -383.0, 621.0, -1782.0, 837.0, -1212.0, -206.0, -496.0, 973.0, -54.0, 1846.0, -706.0, 116.0, 0
27.0, 1268.0, 1035.0, 963.0, 952.0, -676.0, 1158.0, -162.0, 1826.0, 1351.0, 859.0, -295.0, 1251.0, 712.0, 68.0, -36.0, -315.0, 296.0, 1142.0, 505.0, 1
2492.0, -645.0, -749.0, -4275.0, 205.0, -1395.0, 2235.0, -1874.0, 1656.0, -1101.0, -256.0, -752.0, -2092.0, -2308.0, 2329.0, 927.0, 1892.0, -441.0, 873.0, 3397.0, 0
1327.0, 104.0, -145.0, 628.0, 801.0, -844.0, 2.0, -119.0, -168.0, -424.0, 1033.0, -41.0, 82.0, 1332.0, -1462.0, 1504.0, 213.0, -133.0, 1235.0, 1239.0, 1
972.0, 69.0, 2.0, 779.0, 3.0, 649.0, 328.0, 18.0, 208.0, 597.0, -899.0, -1448.0, 483.0, -241.0, 983.0, 217.0, 3245.0, 42.0, 2208.0, 806.0, 1
-46.0, 1326.0, -1305.0, 175.0, 46.0, -136.0, 1743.0, 656.0, -153.0, -747.0, 1039.0, -524.0, -194.0, 286.0, 461.0, 18.0, 528.0, -476.0, 1672.0, 1984.0, 1
4428.0, 1417.0, 1039.0, -2653.0, -3548.0, -2542.0, -117.0, -1622.0, 2794.0, 1449.0, -1077.0, 69.0, 65.0, 1532.0, 697.0, -131.0, 2753.0, -3206.0, 92.0, -214.0, 0
841.0, 775.0, 1752.0, 277.0, 766.0, -2272.0, -1004.0, 494.0, -231.0, 286.0, 4964.0, -589.0, -1081.0, -127.0, 1961.0, -4557.0, 2371.0, 1591.0, 1004.0, 383.0, 0
256.0, 161.0, 2264.0, -2462.0, -596.0, 2128.0, -313.0, 503.0, -515.0, 2383.0, 829.0, 1745.0, -1586.0, 32.0, -45.0, 3184.0, -1763.0, 209.0, 159.0, -1838.0, 0
-117.0, 1574.0, 1059.0, 1072.0, -4.0, 188.0, 186.0, -1261.0, 591.0, 2061.0, 1996.0, 114.0, -124.0, -106.0, 1334.0, 2086.0, 92.0, 1352.0, -525.0, 809.0, 1
764.0, 1359.0, 2141.0, -857.0, 1376.0, 405.0, -1076.0, -341.0, 506.0, 1.0, 222.0, -1114.0, -273.0, -2.0, 142.0, 43.0, 863.0, 97.0, 75.0, 1232.0, 1
3008.0, 1339.0, 2423.0, -1582.0, -2321.0, -439.0, 2614.0, -2864.0, 308.0, 2356.0, -811.0, 1395.0, 1294.0, -174.0, 2809.0, -1194.0, -298.0, -1816.0, -158.0, 2227.0, 0
418.0, 2328.0, -984.0, 534.0, 1211.0, 1414.0, 1353.0, 2834.0, 1116.0, -478.0, 1301.0, -11.0, 23.0, 1439.0, -1619.0, 789.0, -316.0, 1621.0, 1474.0, -1188.0, 1
3195.0, 296.0, -81.0, 276.0, 428.0, -119.0, -1655.0, -304.0, -45.0, 662.0, 1052.0, -45.0, 713.0, 1059.0, -342.0, 236.0, 613.0, -47.0, 35.0, -751.0, 1
-154.0, -2428.0, -3171.0, -345.0, 2861.0, 2398.0, -1485.0, -76.0, 2872.0, -514.0, 728.0, -26.0, -1605.0, 1575.0, 88.0, 1617.0, -2097.0, -196.0, -21.0, -1151.0, 0
1075.0, 482.0, 1633.0, -911.0, 1712.0, -1186.0, 1728.0, -1235.0, 305.0, 878.0, 7.0, 66.0, 599.0, 504.0, 1274.0, -1.0, 1638.0, 29.0, 1348.0, 1153.0, 1
948.0, -256.0, 743.0, -294.0, 905.0, 593.0, 1129.0, 2032.0, -197.0, 876.0, 56.0, -522.0, 912.0, 1772.0, 1555.0, 1419.0, -1.0, 1074.0, 744.0, 1045.0, 1
577.0, 13.0, -5051.0, 748.0, 495.0, 753.0, 1245.0, -2484.0, -3405.0, -2036.0, -3014.0, -583.0, -1847.0, -93.0, -743.0, 519.0, 2099.0, 662.0, -1128.0, -1139.0, 0
483.0, 1326.0, 691.0, 1102.0, 83.0, 1632.0, 1273.0, -55.0, -831.0, 311.0, 654.0, 473.0, 1301.0, 303.0, 1799.0, 2314.0, 522.0, 513.0, 336.0, -58.0, 1
562.0, 696.0, -77.0, -451.0, -465.0, 8.0, 1184.0, 1128.0, 189.0, -1062.0, 1845.0, -674.0, 168.0, 156.0, 996.0, -267.0, 54.0, 413.0, 2342.0, -381.0, 1
-1446.0, 952.0, -2073.0, -502.0, -1107.0, 1121.0, 2082.0, -141.0, -2694.0, 326.0, 4854.0, -1054.0, -147.0, -1073.0, 274.0, -2386.0, -3682.0, 821.0, 1294.0, -3296.0, 0
-1644.0, -385.0, -2451.0, -1442.0, 1542.0, -3729.0, 786.0, -3262.0, -688.0, 1696.0, -1209.0, 2502.0, -3451.0, 1617.0, 817.0, -3683.0, -237.0, -1677.0, -1665.0, -54.0, 0
45.0, 848.0, 325.0, 749.0, 289.0, 675.0, -205.0, -1397.0, -458.0, 1415.0, 1431.0, 739.0, -275.0, -785.0, -29.0, -551.0, -2803.0, 117.0, 38.0, 3116.0, 1
178.0, -266.0, -5.0, -964.0, 242.0, -1564.0, 217.0, 1891.0, 72.0, 2149.0, -958.0, -474.0, -935.0, 2985.0, -1372.0, -424.0, -86.0, -2432.0, -2141.0, -1018.0, 0
599.0, 902.0, 615.0, -8.0, -368.0, 48.0, 2909.0, 745.0, 929.0, 122.0, 6.0, 1923.0, 68.0, 1188.0, 1117.0, -757.0, 62.0, 2558.0, 344.0, 998.0, 1
432.0, -222.0, 1298.0, -72.0, -202.0, 1132.0, -39.0, -465.0, 929.0, 551.0, -131.0, 171.0, 1198.0, 1171.0, 346.0, 2122.0, 62.0, 221.0, 2244.0, 13.0, 1
75.0, 1816.0, -892.0, 1442.0, 418.0, 1003.0, 1608.0, 211.0, 72.0, -1856.0, -666.0, -1464.0, 252.0, -191.0, -205.0, -182.0, 1766.0, -267.0, 7.0, 602.0, 1
-1635.0, 253.0, -113.0, 3778.0, 3626.0, 466.0, -2844.0, 3216.0, 381.0, -76.0, 2264.0, 375.0, 494.0, -128.0, -496.0, -451.0, -2977.0, 3793.0, -2742.0, -175.0, 0
572.0, 1631.0, 1102.0, 208.0, -79.0, -1349.0, 1374.0, -1299.0, 833.0, 312.0, -1163.0, -552.0, 814.0, 68.0, 605.0, -45.0, 786.0, 1158.0, 96.0, 265.0, 1
178.0, 3196.0, 307.0, 49.0, 312.0, 861.0, 238.0, 1597.0, -1378.0, -1022.0, 395.0, 76.0, 2754.0, 558.0, 171.0, -307.0, 954.0, -1762.0, 188.0, 2507.0, 1
-3618.0, -443.0, -1328.0, -1455.0, 1087.0, 1714.0, 1674.0, 678.0, -932.0, -635.0, -946.0, -186.0, -228.0, 2378.0, 2116.0, 1859.0, 394.0, -102.0, 374.0, 3724.0, 0
1195.0, 1202.0, 1006.0, 1865.0, -1059.0, -97.0, -532.0, -25.0, 359.0, -418.0, 212.0, -904.0, 2161.0, 369.0, 703.0, -34.0, 469.0, 326.0, 425.0, 1103.0, 1
1089.0, 71.0, 356.0, -186.0, -187.0, 16.0, -158.0, 112.0, -46.0, 1583.0, -534.0, -101.0, -678.0, -244.0, 1413.0, -1931.0, 751.0, -514.0, 723.0, 2.0, 1
215.0, 6921.0, -1384.0, -277.0, -702.0, 4684.0, 3412.0, 889.0, -1962.0, -894.0, -2433.0, -585.0, -2388.0, 1484.0, 2389.0, 268.0, 1084.0, 3094.0, 498.0, 1332.0, 0
712.0, -384.0, -54.0, 1347.0, -2699.0, 1118.0, -3071.0, -1229.0, -1785.0, 335.0, 3282.0, 1838.0, 2053.0, -166.0, 14.0, 2086.0, 58.0, 666.0, 1369.0, -2935.0, 0
-681.0, 116.0, 1674.0, 1468.0, 704.0, 1635.0, -925.0, 1777.0, 128.0, 1115.0, -81.0, 57.0, -1223.0, 117.0, 191.0, 1281.0, -608.0, -328.0, 376.0, 672.0, 1
-1.0, 2217.0, -1283.0, 3801.0, -1577.0, 996.0, 1062.0, 1497.0, -223.0, 3167.0, 2884.0, -476.0, -293.0, -542.0, 1726.0, -847.0, -644.0, -4774.0, 19.0, -2578.0, 0
1749.0, 2029.0, 1104.0, 1919.0, 1115.0, 1237.0, 2311.0, 1078.0, 696.0, -2498.0, -318.0, 1071.0, -1787.0, -1433.0, 134.0, 2284.0, 366.0, 296.0, 14.0, -375.0, 1
167.0, -1024.0, 899.0, 592.0, 895.0, -184.0, 172.0, 1591.0, 216.0, -1654.0, 1198.0, 1679.0, 566.0, 136.0, -1482.0, 518.0, -52.0, 78.0, 278.0, 722.0, 1
1683.0, -1609.0, 2035.0, 213.0, 278.0, -1049.0, -2047.0, 1994.0, 2924.0, 273.0, -16.0, -1114.0, -2113.0, 2805.0, 866.0, -84.0, -622.0, 3372.0, -172.0, 1691.0, 0
69.0, 785.0, 1065.0, 85.0, -1918.0, -95.0, -484.0, 2143.0, -634.0, 125.0, 1119.0, -414.0, -835.0, -786.0, 145.0, 2192.0, 604.0, -31.0, 84.0, 874.0, 1
-982.0, 578.0, 1297.0, 179.0, -369.0, -7.0, -197.0, -492.0, 647.0, 706.0, -103.0, 255.0, 1222.0, 1818.0, 1154.0, 89.0, 55.0, 589.0, -84.0, 966.0, 1
-233.0, -444.0, -857.0, -55.0, 1647.0, -173.0, 818.0, 204.0, 1642.0, -1264.0, 2142.0, 1347.0, -359.0, 945.0, 992.0, -92.0, 878.0, 589.0, 161.0, 361.0, 1
1266.0, -258.0, -605.0, -924.0, -726.0, 141.0, 848.0, 742.0, -419.0, 1381.0, 1184.0, -63.0, -584.0, 529.0, -576.0, -631.0, 639.0, 845.0, 479.0, -97.0, 1
3913.0, -771.0, 1994.0, -822.0, -252.0, 2039.0, 14.0, 213.0, 587.0, 613.0, 2072.0, 1341.0, 2554.0, 142.0, -2148.0, 574.0, 1166.0, 16.0, 3586.0, 1032.0, 0
-1934.0, -714.0, -3236.0, 1925.0, 12.0, 2242.0, -547.0, 1393.0, -781.0, -1849.0, -2691.0, -1287.0, -119.0, 526.0, -833.0, -2235.0, -371.0, 1444.0, 3308.0, -1523.0, 0
3394.0, 677.0, 166.0, -2436.0, -246.0, 1747.0, -2122.0, 4583.0, 2764.0, -1123.0, -5822.0, 181.0, -736.0, 29.0, 142.0, 4574.0, -428.0, 1113.0, -5663.0, -1429.0, 0
578.0, -688.0, 1281.0, -213.0, -446.0, -25.0, 1994.0, -113.0, 1066.0, 1897.0, -342.0, 131.0, 25.0, 217.0, 412.0, -1643.0, 1581.0, 948.0, 1581.0, -899.0, 1
-777.0, 1707.0, -891.0, 2197.0, -1269.0, -221.0, -1585.0, 2067.0, -3326.0, -76.0, 642.0, 439.0, 2414.0, -1768.0, 188.0, -2046.0, 2295.0, -1212.0, -118.0, -4889.0, 0
1301.0, 518.0, 844.0, -861.0, 394.0, -93.0, 58.0, 1457.0, 2899.0, 638.0, 3688.0, 8.0, 1262.0, 634.0, 653.0, -53.0, 773.0, 554.0, 1665.0, -4.0, 1
1507.0, -2536.0, 2585.0, -438.0, 2852.0, -1854.0, -2658.0, -1517.0, -3721.0, 2989.0, -1629.0, 671.0, -1358.0, -197.0, 458.0, 1726.0, -357.0, 1398.0, 3.0, 1222.0, 0
1263.0, -339.0, -917.0, -1444.0, 1262.0, -855.0, 351.0, -13.0, 2972.0, -1562.0, -12.0, 3924.0, 2395.0, -196.0, -98.0, -293.0, -1011.0, -308.0, -39.0, -1294.0, 0
-1094.0, 198.0, -4791.0, -3311.0, -609.0, -131.0, 1849.0, -948.0, -1459.0, -268.0, 5127.0, 4844.0, -138.0, 109.0, -2021.0, 978.0, -228.0, -16.0, -732.0, -2942.0, 0
1355.0, 38.0, -1421.0, -1299.0, -267.0, -774.0, -1232.0, -1292.0, -189.0, 668.0, 2836.0, 908.0, 647.0, -382.0, 641.0, 212.0, 71.0, 569.0, -522.0, 2636.0, 1
-2951.0, 446.0, -889.0, 32.0, -1929.0, 604.0, -51.0, -5007.0, -2.0, -3977.0, -1668.0, -197.0, 612.0, 3513.0, -1525.0, -594.0, 1284.0, -742.0, -322.0, -201.0, 0
4384.0, -3317.0, 983.0, 1532.0, -1009.0, 1533.0, -3528.0, 975.0, -725.0, -296.0, 802.0, 1063.0, -784.0, -665.0, 847.0, -649.0, -328.0, 134.0, -1538.0, 2135.0, 0
551.0, 494.0, 569.0, -1368.0, 694.0, 79.0, 206.0, -607.0, -1164.0, 1229.0, 932.0, -476.0, 1389.0, 261.0, -62.0, 292.0, 64.0, -1323.0, 657.0, 113.0, 1
-88.0, 602.0, -816.0, 519.0, -2152.0, 2753.0, 397.0, 417.0, 2334.0, -27.0, 157.0, 1276.0, -23.0, 1542.0, 7.0, 1309.0, 209.0, -93.0, 621.0, 16.0, 1
2381.0, 61.0, -902.0, -394.0, -1464.0, -1052.0, -482.0, -1083.0, 391.0, 178.0, -1127.0, 2491.0, -3.0, 1118.0, 4.0, 977.0, 104.0, -856.0, -1097.0, 838.0, 1
-3583.0, -1252.0, 736.0, 2939.0, 2204.0, 1828.0, 5011.0, -2712.0, 4256.0, 77.0, -1705.0, 746.0, 688.0, 425.0, -2947.0, 1632.0, -3606.0, -833.0, -66.0, -2655.0, 0
1053.0, -95.0, 769.0, -698.0, 685.0, 966.0, 1335.0, 919.0, -363.0, 1135.0, -303.0, 1452.0, 406.0, 1744.0, -1039.0, 1856.0, 978.0, 157.0, 12.0, 16.0, 1
94.0, 187.0, 111.0, 106.0, 184.0, 2179.0, 1114.0, -266.0, 1328.0, 1316.0, 1605.0, -1302.0, 769.0, -562.0, 314.0, 897.0, 201.0, 677.0, -717.0, 993.0, 1
-95.0, 1112.0, 1842.0, 1011.0, 769.0, -564.0, 434.0, 69.0, 167.0, 396.0, 168.0, 976.0, -32.0, 644.0, -1975.0, 188.0, 689.0, -199.0, 1207.0, -282.0, 1
-331.0, -1261.0, 974.0, -839.0, 719.0, 1017.0, 445.0, -283.0, 1615.0, 57.0, 1413.0, -2443.0, -212.0, 1546.0, 2328.0, 34.0, 1171.0, 873.0, 235.0, 853.0, 1
-1212.0, -3033.0, 609.0, -3108.0, 2057.0, -311.0, 187.0, 4327.0, 446.0, -3142.0, -215.0, -1013.0, -1389.0, -2294.0, 156.0, 486.0, 13.0, 155.0, -2884.0, 4013.0, 0
33.0, 2046.0, 2631.0, -3562.0, 2052.0, -1199.0, -1098.0, -1122.0, 278.0, 1949.0, -2677.0, 505.0, -2901.0, -2497.0, 1931.0, 246.0, -439.0, 501.0, -3939.0, 1175.0, 0
-2302.0, -1772.0, -1238.0, -237.0, -4825.0, 315.0, -291.0, 1958.0, 34.0, -3031.0, 1065.0, 406.0, 2231.0, 45.0, 329.0, 2928.0, 1242.0, 2477.0, 2803.0, -1517.0, 0
2349.0, -22.0, 368.0, -148.0, 165.0, 1683.0, 1846.0, 427.0, -1902.0, -1137.0, -582.0, -699.0, -294.0, 1486.0, 639.0, 1752.0, -157.0, 1165.0, 424.0, 536.0, 1
-1722.0, -805.0, -2541.0, 1963.0, 954.0, -347.0, -2218.0, -4631.0, 92.0, -782.0, -49.0, -918.0, -2332.0, 716.0, -191.0, 1448.0, 915.0, 2086.0, -382.0, -1476.0, 0
2158.0, 1294.0, 107.0, -759.0, -442.0, 714.0, 1083.0, 1806.0, 2064.0, 1153.0, 78.0, 339.0, 1794.0, 152.0, 1095.0, 143.0, 928.0, 1945.0, 442.0, 1718.0, 1
776.0, -492.0, 94.0, -2079.0, -981.0, -285.0, 2059.0, 2271.0, 33.0, -4087.0, -758.0, 892.0, 309.0, -695.0, -2014.0, -49.0, -3283.0, -4841.0, -684.0, 1002.0, 0
343.0, 59.0, 152.0, 394.0, 1136.0, 415.0, 506.0, -745.0, 938.0, 656.0, 2442.0, 47.0, -1613.0, -721.0, 1879.0, 3047.0, 1006.0, -1105.0, 126.0, 63.0, 1
1188.0, -1448.0, 1416.0, 649.0, -209.0, -1539.0, -883.0, 18.0, -688.0, -1672.0, -4069.0, 2615.0, 2308.0, 169.0, -3018.0, -1563.0, 2988.0, -2167.0, 2157.0, -777.0, 0
1711.0, -2829.0, 314.0, 612.0, -1132.0, 3534.0, -352.0, 354.0, 2303.0, 247.0, -4178.0, -556.0, 1561.0, 987.0, 535.0, -1195.0, -672.0, 2247.0, -5342.0, -1189.0, 0
-987.0, -875.0, -1411.0, 711.0, 1628.0, 1601.0, -721.0, -23.0, 328.0, 648.0, 925.0, 154.0, 179.0, 359.0, 9.0, -836.0, -467.0, 231.0, 211.0, 475.0, 1
1483.0, -369.0, 713.0, -26.0, 1166.0, 1576.0, -1161.0, 2997.0, 933.0, -1896.0, 1175.0, 1999.0, 1737.0, 1456.0, 113.0, 2726.0, -831.0, 1891.0, 2067.0, 555.0, 1
189.0, 124.0, 1005.0, -475.0, 444.0, 757.0, 175.0, -488.0, -575.0, 1608.0, 1472.0, 1549.0, -155.0, -1723.0, 1027.0, -1129.0, 2771.0, -29.0, 625.0, 713.0, 1
2414.0, -808.0, -686.0, 205.0, 1343.0, -1606.0, 1474.0, -1192.0, -14.0, 1325.0, 2008.0, 592.0, -379.0, -788.0, 347.0, 1804.0, 521.0, -756.0, 795.0, -1264.0, 1
1257.0, 73.0, 533.0, -131.0, 74.0, 1544.0, 503.0, 1481.0, -236.0, -469.0, 1292.0, -26.0, 1753.0, 2528.0, 1878.0, 147.0, 488.0, -245.0, 126.0, 345.0, 1
1105.0, -169.0, -967.0, -1171.0, -196.0, 271.0, 1055.0, 1133.0, 475.0, 1636.0, 1251.0, -306.0, 608.0, 413.0, 574.0, -326.0, 276.0, 676.0, -954.0, 12.0, 1
1993.0, 665.0, 2218.0, -1027.0, -669.0, -522.0, 458.0, 1017.0, 2354.0, -406.0, 1245.0, 436.0, 1711.0, 814.0, 1784.0, 973.0, 139.0, 1106.0, -88.0, 742.0, 1
