@relation ring
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
5.0, 436.0, 202.0, 1822.0, -387.0, 1804.0, 643.0, 28.0, 11.0, 1334.0, 955.0, -952.0, -482.0, 892.0, 378.0, 1605.0, 188.0, -274.0, -9.0, 1634.0, 1
4154.0, -165.0, -145.0, 547.0, 1749.0, 92.0, -3101.0, -118.0, -2122.0, -1384.0, -3092.0, 25.0, -812.0, 2133.0, 3108.0, 3546.0, 1033.0, 1208.0, -1032.0, 2.0, 0
91.0, 1279.0, -1829.0, -716.0, 5993.0, 1582.0, -47.0, 2312.0, 2495.0, -402.0, 1714.0, -2828.0, -283.0, -3926.0, 2157.0, -1567.0, -653.0, -3562.0, 1521.0, -2672.0, 0
-983.0, 521.0, 309.0, 1285.0, 432.0, -742.0, -1456.0, 1935.0, 1148.0, -8.0, 195.0, 308.0, 26.0, 1038.0, 1756.0, -196.0, 49.0, 808.0, 674.0, -33.0, 1
-958.0, 284.0, -1536.0, -289.0, 1948.0, -1609.0, 1368.0, -668.0, -134.0, 5.0, -633.0, 1533.0, -185.0, 1814.0, -633.0, 251.0, -352.0, 637.0, 133.0, 9.0, 1
1484.0, -12.0, -3614.0, -2102.0, -3626.0, 2175.0, -1926.0, 415.0, -549.0, -1549.0, -2804.0, 1842.0, 3112.0, 319.0, -3579.0, 3636.0, -562.0, 2854.0, -16.0, 238.0, 0
556.0, -104.0, -364.0, -1305.0, -19.0, -539.0, 1334.0, 817.0, -682.0, -1799.0, -201.0, 62.0, 1716.0, 384.0, -481.0, -2029.0, -585.0, -1017.0, 283.0, 1198.0, 1
738.0, 1972.0, -62.0, 1739.0, 812.0, 1238.0, 528.0, 553.0, -1599.0, 633.0, 2008.0, 763.0, 305.0, 1082.0, -313.0, -48.0, 1961.0, 1922.0, 1113.0, 15.0, 1
219.0, 1081.0, 1965.0, 863.0, -962.0, 254.0, 841.0, 929.0, 2081.0, 261.0, 466.0, -17.0, 751.0, -1057.0, -711.0, -576.0, -1014.0, -16.0, 1481.0, 954.0, 1
-274.0, 1468.0, 747.0, 83.0, 877.0, -286.0, 2744.0, -117.0, -363.0, 106.0, -971.0, -146.0, 45.0, -65.0, -41.0, -607.0, 2121.0, 1831.0, 182.0, 655.0, 1
785.0, -265.0, -695.0, 1122.0, 2609.0, 1183.0, -426.0, 609.0, 806.0, 138.0, 1896.0, 1073.0, 1221.0, 37.0, -1301.0, 827.0, 1559.0, 363.0, 1202.0, 72.0, 1
-3759.0, -5792.0, 1666.0, 962.0, -4782.0, 869.0, 2243.0, -359.0, -3443.0, 238.0, 2821.0, -3681.0, -325.0, -1029.0, -444.0, -304.0, -7.0, 992.0, -1317.0, 132.0, 0
4438.0, -2145.0, 2432.0, 482.0, -268.0, -1482.0, 1494.0, 236.0, -942.0, -548.0, 1472.0, 604.0, 629.0, 1445.0, 2125.0, -567.0, -78.0, 1248.0, 1224.0, -81.0, 0
45.0, -36.0, -5162.0, 1371.0, 3264.0, -3573.0, 2783.0, -5175.0, -4592.0, 17.0, -2437.0, 3255.0, -3065.0, 1867.0, 2014.0, 1263.0, 194.0, -1685.0, -392.0, 384.0, 0
-1027.0, 22.0, 945.0, 805.0, -641.0, -1253.0, -558.0, 1097.0, 399.0, 1512.0, -112.0, 749.0, 179.0, 1726.0, 169.0, -518.0, -509.0, 974.0, 124.0, 648.0, 1
-573.0, 77.0, -26.0, -1614.0, 1648.0, -317.0, 166.0, 1174.0, 4.0, -1259.0, -1574.0, 1385.0, 67.0, 2886.0, 71.0, 1021.0, -84.0, -349.0, 47.0, 1746.0, 1
-242.0, -1045.0, -106.0, 912.0, 2348.0, 422.0, 1599.0, 1247.0, 1293.0, 2109.0, -529.0, 288.0, 2616.0, 1684.0, 1914.0, 282.0, 1037.0, -477.0, 519.0, 1498.0, 1
804.0, -389.0, 79.0, -1105.0, 587.0, 112.0, 759.0, 1841.0, -61.0, 914.0, 912.0, -9.0, -33.0, 715.0, 596.0, 684.0, 808.0, 254.0, -995.0, -927.0, 1
-941.0, 938.0, 4273.0, 78.0, 107.0, -361.0, -3107.0, 675.0, 559.0, -168.0, -1201.0, 1622.0, -609.0, -152.0, -1777.0, 2528.0, -803.0, -3297.0, -453.0, -1553.0, 0
72.0, -825.0, 2303.0, 404.0, 642.0, -287.0, 1631.0, 1592.0, -2159.0, -492.0, 224.0, -1839.0, 311.0, -34.0, 57.0, 192.0, 1487.0, 768.0, -1717.0, -1333.0, 0
-1119.0, -2161.0, 291.0, -1818.0, -387.0, -508.0, -2489.0, -428.0, 1224.0, -1.0, -356.0, -77.0, -517.0, 1512.0, -3253.0, 4112.0, -1288.0, -91.0, 3456.0, -504.0, 0
43.0, 1084.0, -2026.0, -43.0, -1548.0, 926.0, 1492.0, -58.0, -6226.0, 231.0, -518.0, -2105.0, 1751.0, -238.0, -1318.0, 492.0, -2794.0, 389.0, -1634.0, -123.0, 0
-983.0, -1088.0, -11.0, -2232.0, 1224.0, -3.0, 991.0, 1234.0, 1077.0, -1395.0, -267.0, 1307.0, -1195.0, -1972.0, -649.0, 39.0, 1277.0, 264.0, 1996.0, -619.0, 0
-1244.0, -679.0, 499.0, 48.0, -2747.0, -1316.0, 566.0, 1748.0, 1215.0, 1765.0, 119.0, 2091.0, -291.0, 708.0, -1718.0, -2809.0, 98.0, 11.0, 1301.0, 196.0, 0
-923.0, 2032.0, 1729.0, 1201.0, 101.0, 579.0, -584.0, -1557.0, 68.0, 22.0, 679.0, 859.0, -5.0, 696.0, -675.0, -217.0, -1242.0, 2498.0, 522.0, -1117.0, 1
139.0, -178.0, 5.0, 806.0, -278.0, 755.0, 2273.0, 1715.0, -144.0, -858.0, 42.0, 979.0, 2024.0, 1197.0, -879.0, -1044.0, -996.0, 1799.0, 1073.0, 4.0, 1
835.0, -43.0, 1321.0, 1117.0, -258.0, 1568.0, -16.0, 47.0, 763.0, 653.0, 517.0, 189.0, 352.0, 192.0, 52.0, 685.0, -351.0, 1726.0, 1212.0, 501.0, 1
64.0, 1182.0, -175.0, -3137.0, -59.0, -567.0, -504.0, 294.0, 354.0, 2166.0, 695.0, -1086.0, 1728.0, 703.0, -109.0, 148.0, 136.0, -1085.0, -171.0, -2835.0, 0
35.0, 2738.0, 926.0, 136.0, 3386.0, -1784.0, 128.0, 1504.0, 2338.0, 2036.0, -172.0, -5889.0, -2339.0, 255.0, 2365.0, -153.0, 18.0, 2278.0, 1471.0, 666.0, 0
3412.0, 1181.0, -4035.0, 2828.0, 1469.0, -1583.0, -2598.0, -91.0, 1372.0, -1624.0, -1387.0, 1189.0, -954.0, 3136.0, 1751.0, -1903.0, -2014.0, 3253.0, -1308.0, -3126.0, 0
2931.0, -945.0, 392.0, 738.0, -2459.0, 2751.0, 98.0, 1641.0, -4034.0, 4708.0, -1258.0, -1023.0, 1015.0, -1256.0, 934.0, -584.0, 1122.0, 1329.0, -3194.0, 118.0, 0
551.0, 1731.0, 217.0, 29.0, -121.0, 1881.0, 674.0, -453.0, -65.0, 2214.0, -11.0, 2646.0, 4053.0, -21.0, -1239.0, -1368.0, 1689.0, 1258.0, -1185.0, -356.0, 0
155.0, 1478.0, 52.0, -7.0, 799.0, 2227.0, 874.0, 149.0, 1245.0, 107.0, 78.0, 1666.0, 752.0, 1595.0, -463.0, 466.0, -1168.0, 34.0, 633.0, -1.0, 1
-481.0, 1073.0, -316.0, -236.0, 1173.0, -55.0, -1899.0, 782.0, 1083.0, 1007.0, -33.0, 214.0, 1832.0, 1816.0, 689.0, 851.0, 1914.0, -353.0, -993.0, 2304.0, 1
2199.0, -95.0, -3441.0, 2916.0, 1707.0, 1483.0, -898.0, 2124.0, -409.0, -232.0, 2322.0, -455.0, -1634.0, -1052.0, -1566.0, -4264.0, -124.0, -386.0, 161.0, -3491.0, 0
-2572.0, 4198.0, -995.0, 1404.0, -2048.0, 1842.0, -221.0, -1402.0, -1373.0, 171.0, 16.0, 1803.0, -614.0, -2319.0, -1258.0, -2921.0, -949.0, -144.0, -1613.0, -2297.0, 0
39.0, 14.0, -111.0, 711.0, 3251.0, 1441.0, 136.0, 698.0, 1543.0, 84.0, 383.0, 102.0, 2176.0, -1289.0, 12.0, 52.0, 416.0, -1278.0, 1131.0, 712.0, 1
-559.0, 1246.0, -2724.0, -4604.0, -1142.0, -14.0, -1127.0, 2278.0, -29.0, 2347.0, -2032.0, -832.0, 888.0, 3295.0, -1806.0, -232.0, -1438.0, -68.0, -216.0, 3437.0, 0
-1044.0, 2442.0, 1012.0, 932.0, 1259.0, -716.0, 77.0, 1182.0, -511.0, 534.0, 958.0, -207.0, 1292.0, -1182.0, -529.0, 847.0, -302.0, 158.0, -95.0, 2153.0, 1
-1309.0, -724.0, 884.0, 622.0, -495.0, 1901.0, -1611.0, 586.0, 3388.0, -1438.0, 1918.0, -2763.0, -262.0, -1571.0, -3791.0, -1008.0, 4301.0, 1213.0, 622.0, -3476.0, 0
234.0, 814.0, -14.0, 1032.0, -261.0, 1069.0, 1047.0, 349.0, 441.0, 102.0, 213.0, 811.0, -1393.0, 2013.0, 28.0, 1108.0, -1067.0, 62.0, -1348.0, 225.0, 1
879.0, 391.0, 1356.0, 1245.0, 536.0, 1511.0, 553.0, 1867.0, -45.0, 963.0, -1286.0, 1668.0, 67.0, -162.0, 1481.0, -1512.0, 1458.0, 78.0, -1082.0, 983.0, 1
3478.0, 1535.0, -1702.0, -1002.0, -576.0, -547.0, 71.0, 2913.0, 155.0, -1096.0, 233.0, -18.0, 1259.0, 916.0, 1638.0, 1164.0, -78.0, -3552.0, 337.0, 1244.0, 0
1106.0, 2035.0, -1317.0, 803.0, -35.0, 258.0, 822.0, 1804.0, 832.0, 1387.0, -327.0, 1645.0, 71.0, -265.0, 683.0, 726.0, -688.0, 469.0, 318.0, 15.0, 1
2487.0, -2626.0, 1556.0, 42.0, -3247.0, 412.0, 942.0, -634.0, -613.0, -2613.0, 291.0, -1199.0, 762.0, 1183.0, 528.0, -334.0, -2197.0, -349.0, -255.0, 2829.0, 0
-219.0, 2048.0, -1574.0, -2693.0, 741.0, 823.0, 231.0, 1226.0, 1348.0, 604.0, -2274.0, -252.0, 146.0, -61.0, -179.0, -1104.0, 11.0, -264.0, 2658.0, 1708.0, 0
-704.0, -2005.0, 2073.0, 96.0, 74.0, -3357.0, 27.0, -2445.0, -1285.0, 2308.0, -4611.0, 556.0, 228.0, 1327.0, 2869.0, -1964.0, -1553.0, -151.0, -258.0, 2162.0, 0
-859.0, 321.0, 1406.0, 734.0, 1106.0, -97.0, -1108.0, 503.0, 1382.0, 2018.0, 967.0, -73.0, -887.0, 101.0, 2047.0, -1497.0, 38.0, 1145.0, 1441.0, -128.0, 1
-122.0, 2562.0, -184.0, 761.0, 136.0, 361.0, 1017.0, -11.0, 1189.0, 121.0, 2158.0, -1219.0, -1026.0, 854.0, -1047.0, 24.0, 818.0, 917.0, 204.0, 601.0, 1
3293.0, -3788.0, -1472.0, -3361.0, 555.0, 3757.0, -4155.0, 1001.0, 4143.0, 1202.0, -2447.0, 2218.0, 1984.0, 305.0, 202.0, 1707.0, 2129.0, -1033.0, -2828.0, 1302.0, 0
207.0, -1619.0, -668.0, 3.0, -3051.0, 775.0, 742.0, -1207.0, 1102.0, -3193.0, -3117.0, 501.0, -454.0, 957.0, -1364.0, 121.0, 779.0, -134.0, 2666.0, 489.0, 0
-143.0, 1622.0, -1333.0, 1897.0, -4637.0, 3578.0, 521.0, 2312.0, -149.0, -448.0, 3353.0, 1932.0, -3813.0, 8.0, 4861.0, -1196.0, 3195.0, -821.0, -515.0, -13.0, 0
407.0, 1435.0, 1311.0, 884.0, 58.0, 133.0, 646.0, 1756.0, 397.0, 1119.0, -18.0, 482.0, 1268.0, 147.0, 2523.0, -1194.0, -402.0, -1254.0, 607.0, 642.0, 1
41.0, 1485.0, 1319.0, 2426.0, -1264.0, -486.0, 544.0, -607.0, -526.0, 1416.0, -458.0, -233.0, 924.0, -986.0, 1587.0, 334.0, -68.0, -881.0, 366.0, 1376.0, 1
-221.0, -1331.0, 334.0, 1996.0, -543.0, 1004.0, -541.0, 1798.0, 1265.0, 1423.0, 752.0, -1341.0, 1034.0, 1361.0, 451.0, -22.0, 753.0, 426.0, 161.0, -79.0, 1
543.0, -2047.0, 3044.0, -3703.0, 1277.0, 2326.0, -3335.0, 2008.0, -8.0, -12.0, -2468.0, 3729.0, 2985.0, -2876.0, -1514.0, 477.0, -936.0, 697.0, -59.0, -413.0, 0
-858.0, -638.0, 37.0, 22.0, -3255.0, 1022.0, 997.0, 665.0, -1545.0, 1568.0, 42.0, -77.0, 244.0, -154.0, -2576.0, -2162.0, 686.0, -652.0, -604.0, 2007.0, 0
-738.0, -3691.0, -4344.0, 4.0, 206.0, -1182.0, -889.0, 21.0, -117.0, -746.0, 1722.0, 899.0, 1904.0, -1345.0, 2107.0, -1091.0, -6187.0, 1689.0, -2584.0, -586.0, 0
-237.0, 2978.0, -804.0, 61.0, -903.0, -1232.0, -374.0, -1581.0, -4601.0, 4736.0, -2457.0, 619.0, -2021.0, 4915.0, 363.0, -301.0, -348.0, -2464.0, 13.0, 165.0, 0
-363.0, 874.0, 858.0, -391.0, 253.0, -27.0, 7.0, 2476.0, 3537.0, -125.0, 1738.0, -1881.0, 1046.0, 946.0, 1929.0, 96.0, -248.0, 672.0, 15.0, 689.0, 1
-2898.0, -2331.0, -1032.0, -39.0, -77.0, -274.0, -913.0, -1171.0, -373.0, 2247.0, -1614.0, 1688.0, -354.0, -19.0, 2334.0, -93.0, 1266.0, 243.0, -2046.0, 822.0, 0
-582.0, 374.0, 833.0, 1562.0, 108.0, 1564.0, -953.0, 462.0, 2279.0, -1221.0, 1205.0, 728.0, 66.0, 467.0, -31.0, 916.0, 131.0, 926.0, -386.0, 456.0, 1
37.0, 3565.0, -1237.0, -205.0, 1225.0, -194.0, -233.0, -2619.0, -387.0, 1868.0, -1609.0, 527.0, -988.0, 398.0, 594.0, -1808.0, -1131.0, 1414.0, -216.0, 2603.0, 0
-883.0, -96.0, -1182.0, -4143.0, 396.0, -206.0, -7.0, -2147.0, -2596.0, -2722.0, -2554.0, -249.0, 2283.0, 4325.0, -3675.0, 89.0, 103.0, 192.0, -53.0, -1745.0, 0
99.0, -215.0, 2419.0, 961.0, 518.0, -3075.0, 898.0, -2885.0, -1075.0, -2874.0, 2373.0, -2378.0, -78.0, -119.0, 2831.0, -1629.0, -288.0, -156.0, 1596.0, 1846.0, 0
1714.0, 558.0, 1074.0, 662.0, 1156.0, 1402.0, -845.0, 433.0, 1603.0, 378.0, 1132.0, -858.0, 422.0, 32.0, 59.0, 1454.0, 1404.0, -124.0, 1714.0, 636.0, 1
-2287.0, -86.0, -1827.0, -4447.0, -3971.0, -376.0, -586.0, 1328.0, 579.0, -1633.0, -204.0, -154.0, -271.0, 3.0, 962.0, -2077.0, 3314.0, 113.0, -2783.0, -3456.0, 0
-1197.0, -4173.0, 2023.0, 254.0, 1122.0, 1239.0, -1145.0, 961.0, 345.0, 1213.0, -4122.0, 261.0, 1704.0, 684.0, 803.0, 587.0, 1035.0, -1912.0, 201.0, -556.0, 0
-548.0, -693.0, 249.0, -323.0, 386.0, 2029.0, 211.0, 528.0, -452.0, -795.0, 908.0, -516.0, 382.0, 1448.0, 373.0, -1342.0, -798.0, -338.0, -725.0, 1314.0, 1
-4814.0, -1045.0, 674.0, 1852.0, 4066.0, -1794.0, -531.0, -121.0, 772.0, 2381.0, 1565.0, -2012.0, 1843.0, 1574.0, -442.0, 1844.0, -2979.0, 1967.0, 1542.0, 1948.0, 0
-1331.0, -5354.0, -1514.0, -622.0, -969.0, -3698.0, 871.0, 4066.0, 2256.0, -208.0, 1903.0, 178.0, 2742.0, 19.0, 306.0, 2803.0, -1516.0, -1456.0, -301.0, 418.0, 0
-892.0, 216.0, -1466.0, -1402.0, -5195.0, -3204.0, 909.0, 63.0, 2536.0, -212.0, -36.0, 55.0, 1664.0, -1661.0, -1752.0, 1128.0, 2136.0, 3145.0, 2795.0, 562.0, 0
-51.0, 344.0, 1265.0, -233.0, 29.0, 589.0, 124.0, 944.0, 393.0, -535.0, 893.0, 124.0, 1009.0, 933.0, 827.0, 898.0, 2043.0, -18.0, -396.0, 586.0, 1
-2637.0, 4367.0, -994.0, 2245.0, -37.0, 541.0, 1374.0, 2091.0, 1816.0, 3275.0, 929.0, -3569.0, -2748.0, 51.0, 1026.0, 2405.0, 682.0, -1096.0, -494.0, -1782.0, 0
1904.0, 1148.0, -932.0, 2076.0, -38.0, 316.0, 1494.0, -979.0, 16.0, -586.0, -839.0, -1263.0, 1062.0, 448.0, -208.0, 1121.0, 518.0, -514.0, -1548.0, -46.0, 1
-4605.0, -978.0, -599.0, -22.0, -2606.0, -2955.0, -67.0, 665.0, 351.0, 25.0, -3073.0, -2005.0, -4968.0, -1031.0, 602.0, 1222.0, 3732.0, 3237.0, -3698.0, 649.0, 0
102.0, 642.0, -5011.0, -668.0, 234.0, -426.0, -475.0, 1124.0, 131.0, 3998.0, 2087.0, -3559.0, -1218.0, 299.0, -162.0, -3823.0, -2018.0, -2529.0, 1755.0, -3069.0, 0
-228.0, -1018.0, -972.0, -496.0, -1284.0, 3197.0, 46.0, -218.0, -1312.0, -735.0, -1213.0, -186.0, 2896.0, -2673.0, -652.0, 2183.0, 453.0, 1592.0, 117.0, 2072.0, 0
568.0, 1001.0, -1626.0, -555.0, -2069.0, -1616.0, -134.0, 281.0, -238.0, -567.0, 2485.0, -41.0, -2994.0, -1815.0, 3022.0, -2271.0, 1164.0, -5141.0, -2215.0, 132.0, 0
-1959.0, 637.0, 1052.0, 787.0, -652.0, 614.0, -22.0, -26.0, 553.0, 2334.0, -1843.0, 637.0, 432.0, -526.0, -14.0, 1833.0, 2384.0, -1358.0, -635.0, 1221.0, 1
-229.0, -254.0, -463.0, 892.0, 2943.0, 1233.0, 918.0, 1394.0, 338.0, 526.0, -918.0, 236.0, 193.0, 85.0, 2103.0, 44.0, -745.0, 653.0, 567.0, 1711.0, 1
1267.0, 797.0, 667.0, 128.0, 36.0, 1231.0, -1561.0, 1008.0, 2347.0, -1264.0, 1859.0, 1989.0, -68.0, 126.0, 2985.0, -76.0, 673.0, 641.0, 48.0, 476.0, 1
2229.0, -2516.0, -503.0, -365.0, -1747.0, 1305.0, 2746.0, -73.0, 3204.0, -1032.0, -1642.0, -1465.0, -3905.0, 616.0, 1424.0, -1294.0, -323.0, -209.0, 2429.0, -4051.0, 0
-1597.0, -249.0, 1555.0, -787.0, 1426.0, -1382.0, -2592.0, 265.0, -1831.0, -631.0, -356.0, -1349.0, -2911.0, -2379.0, -2768.0, -86.0, 784.0, -1962.0, 2082.0, -264.0, 0
774.0, -514.0, -1477.0, 82.0, 1068.0, 154.0, -227.0, 1352.0, -355.0, 2109.0, 1684.0, -1528.0, 727.0, 1715.0, 1342.0, 888.0, 22.0, 1026.0, 1246.0, 21.0, 1
978.0, -783.0, 122.0, 116.0, 41.0, 91.0, 386.0, 644.0, 995.0, 526.0, 163.0, 2911.0, -1111.0, 871.0, 589.0, 54.0, 7.0, 335.0, 8.0, 271.0, 1
2114.0, 338.0, 1066.0, 158.0, 151.0, 381.0, -1214.0, 528.0, 253.0, -252.0, 1528.0, 974.0, 887.0, 956.0, 123.0, -1075.0, 72.0, 1122.0, -64.0, 314.0, 1
-2992.0, -1481.0, 2612.0, 863.0, -51.0, 24.0, -1558.0, -835.0, 1.0, 2563.0, -1484.0, -1099.0, -723.0, -835.0, 299.0, 6465.0, 151.0, 1307.0, 277.0, -2188.0, 0
761.0, -41.0, 2015.0, 1378.0, 557.0, 47.0, 1522.0, 703.0, -94.0, 1157.0, 1584.0, 1122.0, 492.0, 282.0, 333.0, 2514.0, 1455.0, 758.0, 479.0, 364.0, 1
1504.0, 144.0, 866.0, -3.0, 679.0, -182.0, -4.0, -9.0, 1532.0, 1302.0, 2189.0, -359.0, -384.0, -202.0, 993.0, 1133.0, -775.0, 784.0, -844.0, -886.0, 1
1836.0, 1333.0, -506.0, 1624.0, 403.0, 208.0, 1132.0, 228.0, 144.0, 623.0, 589.0, 2179.0, 1112.0, 147.0, 727.0, 1174.0, 1961.0, -744.0, 2354.0, 666.0, 1
-163.0, -1329.0, 129.0, 1268.0, 278.0, -1094.0, 1036.0, 2653.0, -2055.0, 943.0, 1126.0, -38.0, 1302.0, 287.0, 523.0, -129.0, -84.0, 2062.0, 758.0, -106.0, 1
-55.0, -336.0, 1601.0, 965.0, 209.0, 352.0, -252.0, 3049.0, -193.0, 744.0, 689.0, -499.0, 2342.0, 853.0, 701.0, 258.0, 946.0, 1523.0, -191.0, 587.0, 1
-934.0, -902.0, -686.0, 135.0, -292.0, 514.0, 1059.0, 193.0, 25.0, 74.0, 35.0, -838.0, 9.0, -538.0, 345.0, 1677.0, 459.0, 226.0, -123.0, 1136.0, 1
-497.0, 89.0, -751.0, 212.0, 1135.0, -1178.0, -1333.0, 2157.0, 3025.0, -1521.0, 2813.0, 2796.0, 3816.0, 1818.0, -1658.0, 5286.0, -1193.0, -3152.0, 1111.0, 254.0, 0
-2245.0, 127.0, 1281.0, 705.0, -2765.0, 894.0, 571.0, -902.0, -204.0, 2736.0, 2453.0, 2324.0, 2744.0, 3771.0, 1754.0, -3547.0, 543.0, 3748.0, -1285.0, -2544.0, 0
742.0, 1098.0, -445.0, -1111.0, -1356.0, 1567.0, 111.0, 899.0, -415.0, 1537.0, 143.0, 287.0, -74.0, 1045.0, 1346.0, 632.0, -1017.0, 174.0, 1777.0, 214.0, 1
229.0, 2215.0, 3768.0, 2426.0, 305.0, -167.0, 133.0, -3953.0, 1878.0, 615.0, -673.0, -207.0, 51.0, 366.0, -3797.0, 1591.0, 636.0, 675.0, 632.0, 466.0, 0
2408.0, -2824.0, 2052.0, 1616.0, -2306.0, 1128.0, -646.0, -3776.0, -1878.0, -978.0, -817.0, -4001.0, -2306.0, -2612.0, -1447.0, 72.0, -3546.0, 3563.0, -3132.0, 869.0, 0
1034.0, 553.0, -1409.0, 864.0, 1387.0, 769.0, 1517.0, 1395.0, 1322.0, 301.0, -2029.0, 1087.0, 332.0, -1197.0, -242.0, 933.0, 1173.0, 884.0, 397.0, 213.0, 1
532.0, 1234.0, -1363.0, -2276.0, 2527.0, 166.0, -3082.0, 1414.0, 2021.0, -306.0, 1288.0, -1374.0, 2081.0, -871.0, -1976.0, 12.0, -1616.0, 2946.0, 173.0, 232.0, 0
