@relation ring
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
1185.0, -2364.0, -937.0, -1229.0, 3316.0, 674.0, -994.0, 33.0, 2123.0, 1346.0, -201.0, -1312.0, 2085.0, -3186.0, 858.0, -203.0, 1583.0, 2366.0, -993.0, 969.0, 0
635.0, 1768.0, 894.0, 497.0, 223.0, 1067.0, -619.0, 4.0, 652.0, -521.0, 1297.0, 1062.0, -418.0, -1335.0, 1142.0, 644.0, 2481.0, 125.0, -496.0, 1981.0, 1
1274.0, 1776.0, -1859.0, -279.0, 971.0, 1537.0, 2196.0, 424.0, 787.0, 2242.0, 1677.0, 2261.0, 1127.0, -1728.0, -562.0, 839.0, 2071.0, 498.0, 231.0, 1777.0, 1
-3211.0, -181.0, -41.0, -1654.0, -563.0, -3053.0, 36.0, 2626.0, -471.0, 67.0, 588.0, 56.0, 59.0, -1338.0, 1286.0, 3502.0, 754.0, -1033.0, -205.0, -1158.0, 0
-965.0, 36.0, -354.0, 466.0, -358.0, -166.0, -931.0, 245.0, 172.0, 1076.0, 734.0, 939.0, -153.0, 138.0, 1081.0, 685.0, 554.0, 1533.0, 1685.0, -993.0, 1
-2365.0, 1816.0, 4795.0, -1963.0, -671.0, 102.0, 2301.0, -3447.0, 1263.0, -2274.0, -694.0, -3271.0, 2441.0, -247.0, -3499.0, 2217.0, 1802.0, 475.0, -65.0, 3928.0, 0
764.0, 15.0, -1532.0, 359.0, -1987.0, -8.0, 1171.0, -1239.0, 194.0, 2751.0, -424.0, -1218.0, -2394.0, 1088.0, 2635.0, 2874.0, -762.0, -952.0, -218.0, 3304.0, 0
-47.0, 35.0, 444.0, 146.0, 843.0, 453.0, -24.0, 163.0, 292.0, 959.0, 7.0, 33.0, -19.0, 1452.0, 2307.0, 323.0, 411.0, 9.0, -1.0, 597.0, 1
282.0, 1449.0, -2183.0, 44.0, 128.0, 1199.0, -17.0, 1113.0, -1278.0, 752.0, 289.0, -2527.0, -1026.0, 1665.0, -2458.0, -292.0, 2877.0, 1731.0, -871.0, -2376.0, 0
-1622.0, -739.0, 285.0, -1009.0, 1861.0, -2614.0, -753.0, -2787.0, 988.0, 1446.0, 1814.0, -12.0, -1976.0, -485.0, 225.0, 1385.0, -1584.0, -1869.0, 114.0, -18.0, 0
-687.0, -537.0, 1328.0, -431.0, -1881.0, 1627.0, 88.0, 1405.0, -421.0, 62.0, 804.0, 1101.0, -91.0, 1111.0, -158.0, -509.0, 2627.0, 711.0, 276.0, 54.0, 1
153.0, 563.0, 1111.0, -283.0, 834.0, 2085.0, 304.0, -156.0, 17.0, 1074.0, 83.0, -1011.0, 606.0, 1243.0, 994.0, 132.0, 937.0, 1203.0, 2044.0, 1392.0, 1
286.0, 1764.0, -176.0, 3007.0, -2031.0, -1764.0, -1095.0, 825.0, -754.0, 42.0, 834.0, -848.0, -2603.0, 463.0, 3008.0, -1285.0, -373.0, 1299.0, 1015.0, -1214.0, 0
-152.0, 587.0, 313.0, 1928.0, 1414.0, 1483.0, 331.0, 2038.0, -1838.0, -67.0, 1346.0, 1463.0, 559.0, 143.0, 504.0, -63.0, 986.0, 575.0, 5.0, -198.0, 1
1518.0, 89.0, 44.0, -1188.0, 1492.0, 395.0, -788.0, 1085.0, 1521.0, 717.0, -231.0, 2155.0, 11.0, 325.0, 75.0, -25.0, 259.0, 3.0, -2002.0, 251.0, 1
-568.0, 1051.0, 1504.0, 2977.0, -3024.0, 371.0, 63.0, -547.0, 4217.0, 4662.0, 915.0, -358.0, 2507.0, -1968.0, -1523.0, 2209.0, -1449.0, -233.0, -603.0, 1506.0, 0
979.0, 1855.0, 196.0, 482.0, -183.0, 2077.0, 666.0, -159.0, 1654.0, 2315.0, -1352.0, 736.0, 761.0, 762.0, 308.0, -856.0, 758.0, 672.0, -15.0, -516.0, 1
2088.0, 98.0, 2083.0, 294.0, 854.0, 2774.0, 811.0, -4182.0, 308.0, -237.0, -2576.0, -3113.0, 3023.0, 2928.0, -685.0, -924.0, -1354.0, 1917.0, -1878.0, 2899.0, 0
922.0, 799.0, 1931.0, -1862.0, -1244.0, -353.0, -244.0, 85.0, -2357.0, -26.0, 4359.0, -2837.0, 2318.0, -816.0, 9.0, -281.0, -2397.0, -1962.0, 4156.0, -525.0, 0
67.0, 1134.0, 1301.0, 556.0, 1848.0, 1125.0, -152.0, -762.0, -604.0, -14.0, 1076.0, 979.0, -106.0, -394.0, 1166.0, 1425.0, 4.0, 193.0, -107.0, -352.0, 1
-2272.0, 2121.0, -66.0, -1004.0, -105.0, -55.0, 872.0, -613.0, 43.0, 1646.0, 288.0, 1179.0, 205.0, -1297.0, 62.0, -849.0, -15.0, 712.0, -275.0, 999.0, 1
217.0, 377.0, -849.0, -75.0, -937.0, -3079.0, 1964.0, -1101.0, -474.0, -229.0, 577.0, 252.0, -57.0, 1363.0, -376.0, -7121.0, 1878.0, 204.0, -361.0, 852.0, 0
-261.0, -937.0, 1161.0, -276.0, 1272.0, 2366.0, 1546.0, 264.0, 1114.0, -2.0, 316.0, 358.0, -427.0, 1383.0, 1085.0, 1783.0, -1645.0, 104.0, -411.0, -605.0, 1
-915.0, -1345.0, 475.0, -127.0, 1926.0, 289.0, 1872.0, -665.0, -3375.0, -1566.0, 746.0, -3132.0, -268.0, -3006.0, 8.0, 2419.0, 2266.0, -693.0, 1013.0, 481.0, 0
1804.0, 1554.0, -1468.0, -1885.0, 494.0, -2132.0, 1236.0, -204.0, 2021.0, 637.0, 1727.0, -1583.0, 2378.0, -1322.0, 1564.0, 1923.0, -1559.0, -137.0, -4012.0, -3.0, 0
146.0, -52.0, -34.0, -662.0, -475.0, 894.0, -991.0, -707.0, 1196.0, 1623.0, 1876.0, 1664.0, 1162.0, 297.0, 1669.0, 1502.0, 1241.0, 1144.0, 583.0, 38.0, 1
5412.0, -293.0, 1839.0, -862.0, 2296.0, 2843.0, -18.0, 1872.0, 1001.0, 1378.0, 2902.0, 705.0, -2.0, -313.0, -208.0, -244.0, -2022.0, 373.0, -1102.0, -762.0, 0
375.0, 1319.0, 1104.0, 818.0, 1001.0, 2234.0, -1224.0, -22.0, 141.0, -65.0, 699.0, 536.0, 1764.0, 144.0, -636.0, 468.0, 39.0, 397.0, 1287.0, 1296.0, 1
2177.0, 135.0, 89.0, -105.0, -33.0, 12.0, 473.0, 812.0, -1302.0, 1221.0, 2748.0, 381.0, 686.0, 103.0, -182.0, -866.0, 322.0, 1629.0, -1143.0, 1183.0, 1
1435.0, 89.0, -9.0, -127.0, -1251.0, -813.0, -5368.0, -2157.0, -692.0, -2064.0, 1877.0, 807.0, -3739.0, 3042.0, 1033.0, -258.0, -1097.0, -944.0, -931.0, -1458.0, 0
1014.0, -287.0, 1082.0, 447.0, 36.0, 179.0, -1714.0, 1717.0, -1385.0, 154.0, 2045.0, 1732.0, -2057.0, 2876.0, 766.0, 2469.0, 2651.0, -3086.0, 499.0, 1128.0, 0
-3315.0, 2141.0, 114.0, -2051.0, -637.0, 751.0, -1426.0, -953.0, 36.0, -1021.0, -1628.0, 1973.0, 4173.0, -1422.0, 1293.0, -1824.0, -1102.0, -1424.0, 1539.0, -1848.0, 0
3465.0, 2955.0, 4904.0, -2053.0, 2436.0, -126.0, 2145.0, -51.0, -642.0, -1048.0, 1976.0, -6009.0, -1852.0, -1628.0, 3544.0, -419.0, -33.0, 64.0, 1057.0, -1124.0, 0
164.0, 824.0, -615.0, -79.0, -301.0, 1242.0, -162.0, -18.0, -43.0, -58.0, 758.0, 2614.0, -141.0, 6.0, -186.0, 94.0, -233.0, 1314.0, 695.0, -809.0, 1
129.0, 469.0, 3008.0, -25.0, 512.0, 4696.0, -12.0, -56.0, 516.0, -2215.0, 2482.0, -257.0, -2688.0, -1383.0, 3098.0, -409.0, 3004.0, -263.0, 252.0, 1175.0, 0
-407.0, -1325.0, 1995.0, 2425.0, -2517.0, -3351.0, -779.0, -2407.0, -113.0, 3176.0, 636.0, 686.0, 1256.0, -133.0, -1614.0, 2648.0, 322.0, 368.0, -762.0, 594.0, 0
137.0, -667.0, 79.0, 1365.0, 1121.0, 1896.0, 1174.0, 93.0, -555.0, 2325.0, 791.0, 352.0, 363.0, -396.0, 1236.0, 781.0, -2.0, 321.0, -403.0, -911.0, 1
118.0, -135.0, -62.0, -994.0, 1643.0, 143.0, 292.0, -754.0, -443.0, -735.0, -56.0, 3046.0, 2475.0, 2966.0, -99.0, 318.0, -1358.0, 72.0, -2556.0, 3876.0, 0
-408.0, -366.0, -235.0, -3083.0, 1732.0, -1644.0, 1258.0, 1031.0, -1932.0, -104.0, -257.0, -1573.0, -993.0, 26.0, 702.0, -108.0, 2548.0, -893.0, 1066.0, -2685.0, 0
114.0, 1076.0, 911.0, 946.0, 1497.0, -4.0, 1086.0, 16.0, 1548.0, 55.0, 439.0, -2366.0, 492.0, 612.0, -1487.0, 2378.0, -487.0, -14.0, -1358.0, 124.0, 1
1054.0, 805.0, 65.0, -122.0, 994.0, -916.0, -1419.0, 916.0, 473.0, 1002.0, 204.0, 391.0, 49.0, 908.0, -883.0, -158.0, 107.0, -1345.0, 62.0, 1251.0, 1
-939.0, -1709.0, -2836.0, -123.0, 2494.0, -1019.0, 229.0, -861.0, 1129.0, -682.0, 1751.0, -2384.0, -822.0, 558.0, -2164.0, -3475.0, 705.0, -2993.0, -582.0, -1982.0, 0
-564.0, 959.0, -9.0, 52.0, -161.0, 109.0, 2192.0, 1361.0, -97.0, 1376.0, 141.0, 896.0, 1132.0, 312.0, 1354.0, 1159.0, -1967.0, 2199.0, 2093.0, 238.0, 1
-2553.0, 2359.0, -263.0, -2356.0, -2985.0, -1948.0, 222.0, -1129.0, -4479.0, -872.0, 186.0, 1655.0, -1719.0, -245.0, 436.0, 469.0, -76.0, 2943.0, -25.0, -555.0, 0
-1072.0, -1374.0, -1606.0, 166.0, -193.0, 304.0, 1253.0, -182.0, 366.0, -389.0, 113.0, 1057.0, 864.0, 552.0, 493.0, -234.0, -67.0, -1348.0, 145.0, 291.0, 1
-1605.0, -1559.0, 4023.0, -1121.0, -4923.0, 3117.0, 482.0, 3924.0, 1353.0, -618.0, 392.0, 2366.0, 15.0, -1126.0, 1301.0, 129.0, -1404.0, 2321.0, -261.0, -144.0, 0
1885.0, 1238.0, -488.0, 294.0, -2268.0, -135.0, 666.0, -6061.0, -632.0, 843.0, 1994.0, 2494.0, -117.0, 1048.0, 908.0, -584.0, 1957.0, 412.0, -38.0, -4206.0, 0
852.0, 1773.0, 271.0, 206.0, -1688.0, -69.0, 1894.0, -285.0, 1943.0, 88.0, 1821.0, -538.0, 69.0, 573.0, 1055.0, -1766.0, -651.0, -1353.0, -29.0, 261.0, 1
191.0, 2756.0, -193.0, -2396.0, -1283.0, 15.0, -1484.0, 243.0, 2231.0, 3145.0, 162.0, -2332.0, 1804.0, 6493.0, 1785.0, -1438.0, 2914.0, -974.0, -5906.0, 1655.0, 0
445.0, 967.0, 901.0, -587.0, -889.0, 4.0, 1092.0, 1415.0, -1461.0, 511.0, -294.0, 11.0, -459.0, -1406.0, 1531.0, -58.0, 656.0, -811.0, 782.0, 281.0, 1
-65.0, 92.0, -1048.0, 532.0, 1289.0, -135.0, 786.0, -766.0, 1531.0, 2192.0, 1132.0, -64.0, 1066.0, -1829.0, 451.0, 256.0, -609.0, 615.0, 834.0, 127.0, 1
-394.0, 494.0, 866.0, -79.0, -333.0, 3605.0, 1328.0, -1155.0, -823.0, -772.0, 522.0, 1702.0, 2079.0, 18.0, 394.0, 1287.0, -611.0, 1774.0, 175.0, 279.0, 1
1234.0, 444.0, 1066.0, 1842.0, 297.0, 2055.0, -185.0, 2236.0, -899.0, 2547.0, -1249.0, 1863.0, 843.0, -1174.0, 124.0, 992.0, 858.0, 1246.0, 507.0, 99.0, 1
415.0, 647.0, 15.0, -492.0, 1576.0, -1444.0, 1043.0, -335.0, -15.0, 1138.0, 29.0, 1172.0, 427.0, 1832.0, 128.0, 1499.0, 95.0, 66.0, 422.0, 1167.0, 1
472.0, 544.0, 1118.0, 1412.0, 2456.0, 1218.0, 1272.0, 202.0, 353.0, -435.0, 13.0, -1022.0, -662.0, 1754.0, 512.0, 557.0, 1549.0, -137.0, -1087.0, 2014.0, 1
27.0, 3385.0, 3034.0, 1651.0, -2072.0, 386.0, 1216.0, -2594.0, 4172.0, -2729.0, 2075.0, -1408.0, 167.0, 1135.0, 3629.0, -1119.0, 1868.0, -1126.0, 2614.0, 907.0, 0
2065.0, -1653.0, 1544.0, -192.0, -307.0, -424.0, 2787.0, -81.0, -1749.0, 526.0, -178.0, 2185.0, -4063.0, 652.0, -1411.0, -4514.0, 164.0, -2996.0, 117.0, -819.0, 0
1731.0, -83.0, -226.0, 121.0, -1005.0, 593.0, 1533.0, 1771.0, 237.0, 1581.0, -153.0, 2356.0, -324.0, 1403.0, 2086.0, 1229.0, 19.0, 176.0, -38.0, 598.0, 1
-61.0, -288.0, -1074.0, -24.0, -253.0, 108.0, 856.0, -277.0, 576.0, 1111.0, 1238.0, 219.0, -1466.0, -535.0, -1036.0, 1606.0, 1186.0, 195.0, 1446.0, 1247.0, 1
341.0, 1551.0, -739.0, 1136.0, 1139.0, 1732.0, 599.0, 713.0, -273.0, -75.0, 1058.0, -886.0, -989.0, 21.0, 79.0, -14.0, 553.0, -792.0, 48.0, -318.0, 1
-2204.0, -1674.0, -1082.0, 984.0, -606.0, -1869.0, -209.0, -108.0, 2177.0, -1723.0, 2443.0, 149.0, -357.0, 2664.0, 1459.0, -299.0, -1446.0, -3675.0, -28.0, -3648.0, 0
-2637.0, 3056.0, -1362.0, 3021.0, -1406.0, 68.0, -39.0, 462.0, -1026.0, 65.0, 1.0, -797.0, 69.0, -104.0, -126.0, -1774.0, 45.0, -35.0, 2.0, -767.0, 0
-66.0, -414.0, 141.0, 1075.0, 788.0, 1241.0, 1002.0, 207.0, -398.0, -404.0, -459.0, 1714.0, 112.0, 1989.0, 1769.0, 115.0, -196.0, 343.0, 72.0, -625.0, 1
306.0, 21.0, 124.0, -81.0, -758.0, -3756.0, 38.0, 1702.0, -136.0, -152.0, 1469.0, -1699.0, 618.0, -517.0, -121.0, -153.0, -1948.0, -4.0, 1871.0, 3883.0, 0
-2816.0, 567.0, -58.0, 3864.0, -2687.0, -3429.0, 1746.0, 1869.0, -291.0, -1752.0, 1237.0, 1391.0, 1216.0, 3584.0, 3594.0, 1968.0, -651.0, -1587.0, -2274.0, -2848.0, 0
231.0, 365.0, 518.0, -338.0, 1363.0, 1084.0, 1194.0, -457.0, 1542.0, -601.0, 805.0, 1113.0, 1236.0, 14.0, -585.0, 1674.0, 2002.0, -601.0, 3101.0, 1141.0, 1
1738.0, -82.0, 288.0, 2546.0, 842.0, 1569.0, -1202.0, -944.0, -151.0, -384.0, -589.0, 1064.0, 1.0, 2406.0, -512.0, 5.0, 1154.0, 11.0, 1471.0, -133.0, 1
94.0, 2707.0, 541.0, 184.0, -2006.0, 1094.0, 2704.0, 2226.0, -691.0, -122.0, -413.0, 1442.0, 872.0, -493.0, -486.0, -1746.0, -4293.0, -2753.0, -2703.0, -525.0, 0
-3027.0, -73.0, -1336.0, -1232.0, -81.0, -2756.0, -488.0, 1062.0, 1207.0, -853.0, 495.0, 504.0, 3692.0, 603.0, 1802.0, 71.0, 916.0, 466.0, 352.0, 462.0, 0
998.0, 551.0, 4497.0, 1454.0, 189.0, -1896.0, -111.0, 598.0, 1356.0, -3658.0, -3222.0, -107.0, 546.0, -1678.0, 774.0, -1804.0, -3361.0, 937.0, -684.0, 1027.0, 0
-5793.0, 2118.0, 1535.0, -4677.0, 3418.0, -3342.0, -776.0, 991.0, -3197.0, 1454.0, -3082.0, 583.0, -118.0, -1471.0, -1676.0, -2054.0, -1922.0, 609.0, -1708.0, 127.0, 0
978.0, -389.0, -752.0, 1536.0, -988.0, -108.0, -1112.0, -1045.0, 2593.0, -1045.0, 712.0, -63.0, 2218.0, 578.0, 554.0, 2316.0, 2189.0, 466.0, 526.0, -1359.0, 1
201.0, 306.0, -1889.0, 2367.0, 306.0, 602.0, 1997.0, 1587.0, 167.0, 443.0, 1057.0, -44.0, 613.0, 1433.0, -105.0, -314.0, 69.0, -1248.0, 1156.0, -49.0, 1
-22.0, 1084.0, 719.0, 261.0, -185.0, 13.0, -1826.0, 52.0, 1926.0, 1451.0, 1061.0, 4.0, 888.0, 1816.0, 1905.0, 691.0, 2229.0, 17.0, 129.0, 2542.0, 1
1729.0, 4013.0, 3064.0, -582.0, -977.0, 3431.0, 4393.0, -1389.0, 769.0, -158.0, -428.0, -405.0, -2765.0, 3344.0, -2496.0, 258.0, 3694.0, -6.0, -864.0, -1664.0, 0
442.0, 1957.0, -164.0, 1577.0, 1581.0, 345.0, 2129.0, -31.0, 326.0, 1945.0, 721.0, 678.0, -11.0, 2344.0, 382.0, 1117.0, 355.0, -1006.0, 905.0, 2626.0, 1
-1554.0, 653.0, 253.0, 335.0, -554.0, 676.0, 2295.0, 607.0, -277.0, 479.0, -303.0, 366.0, 864.0, -842.0, 604.0, -1042.0, 1522.0, -322.0, 677.0, 1603.0, 1
-449.0, -185.0, -6.0, -844.0, 1291.0, -521.0, -55.0, 2028.0, 844.0, 69.0, -1002.0, 3334.0, 585.0, 699.0, -2255.0, -1739.0, 1688.0, 1305.0, 2318.0, -233.0, 1
-36.0, -902.0, 1998.0, -1694.0, 2674.0, 244.0, -888.0, 1402.0, 508.0, -3289.0, -1104.0, 3741.0, -138.0, 2739.0, -2007.0, -357.0, 875.0, 194.0, 772.0, 816.0, 0
2361.0, 2627.0, 2012.0, -695.0, 1471.0, 132.0, -1834.0, 1165.0, 827.0, 202.0, 79.0, -808.0, 1424.0, 2526.0, -886.0, 1034.0, -937.0, 3085.0, -514.0, -131.0, 1
-2875.0, -2941.0, 2449.0, 1806.0, -2137.0, 1983.0, -1377.0, 79.0, 944.0, -596.0, -21.0, 2719.0, 32.0, 42.0, -728.0, 1022.0, 3929.0, -128.0, 305.0, 34.0, 0
1006.0, 598.0, -191.0, -14.0, -82.0, 698.0, 58.0, 144.0, -1291.0, 376.0, 2703.0, -9.0, -2215.0, 2347.0, 1624.0, 81.0, 1776.0, 1211.0, -552.0, 1711.0, 1
302.0, -763.0, 445.0, 1709.0, 312.0, 1278.0, 144.0, -218.0, -1019.0, -789.0, 9.0, 161.0, 1317.0, 148.0, 1208.0, 734.0, -603.0, -1263.0, 139.0, -2318.0, 1
-947.0, -765.0, 265.0, 2216.0, 119.0, -33.0, 193.0, 841.0, -679.0, -653.0, 274.0, 1293.0, 814.0, 581.0, 2209.0, 786.0, -1211.0, 63.0, 1505.0, 764.0, 1
1264.0, 984.0, -127.0, 212.0, 1626.0, 997.0, -61.0, 851.0, 336.0, 605.0, 1033.0, -1121.0, 423.0, -244.0, 294.0, 837.0, 51.0, -326.0, 1425.0, 1884.0, 1
1634.0, 854.0, 1059.0, 317.0, 827.0, 1439.0, 335.0, 198.0, 531.0, -307.0, 2662.0, -951.0, -85.0, 492.0, -589.0, -842.0, 1145.0, -294.0, 535.0, -496.0, 1
134.0, 47.0, -203.0, -73.0, 207.0, 689.0, 426.0, 581.0, 86.0, 92.0, -1184.0, 1204.0, 1198.0, 629.0, -638.0, -467.0, -1755.0, 422.0, 1196.0, -1474.0, 1
-1994.0, 1932.0, -737.0, 2233.0, -1616.0, 1318.0, 65.0, 142.0, -1694.0, 406.0, -347.0, -118.0, 548.0, 598.0, 424.0, 1445.0, 2058.0, -23.0, 1288.0, -385.0, 1
-1845.0, 212.0, -1186.0, -159.0, -94.0, -133.0, 875.0, -1481.0, -1096.0, -24.0, -1113.0, -367.0, 664.0, 4017.0, -1636.0, 1419.0, -1182.0, -406.0, -1703.0, 653.0, 0
-543.0, 2642.0, 2715.0, -1186.0, 1162.0, -1686.0, 958.0, 883.0, -1642.0, -1114.0, 745.0, 482.0, 124.0, 2226.0, -153.0, 161.0, -715.0, 643.0, 4533.0, 75.0, 0
16.0, -464.0, 67.0, -167.0, 179.0, -163.0, 2271.0, 696.0, -1056.0, 53.0, 255.0, -96.0, 1741.0, 538.0, 694.0, 1872.0, -1125.0, 145.0, -111.0, 148.0, 1
603.0, 42.0, 1058.0, -182.0, 6.0, 439.0, 1089.0, -96.0, 318.0, 1785.0, 122.0, 958.0, 78.0, 1612.0, 451.0, 98.0, 1981.0, 521.0, -1625.0, 1051.0, 1
235.0, 1318.0, 693.0, 976.0, 932.0, -1011.0, -84.0, 61.0, 256.0, 61.0, -493.0, 48.0, -966.0, 266.0, 546.0, -501.0, -285.0, 321.0, 1143.0, 35.0, 1
926.0, -116.0, 1208.0, 15.0, -2095.0, 532.0, 1213.0, 1104.0, 3032.0, 1912.0, -196.0, -188.0, -191.0, -3916.0, 364.0, 4298.0, -478.0, -1335.0, -2175.0, 1029.0, 0
1856.0, 482.0, 998.0, 152.0, 828.0, -273.0, 1234.0, 437.0, 1542.0, 1619.0, 264.0, 231.0, 804.0, -71.0, 347.0, 279.0, 287.0, 2143.0, 1342.0, 19.0, 1
297.0, 1431.0, 801.0, 1243.0, -1039.0, 1833.0, 1102.0, 1163.0, -533.0, 565.0, -131.0, -516.0, 1182.0, 1559.0, 225.0, -766.0, 1159.0, -1414.0, -261.0, 2979.0, 1
-28.0, -79.0, 2397.0, 136.0, 348.0, 422.0, -1774.0, 797.0, 1156.0, 1814.0, 56.0, -529.0, 903.0, 592.0, 1001.0, 962.0, -822.0, 918.0, -108.0, 1855.0, 1
463.0, 506.0, -246.0, 1002.0, -1783.0, 427.0, 1548.0, 1969.0, 863.0, 719.0, 172.0, 813.0, 508.0, 1833.0, -1649.0, 1266.0, 611.0, 108.0, 1033.0, 235.0, 1
-889.0, -2508.0, 1287.0, -1217.0, 416.0, -2694.0, 407.0, -536.0, -3052.0, -3085.0, -2102.0, 1699.0, -2314.0, -1318.0, 1247.0, 1898.0, -2215.0, 1247.0, -4647.0, 1023.0, 0
-1046.0, 1511.0, -93.0, 752.0, 89.0, -195.0, 189.0, 2774.0, 663.0, -933.0, 1421.0, -1022.0, 501.0, 481.0, -672.0, 2401.0, -19.0, -762.0, 1428.0, -594.0, 1
-185.0, -4294.0, -456.0, -3436.0, 621.0, 1409.0, 26.0, 3474.0, 877.0, -1522.0, -931.0, -114.0, -786.0, 1645.0, 3725.0, -24.0, 139.0, 144.0, -1646.0, -778.0, 0
507.0, -961.0, 451.0, -425.0, 284.0, -1156.0, -486.0, -674.0, 752.0, 885.0, -1348.0, 1408.0, -118.0, 381.0, 244.0, 756.0, -1686.0, -159.0, -1266.0, -1021.0, 1
188.0, 1296.0, 2006.0, 2214.0, 86.0, 87.0, -2645.0, 235.0, -1427.0, 3895.0, 126.0, 1224.0, -64.0, 1985.0, 595.0, -139.0, 4139.0, 344.0, 193.0, 3748.0, 0
-472.0, 546.0, 401.0, 792.0, -377.0, 293.0, -477.0, 1255.0, -355.0, 1067.0, -572.0, 1115.0, -202.0, 73.0, 924.0, -32.0, 922.0, 92.0, 316.0, 1352.0, 1
139.0, 2424.0, 554.0, 777.0, 539.0, 29.0, -991.0, -96.0, -164.0, 1068.0, 2578.0, -295.0, 672.0, 177.0, -1636.0, -388.0, 1444.0, -289.0, 1603.0, 1077.0, 1
271.0, 173.0, 1152.0, 416.0, -408.0, -1541.0, -1142.0, -352.0, -3944.0, 2028.0, -186.0, -137.0, 231.0, -584.0, -1966.0, -1162.0, -329.0, -2346.0, -101.0, 2559.0, 0
