@relation ring
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
-4928.0, 667.0, -3107.0, -3367.0, -2081.0, -2713.0, 3088.0, 2809.0, 589.0, -1783.0, 1222.0, 296.0, -2602.0, -1794.0, -2544.0, -837.0, 407.0, 7.0, 2093.0, 1921.0, 0
958.0, -682.0, 1056.0, 864.0, 86.0, -444.0, -212.0, -353.0, -681.0, 367.0, -2209.0, 988.0, 156.0, -222.0, 1005.0, 161.0, 554.0, 3.0, -89.0, 821.0, 1
-553.0, 411.0, 1011.0, 2809.0, 112.0, -96.0, 1207.0, -31.0, 1165.0, 22.0, 1035.0, 209.0, -579.0, 283.0, 366.0, 1852.0, -202.0, 722.0, 247.0, 201.0, 1
-875.0, 36.0, -3821.0, 2377.0, 669.0, -13.0, 3504.0, -2831.0, -974.0, 3198.0, -1938.0, -1247.0, 122.0, 371.0, 545.0, 1338.0, 995.0, 2387.0, -1509.0, -442.0, 0
-204.0, 3454.0, -56.0, 344.0, 87.0, 858.0, -908.0, 1193.0, 1802.0, 1273.0, 716.0, 1194.0, 651.0, 232.0, -539.0, 1186.0, -39.0, 176.0, 1375.0, -436.0, 1
1725.0, 1119.0, -1126.0, -574.0, 463.0, 1109.0, -835.0, -58.0, 1486.0, 228.0, 112.0, 991.0, 244.0, -357.0, -1351.0, 3114.0, 666.0, 1146.0, 391.0, 208.0, 1
1294.0, 396.0, -514.0, 609.0, -188.0, 594.0, -33.0, -67.0, 793.0, 1097.0, -81.0, 574.0, -245.0, 329.0, 1107.0, 1441.0, -82.0, -555.0, 527.0, 365.0, 1
-3502.0, -32.0, -1011.0, 1477.0, 3.0, -1404.0, 203.0, -1238.0, 962.0, 421.0, -467.0, 954.0, 269.0, 1075.0, -3042.0, -1144.0, -1657.0, 1924.0, -745.0, 1317.0, 0
1398.0, 973.0, 335.0, -556.0, -103.0, -648.0, -278.0, 3219.0, -254.0, 154.0, 763.0, 131.0, -27.0, 16.0, -99.0, 92.0, -489.0, -616.0, 1702.0, 927.0, 1
-2209.0, -226.0, 2279.0, 2097.0, 275.0, -1353.0, 425.0, -1293.0, -244.0, -2083.0, 3442.0, 883.0, 2408.0, 398.0, 2648.0, -2866.0, 156.0, 1506.0, -2404.0, -2923.0, 0
1328.0, -1501.0, -17.0, -602.0, -1335.0, -236.0, 2099.0, 1501.0, -2892.0, 717.0, 2746.0, 3052.0, 2131.0, 3189.0, 323.0, -836.0, -282.0, 4038.0, -187.0, -64.0, 0
1028.0, -559.0, -684.0, 1453.0, 885.0, 77.0, -797.0, 634.0, 335.0, -2504.0, -1494.0, 229.0, 2322.0, 3.0, -612.0, 808.0, -25.0, -318.0, 1935.0, -755.0, 1
-3824.0, -461.0, 3834.0, 23.0, -2392.0, -235.0, -3006.0, -188.0, 332.0, -1993.0, 3353.0, -1702.0, -212.0, -3722.0, 3261.0, 1872.0, -1274.0, -1201.0, 1904.0, -1451.0, 0
349.0, 1049.0, 301.0, -145.0, -107.0, -574.0, -148.0, 934.0, 3391.0, 254.0, 767.0, 3094.0, -1324.0, 542.0, 222.0, -664.0, 3096.0, 155.0, 2045.0, 189.0, 0
917.0, 567.0, 653.0, 12.0, -1541.0, 641.0, -1472.0, 1651.0, 1251.0, 243.0, 143.0, -402.0, 322.0, 472.0, -94.0, -243.0, -56.0, 762.0, 963.0, 792.0, 1
1312.0, 277.0, 1076.0, 155.0, 584.0, 1624.0, 108.0, -948.0, 4.0, 295.0, 1404.0, 1542.0, 1178.0, -1383.0, 491.0, 806.0, -135.0, 196.0, 48.0, 1117.0, 1
1806.0, 156.0, 622.0, -5.0, 791.0, -267.0, 1885.0, -136.0, 43.0, 168.0, 414.0, 1132.0, -411.0, 855.0, -308.0, 2206.0, 543.0, 2049.0, 395.0, 2144.0, 1
-68.0, 1281.0, 979.0, -648.0, -115.0, 747.0, 212.0, 478.0, 1715.0, 736.0, 1575.0, 332.0, -24.0, -2.0, -263.0, -788.0, 67.0, -52.0, 1437.0, -34.0, 1
-352.0, 1171.0, 1479.0, 1801.0, 115.0, -162.0, -1396.0, 111.0, 1147.0, 92.0, -975.0, -1223.0, -618.0, 528.0, 481.0, 3069.0, -83.0, 1968.0, 2051.0, 2725.0, 1
-747.0, 1215.0, 1972.0, 735.0, 3073.0, -1517.0, 846.0, 1639.0, 5821.0, 27.0, -799.0, 643.0, -93.0, -2362.0, 1707.0, -1362.0, 1057.0, -2492.0, -296.0, 1195.0, 0
214.0, 861.0, 3448.0, 1411.0, -113.0, 2043.0, 702.0, 658.0, -522.0, 1055.0, 1298.0, -9.0, -47.0, 395.0, 113.0, 113.0, -344.0, 145.0, 274.0, 418.0, 1
182.0, 3275.0, 2029.0, -689.0, 1882.0, 514.0, 214.0, 2781.0, 2709.0, 887.0, 3489.0, -1894.0, -3851.0, 3186.0, 697.0, -696.0, -2579.0, -1251.0, -168.0, 822.0, 0
-1555.0, -1799.0, 1298.0, -1761.0, 296.0, 2488.0, 92.0, 171.0, -3244.0, 883.0, -731.0, -1103.0, 1968.0, 1568.0, -3155.0, -616.0, 865.0, 2462.0, -1487.0, 2789.0, 0
209.0, -4695.0, -965.0, -3257.0, -72.0, -3057.0, -2295.0, 1438.0, -1762.0, -388.0, 1478.0, -2621.0, -1482.0, -2176.0, -1427.0, -776.0, 168.0, 1689.0, 1419.0, -943.0, 0
-291.0, -59.0, -661.0, 1337.0, -698.0, 707.0, -285.0, 505.0, -2586.0, 791.0, 4391.0, 2971.0, -4589.0, 3125.0, 1668.0, -4513.0, -2567.0, -1321.0, -253.0, -129.0, 0
2232.0, 925.0, 872.0, -603.0, -188.0, -204.0, 24.0, 73.0, 974.0, 2138.0, 1364.0, -917.0, -212.0, 73.0, -737.0, 854.0, 172.0, 27.0, 281.0, 3.0, 1
405.0, -178.0, -769.0, 1368.0, 499.0, 413.0, -668.0, -174.0, -2452.0, 1362.0, 398.0, -1558.0, -2326.0, -1262.0, 439.0, 3185.0, 1494.0, 632.0, -259.0, 2215.0, 0
2904.0, -938.0, 1429.0, 1627.0, -1215.0, -647.0, 781.0, 2265.0, 13.0, -4254.0, -1461.0, -244.0, -332.0, 1708.0, -305.0, 1707.0, -1439.0, -656.0, 1732.0, 1158.0, 0
2245.0, 1149.0, 1352.0, 269.0, 659.0, -1171.0, 329.0, -77.0, 48.0, -1754.0, -1143.0, -1086.0, -1163.0, 1018.0, -831.0, -1166.0, 2043.0, -569.0, 1579.0, 33.0, 1
173.0, 1239.0, 519.0, 874.0, 266.0, -593.0, 1193.0, 265.0, -643.0, -772.0, 2.0, -675.0, 1194.0, 27.0, 1239.0, 684.0, -1381.0, 105.0, 1543.0, -338.0, 1
-6.0, -712.0, -2104.0, -586.0, -945.0, 884.0, 1315.0, 1161.0, 1219.0, -243.0, 1354.0, 1452.0, 11.0, 815.0, 1099.0, 1273.0, -377.0, -278.0, 1789.0, -271.0, 1
29.0, 1818.0, -2653.0, -6554.0, -128.0, 885.0, 128.0, -934.0, -2668.0, 978.0, 603.0, 307.0, -86.0, -903.0, 1814.0, 1838.0, 3619.0, -2515.0, 447.0, -2258.0, 0
-975.0, 35.0, 588.0, 1102.0, 344.0, 453.0, -104.0, 2507.0, 1584.0, -2.0, 2356.0, -3936.0, 432.0, 354.0, 2053.0, 124.0, 2087.0, -169.0, -923.0, 1803.0, 0
-466.0, 969.0, 253.0, -1716.0, -216.0, 286.0, 1828.0, 1487.0, 17.0, -1394.0, 13.0, -592.0, 477.0, 531.0, 122.0, 28.0, 1237.0, 1135.0, 1037.0, 148.0, 1
-666.0, 2512.0, -73.0, 1144.0, -1031.0, 956.0, 3.0, 796.0, 342.0, -326.0, 1944.0, 232.0, 1061.0, 1329.0, 875.0, 456.0, -794.0, -1219.0, 3094.0, 386.0, 1
2674.0, 1329.0, 2064.0, -1798.0, 2.0, 464.0, 817.0, 342.0, -1665.0, -1056.0, -2908.0, 571.0, 31.0, 4277.0, -75.0, -1149.0, 823.0, -801.0, -1612.0, 616.0, 0
134.0, 2444.0, -563.0, -312.0, 657.0, 4404.0, 31.0, -2036.0, -222.0, 67.0, 2629.0, 1306.0, 893.0, -3869.0, 114.0, 2542.0, -2263.0, -1972.0, 151.0, 996.0, 0
-56.0, 702.0, 2782.0, -37.0, 1292.0, 175.0, -117.0, 368.0, 707.0, 518.0, 1091.0, 1458.0, 1782.0, 1536.0, 786.0, 1902.0, 886.0, 1821.0, 929.0, 1333.0, 1
1694.0, -1082.0, 1996.0, 351.0, -316.0, 597.0, 248.0, 937.0, -1739.0, 17.0, 1464.0, -8.0, 542.0, 933.0, 662.0, 1334.0, -949.0, 43.0, 1215.0, 1943.0, 1
-451.0, -1767.0, 1079.0, -172.0, 1971.0, -49.0, -2605.0, 983.0, -1982.0, 187.0, -111.0, 1033.0, 1073.0, -2126.0, 2792.0, 1852.0, -183.0, 378.0, -1314.0, -1197.0, 0
1687.0, 1352.0, 979.0, 38.0, 483.0, 1156.0, -8.0, -19.0, 2434.0, -1534.0, 1579.0, 961.0, 112.0, -1298.0, 1428.0, 187.0, 299.0, 2209.0, 56.0, 297.0, 1
819.0, -517.0, -864.0, 756.0, 1553.0, 1639.0, 1603.0, 322.0, -848.0, 119.0, 1797.0, 587.0, 75.0, 197.0, -968.0, 25.0, 1562.0, -429.0, 1315.0, 1138.0, 1
1795.0, 731.0, 1529.0, -1031.0, 3297.0, -833.0, -1485.0, 844.0, -3741.0, -1932.0, -3252.0, 438.0, -6.0, 31.0, 1624.0, -766.0, -132.0, -2395.0, -4029.0, 1142.0, 0
57.0, 1881.0, -1432.0, -429.0, 302.0, -446.0, -868.0, 563.0, 523.0, -185.0, 155.0, 46.0, 15.0, -313.0, 658.0, -795.0, 775.0, 1383.0, 231.0, -1634.0, 1
2249.0, -1764.0, 1575.0, -937.0, 3489.0, -2668.0, -364.0, 156.0, 1072.0, -814.0, -1411.0, -1846.0, -2057.0, -66.0, 467.0, -1634.0, 1457.0, -428.0, 1662.0, -116.0, 0
1539.0, 1332.0, 368.0, 242.0, 504.0, 254.0, 79.0, 1113.0, 1611.0, 926.0, -76.0, 277.0, 402.0, -8.0, -57.0, 798.0, -34.0, 552.0, 136.0, 1734.0, 1
-1042.0, 1807.0, 1305.0, 132.0, 175.0, 358.0, -998.0, 147.0, 686.0, 1542.0, 713.0, 856.0, 719.0, 1462.0, 908.0, 1307.0, -37.0, -74.0, -1836.0, 409.0, 1
-137.0, 3322.0, -3396.0, 1342.0, 1295.0, -631.0, -919.0, 1838.0, -1239.0, 2972.0, -175.0, -2811.0, 31.0, 802.0, 66.0, 1552.0, 51.0, -624.0, -4689.0, -1393.0, 0
1162.0, 1621.0, 79.0, -342.0, 1418.0, 2696.0, -1119.0, 1417.0, -2398.0, 3261.0, -125.0, -932.0, 1697.0, 39.0, 1443.0, 225.0, 2695.0, -372.0, 476.0, 744.0, 0
-474.0, 555.0, 628.0, -905.0, -3348.0, -732.0, 71.0, 3254.0, 91.0, -775.0, 84.0, -3248.0, 3284.0, 142.0, -327.0, 1663.0, 1372.0, -553.0, -1014.0, 1657.0, 0
-479.0, 132.0, 397.0, -92.0, 1103.0, 1419.0, 1725.0, 584.0, 974.0, 2212.0, 405.0, -146.0, 115.0, 715.0, 1388.0, 1623.0, -424.0, 399.0, 1653.0, 1057.0, 1
-5.0, 2341.0, -1.0, 157.0, 237.0, -423.0, -736.0, -764.0, 69.0, 626.0, -746.0, 1825.0, -302.0, -62.0, 569.0, 304.0, -1101.0, -1652.0, 437.0, -1234.0, 1
2097.0, -2234.0, 4314.0, 1114.0, 1657.0, 2588.0, 3973.0, -2172.0, -2792.0, 553.0, 1779.0, 618.0, 3096.0, -1103.0, 46.0, 2467.0, 163.0, -4864.0, 2397.0, -128.0, 0
3626.0, 4914.0, -1422.0, 183.0, 1504.0, 48.0, -1383.0, 1663.0, -2679.0, 2246.0, -1175.0, 3199.0, 1705.0, 746.0, 1258.0, 278.0, 3672.0, -4959.0, -2385.0, -1393.0, 0
1618.0, -382.0, -1112.0, -206.0, 673.0, 716.0, -365.0, 55.0, 2296.0, -455.0, -316.0, 489.0, -96.0, -68.0, 16.0, -38.0, 595.0, 2563.0, 377.0, 2593.0, 1
744.0, 1335.0, -63.0, -686.0, -1821.0, 927.0, 1378.0, 176.0, -1045.0, -427.0, 578.0, 785.0, 505.0, -858.0, -168.0, 248.0, 2193.0, 853.0, 1151.0, 744.0, 1
-572.0, -303.0, -764.0, -692.0, -162.0, 371.0, -894.0, -1787.0, 1442.0, -201.0, 1524.0, -577.0, 2094.0, -623.0, -1622.0, -1376.0, -1148.0, 2262.0, 1877.0, 26.0, 1
-365.0, 209.0, -565.0, 2972.0, -413.0, -1922.0, 2425.0, 3149.0, -636.0, 457.0, -321.0, -407.0, 149.0, -28.0, 1835.0, -2202.0, -306.0, -2284.0, 613.0, -3199.0, 0
-175.0, -516.0, 1.0, 937.0, 25.0, 1189.0, 575.0, 616.0, 2027.0, -2558.0, 939.0, -359.0, -108.0, 106.0, -1259.0, -983.0, -1012.0, 1968.0, 904.0, 1867.0, 1
891.0, 1484.0, 1374.0, 85.0, -265.0, -1324.0, 1582.0, 236.0, 1405.0, -154.0, 836.0, 104.0, 76.0, -683.0, -1381.0, -288.0, 694.0, -516.0, 128.0, -89.0, 1
-25.0, -826.0, -141.0, 898.0, 363.0, -866.0, -9.0, 386.0, -92.0, 969.0, 505.0, 996.0, -687.0, 101.0, 1263.0, -1023.0, -29.0, 416.0, 672.0, 527.0, 1
1016.0, 3209.0, 1855.0, 1292.0, -195.0, 626.0, -589.0, 428.0, 1253.0, -1031.0, -61.0, -2539.0, 493.0, 295.0, 1394.0, 743.0, 2014.0, -842.0, -2593.0, 194.0, 0
2539.0, 3659.0, -4965.0, 2879.0, 2005.0, 1046.0, -583.0, -4165.0, 2762.0, -1594.0, 651.0, 723.0, -1928.0, -1461.0, -1314.0, 3167.0, 1698.0, -2482.0, 732.0, -2328.0, 0
-77.0, 391.0, 1542.0, 801.0, 664.0, -1463.0, -653.0, 58.0, -27.0, 2325.0, 1389.0, 581.0, 32.0, 1001.0, 943.0, 1139.0, 719.0, -372.0, 1228.0, 836.0, 1
-2537.0, 275.0, 2764.0, -1531.0, 1031.0, 256.0, 979.0, -724.0, 4209.0, -431.0, 3205.0, 234.0, 2664.0, -2535.0, 676.0, -462.0, 904.0, 1375.0, -2253.0, 632.0, 0
8.0, 433.0, 989.0, -837.0, 132.0, -1893.0, 2227.0, -5.0, -132.0, 2122.0, -752.0, 712.0, -2926.0, 3561.0, -2564.0, -1964.0, 418.0, 601.0, -621.0, 1869.0, 0
666.0, 753.0, 1416.0, 1822.0, 7.0, -218.0, 377.0, 738.0, 126.0, 269.0, 1158.0, -36.0, 1123.0, -1076.0, 97.0, -84.0, 247.0, 218.0, -1068.0, -377.0, 1
2671.0, -2712.0, 931.0, 391.0, 4319.0, 342.0, -1032.0, 3912.0, 1191.0, -3607.0, -2183.0, -1083.0, -72.0, -2664.0, 176.0, 2401.0, 751.0, 3649.0, -2075.0, 3395.0, 0
147.0, 1927.0, 2038.0, -241.0, 79.0, 1743.0, 482.0, 384.0, 669.0, 928.0, 193.0, 2036.0, 937.0, 932.0, 1469.0, 876.0, 661.0, 1911.0, 716.0, -121.0, 1
-2461.0, 3123.0, -302.0, 4189.0, 2212.0, -3699.0, 4652.0, 69.0, 1478.0, -1042.0, 1728.0, 2347.0, -1473.0, 515.0, 3102.0, -1115.0, 2423.0, -1928.0, -8.0, -1047.0, 0
-2327.0, 1358.0, -323.0, 2728.0, 1552.0, 289.0, 1289.0, -2816.0, 87.0, -221.0, 384.0, -1153.0, -192.0, -1731.0, -92.0, 2053.0, -2153.0, -89.0, -1346.0, -1299.0, 0
-2196.0, -1966.0, -2.0, -454.0, -1934.0, -2159.0, -589.0, -85.0, 3473.0, -804.0, -236.0, -2185.0, -3542.0, 1226.0, -64.0, -606.0, -3323.0, 155.0, -731.0, 1921.0, 0
1479.0, 302.0, 208.0, 45.0, 582.0, 917.0, 839.0, 2649.0, -154.0, 1179.0, 883.0, 1464.0, 1376.0, 1159.0, 547.0, 36.0, 936.0, 1319.0, -131.0, 5.0, 1
-305.0, 1266.0, 1198.0, 958.0, 416.0, -172.0, 165.0, 2177.0, 2241.0, -426.0, -1.0, -193.0, -2115.0, 104.0, 564.0, -111.0, 249.0, 86.0, 1092.0, -418.0, 1
1925.0, 783.0, 826.0, -465.0, -876.0, 1117.0, -428.0, 514.0, 66.0, 726.0, 812.0, 33.0, -1141.0, 378.0, -562.0, 1637.0, 1432.0, 2109.0, 161.0, -1647.0, 1
1566.0, -2481.0, -96.0, -1033.0, 427.0, 5.0, 2827.0, -2848.0, -1111.0, -2081.0, 3898.0, -1578.0, -266.0, -565.0, 2311.0, -688.0, -3268.0, 3573.0, -1553.0, 929.0, 0
-1516.0, 787.0, -2748.0, 874.0, -234.0, -76.0, -112.0, -2097.0, -27.0, 845.0, -3091.0, 236.0, 2919.0, -2042.0, -259.0, -1547.0, -328.0, 1944.0, -1561.0, -768.0, 0
2588.0, 1008.0, 279.0, -68.0, -1366.0, 2169.0, -194.0, 2086.0, 784.0, -2686.0, 1709.0, 107.0, -189.0, -323.0, 124.0, -82.0, 269.0, -892.0, -709.0, 833.0, 0
-1051.0, -374.0, -796.0, 1108.0, 182.0, 1527.0, 1587.0, -643.0, 504.0, 1298.0, 1565.0, -394.0, -1498.0, 817.0, 727.0, 2686.0, -288.0, 1453.0, -252.0, -49.0, 1
-1668.0, 401.0, 2393.0, -506.0, -159.0, 618.0, -1282.0, 454.0, 723.0, -44.0, 1186.0, -126.0, 1291.0, 369.0, 2026.0, 303.0, -81.0, 974.0, 1116.0, 1768.0, 1
1623.0, 347.0, 1923.0, -1137.0, 297.0, -594.0, -8.0, 61.0, 706.0, 563.0, 1063.0, -182.0, -72.0, 1305.0, 1078.0, 894.0, 416.0, -822.0, 1622.0, -335.0, 1
-1825.0, 1956.0, -3594.0, -1429.0, 1621.0, 1263.0, -292.0, 1661.0, -1028.0, 358.0, -4042.0, -4568.0, 93.0, -1301.0, 3851.0, 1012.0, -801.0, -3526.0, 1689.0, -4366.0, 0
963.0, 276.0, 516.0, 1114.0, -1694.0, -79.0, 2361.0, 128.0, 191.0, 984.0, 542.0, 942.0, 524.0, 1539.0, -75.0, 981.0, 256.0, 58.0, -385.0, 592.0, 1
177.0, -694.0, 1898.0, 2008.0, 2523.0, 1272.0, -2096.0, 885.0, -1083.0, -1595.0, -501.0, 2892.0, -323.0, 108.0, 685.0, 869.0, -237.0, -233.0, 2441.0, -1128.0, 0
1037.0, 1579.0, 2203.0, 1585.0, 2604.0, 2056.0, -147.0, 1238.0, 1239.0, 1508.0, -418.0, -957.0, -409.0, -98.0, 711.0, 1802.0, -1466.0, 1874.0, 1736.0, -2647.0, 0
1109.0, -2635.0, -3101.0, -603.0, -4381.0, -125.0, -76.0, 12.0, -1456.0, 28.0, 707.0, 842.0, -141.0, -2525.0, -224.0, -1951.0, 1132.0, -3108.0, 1759.0, -459.0, 0
-847.0, 407.0, 4392.0, 2935.0, -887.0, -112.0, -129.0, -2096.0, -1035.0, 195.0, 1313.0, -657.0, -1723.0, -1147.0, -1809.0, 1183.0, 858.0, 1945.0, 53.0, 2427.0, 0
1857.0, -1324.0, 302.0, 779.0, 126.0, 1656.0, -1472.0, -1189.0, 1697.0, 166.0, 912.0, 667.0, -666.0, 2178.0, -175.0, -3812.0, -1292.0, -359.0, -23.0, 1798.0, 0
1421.0, 84.0, 1793.0, -253.0, 1146.0, 699.0, 289.0, 855.0, 251.0, 1195.0, 1363.0, -83.0, 1486.0, 506.0, 237.0, 655.0, 2854.0, 1988.0, 104.0, -235.0, 1
239.0, 196.0, 934.0, -737.0, 2732.0, -125.0, 932.0, -343.0, 1686.0, 164.0, 791.0, 1399.0, 55.0, -1109.0, 832.0, 23.0, -1192.0, 236.0, 863.0, 2244.0, 1
4675.0, -874.0, 1645.0, 3091.0, -2254.0, 2037.0, -901.0, 187.0, -2263.0, 2011.0, 85.0, -2795.0, 349.0, 1042.0, 3163.0, 714.0, 133.0, -3357.0, 19.0, -179.0, 0
1072.0, -1425.0, -171.0, 952.0, -762.0, -262.0, 256.0, 312.0, -136.0, 515.0, -1083.0, 371.0, 361.0, 55.0, -447.0, 184.0, -229.0, 1435.0, 1152.0, -627.0, 1
77.0, -4037.0, 502.0, -3373.0, 2503.0, -347.0, 2038.0, -362.0, -1099.0, 1127.0, 2543.0, -605.0, -1313.0, 3823.0, -774.0, 1382.0, -4549.0, -205.0, -3008.0, -459.0, 0
-91.0, 25.0, 74.0, 55.0, 218.0, 893.0, 1246.0, 441.0, -43.0, 241.0, 29.0, 1737.0, 1396.0, -243.0, -51.0, -1548.0, 287.0, 1387.0, -132.0, 618.0, 1
-62.0, 134.0, -1083.0, 1467.0, -398.0, -223.0, 959.0, 3426.0, -444.0, 1052.0, 17.0, -44.0, -1451.0, 1056.0, 1042.0, 161.0, 22.0, -936.0, 772.0, 1319.0, 1
-168.0, 45.0, -1096.0, -45.0, 36.0, 638.0, 1432.0, -392.0, 1678.0, 621.0, 238.0, -26.0, -495.0, -407.0, -98.0, 352.0, 2.0, 1847.0, 534.0, -1106.0, 1
-32.0, 1304.0, -2684.0, 1604.0, 1364.0, -2018.0, 2858.0, -161.0, -2897.0, 646.0, 586.0, -2762.0, 498.0, 1569.0, -405.0, -57.0, -3519.0, 4295.0, -2133.0, -1413.0, 0
128.0, 311.0, -584.0, -181.0, -828.0, -1919.0, 184.0, -234.0, -775.0, 317.0, 2091.0, 257.0, 1057.0, -1725.0, 537.0, 576.0, -1061.0, -44.0, 323.0, 2004.0, 1
-1683.0, 2548.0, -259.0, -2657.0, 117.0, 1265.0, -2505.0, -1309.0, -3031.0, 2296.0, -35.0, -2555.0, -2802.0, 735.0, 1267.0, 1856.0, 1629.0, 2906.0, -403.0, 3902.0, 0
-412.0, -1865.0, 102.0, 1197.0, 53.0, 3057.0, -4302.0, 616.0, -1492.0, 1767.0, 144.0, -1595.0, -3491.0, 2354.0, 1968.0, 1026.0, 385.0, 3799.0, -3968.0, -41.0, 0
