@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
1, 45.0, 85.0, 2, 13, 8, 14.0, 1, 1, 1, 1, 2, 88, 2001, 1
1, 5642.0, 28.0, 1, 8, 4, 285.0, 1, 1, 40, 0, 2, 0, 16, 1
0, 6408.0, 165.0, 2, 1, 1, 0.0, 1, 1, 1, 0, 2, 232, 101, 1
0, 2242.0, 1125.0, 1, 14, 8, 75.0, 1, 1, 4, 0, 2, 0, 322, 1
1, 1633.0, 275.0, 2, 6, 4, 665.0, 0, 1, 1, 0, 2, 80, 22, 0
0, 2175.0, 1175.0, 2, 8, 4, 25.0, 0, 0, 0, 1, 2, 180, 1, 0
1, 34.0, 5085.0, 1, 3, 5, 1085.0, 0, 0, 0, 1, 2, 480, 1, 0
1, 4825.0, 25085.0, 2, 9, 4, 175.0, 1, 1, 3, 0, 2, 120, 15, 1
1, 3417.0, 275.0, 2, 3, 5, 25.0, 0, 0, 0, 1, 2, 232, 201, 0
1, 4425.0, 5.0, 2, 7, 4, 1075.0, 1, 0, 0, 0, 1, 400, 1, 0
1, 3892.0, 175.0, 2, 4, 4, 5.0, 0, 0, 0, 1, 2, 300, 3, 0
0, 1583.0, 7625.0, 2, 11, 4, 125.0, 0, 1, 1, 1, 2, 0, 161, 0
0, 2267.0, 75.0, 2, 8, 4, 2.0, 0, 1, 2, 1, 2, 200, 395, 0
1, 3617.0, 42.0, 1, 9, 4, 29.0, 0, 0, 0, 1, 2, 309, 3, 0
1, 2267.0, 165.0, 2, 8, 3, 225.0, 0, 0, 0, 1, 1, 0, 1, 1
1, 2742.0, 125.0, 2, 6, 5, 25.0, 0, 0, 0, 1, 2, 720, 1, 0
1, 3408.0, 65.0, 2, 6, 4, 125.0, 1, 0, 0, 1, 2, 443, 1, 0
0, 5025.0, 835.0, 2, 6, 4, 5.0, 0, 0, 0, 1, 2, 240, 118, 0
0, 3175.0, 3.0, 1, 5, 3, 0.0, 0, 0, 0, 0, 2, 160, 21, 0
0, 205.0, 11835.0, 2, 8, 8, 6.0, 1, 0, 0, 0, 2, 340, 1, 1
0, 2408.0, 5.0, 2, 11, 8, 125.0, 1, 1, 1, 0, 2, 0, 679, 1
1, 3142.0, 155.0, 2, 8, 4, 5.0, 1, 0, 0, 0, 2, 120, 1, 0
1, 2283.0, 3.0, 2, 7, 4, 129.0, 1, 1, 1, 0, 2, 260, 801, 1
1, 375.0, 175.0, 1, 8, 5, 25.0, 1, 0, 0, 1, 2, 164, 401, 0
1, 3633.0, 379.0, 2, 9, 4, 1165.0, 1, 0, 0, 1, 2, 200, 1, 0
1, 1967.0, 375.0, 2, 11, 4, 2.0, 1, 1, 2, 1, 2, 80, 1, 1
1, 2325.0, 15.0, 2, 11, 4, 2375.0, 1, 1, 3, 1, 2, 0, 583, 1
0, 25.0, 11.0, 1, 6, 4, 45.0, 1, 0, 0, 0, 2, 120, 1, 0
1, 1758.0, 10.0, 2, 9, 8, 165.0, 0, 1, 1, 0, 2, 120, 2, 0
0, 1825.0, 10.0, 2, 9, 4, 1.0, 0, 1, 1, 0, 2, 120, 2, 0
0, 3542.0, 12.0, 2, 11, 8, 14.0, 1, 1, 8, 0, 2, 0, 6591, 1
1, 3192.0, 446.0, 2, 13, 8, 604.0, 1, 1, 3, 0, 2, 311, 301, 1
1, 595.0, 275.0, 2, 9, 4, 175.0, 1, 1, 5, 1, 2, 60, 59, 1
0, 4417.0, 6665.0, 2, 11, 4, 7375.0, 1, 1, 3, 1, 2, 0, 1, 1
1, 2117.0, 875.0, 1, 8, 8, 25.0, 0, 0, 0, 0, 2, 280, 205, 0
1, 3417.0, 917.0, 2, 8, 4, 45.0, 1, 1, 12, 1, 2, 0, 222, 1
1, 3733.0, 65.0, 2, 7, 8, 425.0, 1, 1, 12, 1, 2, 93, 1, 1
1, 3667.0, 325.0, 2, 11, 8, 9.0, 1, 0, 0, 1, 2, 102, 640, 1
1, 32.0, 175.0, 1, 10, 8, 4.0, 1, 0, 0, 1, 2, 393, 1, 1
1, 235.0, 275.0, 2, 1, 1, 45.0, 0, 0, 0, 0, 2, 160, 26, 0
0, 41.0, 204.0, 1, 11, 8, 125.0, 1, 1, 23, 1, 2, 455, 1237, 1
1, 1867.0, 5.0, 2, 11, 4, 375.0, 1, 1, 2, 0, 2, 0, 39, 0
1, 3157.0, 375.0, 2, 2, 4, 875.0, 1, 0, 0, 1, 1, 928, 1, 0
1, 2567.0, 29.0, 1, 8, 4, 15.0, 0, 0, 0, 1, 2, 160, 1, 0
