@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
0, 2358.0, 115.0, 1, 4, 8, 3.0, 0, 0, 0, 1, 2, 20, 17, 0
0, 2125.0, 2335.0, 2, 3, 5, 5.0, 1, 1, 4, 0, 1, 80, 1, 1
1, 2183.0, 11.0, 2, 14, 4, 29.0, 1, 1, 6, 0, 2, 121, 1, 1
1, 3267.0, 9.0, 1, 9, 8, 525.0, 1, 0, 0, 1, 2, 154, 1, 1
0, 2358.0, 585.0, 1, 1, 1, 125.0, 0, 0, 0, 0, 2, 120, 88, 0
1, 33.0, 25.0, 1, 9, 4, 7.0, 0, 0, 0, 1, 2, 280, 1, 0
1, 2292.0, 17.0, 2, 7, 4, 85.0, 0, 0, 0, 0, 1, 0, 1, 0
1, 2333.0, 15.0, 2, 8, 8, 1415.0, 1, 0, 0, 0, 2, 422, 201, 1
1, 4767.0, 29.0, 2, 8, 5, 15.0, 1, 1, 20, 0, 2, 0, 15001, 1
1, 3475.0, 25.0, 2, 13, 5, 5.0, 0, 0, 0, 0, 2, 348, 1, 0
1, 5658.0, 185.0, 2, 2, 5, 15.0, 1, 1, 17, 1, 2, 0, 1, 1
1, 3425.0, 175.0, 2, 9, 5, 25.0, 1, 0, 0, 1, 2, 163, 1, 0
0, 235.0, 15.0, 2, 9, 4, 875.0, 0, 0, 0, 1, 2, 160, 1, 0
0, 525.0, 7.0, 2, 6, 8, 3.0, 0, 0, 0, 0, 2, 0, 1, 0
1, 3133.0, 195.0, 2, 8, 4, 7.0, 1, 1, 16, 0, 2, 0, 5001, 1
1, 2408.0, 875.0, 2, 7, 4, 85.0, 0, 1, 4, 0, 2, 254, 1951, 0
0, 5217.0, 0.0, 1, 1, 1, 0.0, 0, 0, 0, 0, 2, 0, 1, 0
0, 2758.0, 3.0, 2, 7, 4, 279.0, 0, 1, 1, 1, 2, 280, 11, 0
1, 2825.0, 5125.0, 2, 14, 4, 475.0, 1, 1, 2, 0, 2, 420, 8, 1
1, 3033.0, 5.0, 2, 2, 8, 85.0, 0, 0, 0, 1, 1, 252, 1, 0
1, 395.0, 1625.0, 2, 8, 4, 15.0, 0, 0, 0, 0, 2, 0, 317, 0
1, 1767.0, 446.0, 2, 8, 4, 25.0, 0, 0, 0, 0, 1, 80, 1, 0
1, 43.0, 29.0, 1, 13, 8, 175.0, 1, 1, 8, 0, 2, 100, 376, 1
1, 3157.0, 105.0, 2, 14, 4, 65.0, 1, 0, 0, 0, 2, 0, 1, 1
