@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
0, 25.0, 1233.0, 2, 13.0, 8.0, 35.0, 1, 1, 6.0, 0, 2, 400.0, 459.0, 1
1, 2667.0, 175.0, 1, 8.0, 4.0, 1.0, 1, 1, 5.0, 1, 2, 160.0, 5778.0, 1
1, 5133.0, 10.0, 2, 3.0, 5.0, 0.0, 1, 1, 11.0, 0, 2, 0.0, 1250.0, 1
1, 2758.0, 204.0, 1, 6.0, 4.0, 2.0, 1, 1, 3.0, 1, 2, 370.0, 561.0, 1
1, 5183.0, 204.0, 1, 1.0, 1.0, 15.0, 0, 0, 0.0, 0, 2, 120.0, 2.0, 0
0, 3367.0, 375.0, 2, 13.0, 4.0, 375.0, 0, 0, 0.0, 0, 2, 300.0, 45.0, 1
0, 1808.0, 375.0, 3, 13.0, 1.0, 10.0, 0, 0, 0.0, 1, 1, 300.0, 1.0, 1
1, 175.0, 22.0, 3, 1.0, 7.0, 0.0, 0, 0, 0.0, 1, 3, 450.0, 100001.0, 1
1, 4767.0, 25.0, 2, 7.0, 5.0, 25.0, 1, 1, 12.0, 1, 2, 410.0, 2511.0, 1
1, 1933.0, 95.0, 2, 11.0, 4.0, 1.0, 1, 0, 0.0, 1, 2, 60.0, 401.0, 1
1, 2917.0, 35.0, 2, 9.0, 4.0, 35.0, 1, 1, 3.0, 1, 2, 329.0, 1.0, 0
0, 4583.0, 105.0, 2, 11.0, 4.0, 5.0, 1, 1, 7.0, 1, 2, 0.0, 1.0, 1
1, 2667.0, 425.0, 2, 13.0, 4.0, 429.0, 1, 1, 1.0, 1, 2, 120.0, 1.0, 1
0, 1792.0, 54.0, 2, 8.0, 4.0, 175.0, 0, 1, 1.0, 1, 2, 80.0, 6.0, 0
0, 2267.0, 335.0, 2, 11.0, 4.0, 75.0, 0, 0, 0.0, 0, 1, 160.0, 1.0, 0
1, 3467.0, 108.0, 2, 7.0, 4.0, 1165.0, 0, 0, 0.0, 0, 1, 28.0, 1.0, 0
1, 2967.0, 1415.0, 2, 9.0, 8.0, 75.0, 1, 1, 1.0, 0, 2, 240.0, 101.0, 1
1, 1917.0, 4.0, 1, 3.0, 4.0, 1.0, 0, 0, 0.0, 1, 2, 360.0, 1001.0, 0
0, 4133.0, 1.0, 2, 3.0, 5.0, 225.0, 1, 0, 0.0, 1, 2, 0.0, 301.0, 1
1, 3167.0, 83.0, 2, 14.0, 4.0, 1335.0, 1, 1, 8.0, 1, 2, 303.0, 3291.0, 1
1, 2983.0, 204.0, 1, 14.0, 8.0, 4.0, 0, 0, 0.0, 0, 2, 128.0, 2.0, 0
1, 3608.0, 254.0, 2, 1.0, 1.0, 0.0, 0, 0, 0.0, 0, 2, 0.0, 1001.0, 0
1, 2258.0, 1004.0, 2, 14.0, 4.0, 4.0, 1, 1, 9.0, 0, 2, 60.0, 397.0, 1
0, 2767.0, 204.0, 2, 9.0, 4.0, 25.0, 0, 0, 0.0, 1, 2, 180.0, 51.0, 0
1, 395.0, 425.0, 2, 8.0, 5.0, 65.0, 1, 1, 16.0, 0, 2, 117.0, 1211.0, 1
0, 2008.0, 125.0, 2, 8.0, 4.0, 0.0, 0, 0, 0.0, 0, 2, 0.0, 1.0, 0
1, 2692.0, 225.0, 2, 3.0, 5.0, 5.0, 0, 0, 0.0, 1, 2, 640.0, 4001.0, 0
1, 1858.0, 1029.0, 2, 1.0, 1.0, 415.0, 0, 0, 0.0, 0, 2, 80.0, 1.0, 0
1, 2167.0, 1165.0, 1, 4.0, 4.0, 25.0, 1, 1, 1.0, 0, 2, 180.0, 21.0, 0
1, 2675.0, 2.0, 2, 2.0, 4.0, 75.0, 0, 0, 0.0, 1, 2, 80.0, 1.0, 0
1, 2875.0, 15.0, 1, 8.0, 4.0, 15.0, 1, 0, 0.0, 1, 2, 0.0, 226.0, 0
1, 2633.0, 13.0, 2, 10.0, 2.0, 0.0, 0, 0, 0.0, 1, 2, 140.0, 1111.0, 0
1, 5433.0, 675.0, 2, 8.0, 8.0, 2625.0, 1, 1, 11.0, 1, 2, 0.0, 285.0, 1
0, 1767.0, 0.0, 1, 5.0, 1.0, 0.0, 0, 0, 0.0, 0, 2, 86.0, 1.0, 0
1, 2392.0, 665.0, 2, 8.0, 4.0, 165.0, 0, 0, 0.0, 0, 2, 100.0, 1.0, 1
0, 225.0, 415.0, 2, 3.0, 4.0, 335.0, 0, 0, 0.0, 1, 1, 144.0, 1.0, 0
1, 3992.0, 54.0, 1, 6.0, 4.0, 5.0, 1, 1, 3.0, 0, 2, 200.0, 1001.0, 1
1, 20.0, 0.0, 2, 2.0, 4.0, 5.0, 0, 0, 0.0, 0, 2, 144.0, 1.0, 0
0, 2492.0, 125.0, 2, 1.0, 1.0, 0.0, 1, 0, 0.0, 0, 2, 80.0, 1.0, 0
1, 2442.0, 12335.0, 2, 11.0, 8.0, 1585.0, 1, 0, 0.0, 1, 2, 120.0, 1.0, 1
0, 2575.0, 5.0, 2, 8.0, 8.0, 875.0, 1, 0, 0.0, 1, 2, 491.0, 1.0, 1
0, 2275.0, 6165.0, 2, 6.0, 4.0, 165.0, 0, 0, 0.0, 0, 2, 220.0, 1001.0, 0
1, 2117.0, 0.0, 2, 8.0, 4.0, 5.0, 0, 0, 0.0, 1, 1, 0.0, 1.0, 0
1, 3525.0, 165.0, 1, 8.0, 4.0, 4.0, 1, 0, 0.0, 0, 2, 80.0, 1.0, 0
0, 2292.0, 11585.0, 2, 13.0, 4.0, 4.0, 1, 0, 0.0, 0, 2, 80.0, 1350.0, 1
0, 4817.0, 1335.0, 2, 3.0, 7.0, 335.0, 0, 0, 0.0, 0, 2, 0.0, 121.0, 0
1, 41.0, 4.0, 2, 10.0, 4.0, 4.0, 0, 1, 1.0, 0, 1, 560.0, 1.0, 1
