@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
1, 2433.0, 6625.0, 1, 2, 4, 55.0, 1, 0, 0, 1, 1, 100, 1, 1
0, 23.0, 1835.0, 2, 5, 3, 0.0, 0, 1, 1, 0, 2, 200, 54, 0
1, 25.0, 1125.0, 2, 8, 4, 25.0, 1, 1, 17, 0, 2, 200, 1209, 1
0, 1608.0, 335.0, 2, 1, 1, 0.0, 0, 1, 1, 0, 2, 160, 127, 0
0, 4033.0, 8125.0, 1, 4, 4, 165.0, 0, 1, 2, 0, 2, 184, 19, 0
1, 34.0, 55.0, 1, 8, 4, 15.0, 0, 0, 0, 1, 2, 60, 1, 0
1, 2025.0, 996.0, 2, 10, 2, 0.0, 1, 0, 0, 0, 2, 0, 1, 1
1, 4092.0, 225.0, 1, 14, 8, 10.0, 1, 0, 0, 1, 2, 176, 1, 0
0, 2433.0, 25.0, 1, 3, 5, 45.0, 0, 0, 0, 0, 2, 200, 457, 0
1, 2042.0, 1835.0, 2, 8, 4, 225.0, 1, 1, 1, 0, 2, 100, 151, 1
0, 2858.0, 375.0, 2, 8, 4, 25.0, 0, 1, 1, 1, 2, 40, 155, 0
1, 3417.0, 154.0, 2, 13, 4, 154.0, 1, 1, 1, 1, 2, 520, 50001, 1
1, 165.0, 125.0, 2, 8, 4, 165.0, 0, 0, 0, 0, 2, 132, 1, 0
1, 2233.0, 11.0, 2, 9, 4, 2.0, 1, 1, 1, 0, 2, 80, 279, 1
1, 1625.0, 835.0, 2, 7, 4, 85.0, 1, 0, 0, 0, 1, 200, 1, 0
1, 3425.0, 3.0, 2, 13, 8, 7415.0, 1, 0, 0, 1, 2, 0, 1, 1
1, 3933.0, 5875.0, 2, 13, 8, 10.0, 1, 1, 14, 1, 2, 399, 1, 1
1, 2108.0, 10085.0, 1, 10, 8, 125.0, 0, 0, 0, 0, 2, 260, 1, 0
1, 2208.0, 11.0, 2, 13, 4, 665.0, 1, 0, 0, 0, 2, 100, 1, 1
1, 5458.0, 9415.0, 2, 1, 1, 14415.0, 1, 1, 11, 1, 2, 30, 301, 1
0, 36.0, 1.0, 2, 8, 4, 2.0, 1, 1, 11, 0, 2, 0, 457, 1
1, 3157.0, 5.0, 2, 8, 5, 835.0, 1, 0, 0, 1, 1, 320, 1, 0
0, 2725.0, 29.0, 2, 7, 8, 125.0, 0, 1, 1, 1, 2, 272, 109, 0
1, 3108.0, 15.0, 1, 9, 4, 4.0, 0, 0, 0, 0, 1, 160, 1, 0
0, 5842.0, 21.0, 2, 3, 5, 10.0, 1, 1, 13, 0, 2, 0, 6701, 1
0, 2817.0, 375.0, 2, 11, 4, 585.0, 1, 1, 4, 0, 2, 80, 1, 1
0, 225.0, 85.0, 2, 11, 4, 175.0, 1, 1, 10, 0, 2, 80, 991, 0
1, 2392.0, 15.0, 2, 2, 8, 1875.0, 1, 1, 6, 0, 2, 200, 328, 1
1, 3675.0, 125.0, 1, 8, 4, 15.0, 0, 0, 0, 1, 2, 232, 114, 1
1, 2117.0, 25.0, 1, 8, 8, 25.0, 0, 0, 0, 0, 2, 280, 205, 0
0, 2483.0, 45.0, 2, 9, 4, 1.0, 0, 0, 0, 1, 2, 360, 7, 0
1, 2458.0, 125.0, 2, 9, 4, 875.0, 1, 0, 0, 1, 2, 260, 1, 0
1, 4175.0, 96.0, 2, 14, 4, 25.0, 1, 0, 0, 0, 2, 510, 601, 1
1, 2992.0, 1835.0, 2, 8, 8, 4335.0, 1, 0, 0, 0, 2, 260, 201, 1
0, 1633.0, 21.0, 2, 6, 4, 125.0, 0, 0, 0, 0, 2, 200, 2, 0
1, 295.0, 58.0, 2, 9, 4, 29.0, 0, 1, 1, 0, 2, 340, 2804, 0
0, 225.0, 11.0, 1, 11, 4, 3.0, 1, 0, 0, 1, 2, 268, 1, 0
1, 3442.0, 1335.0, 2, 3, 5, 125.0, 0, 0, 0, 1, 2, 440, 4501, 0
0, 5758.0, 2.0, 2, 1, 1, 65.0, 0, 1, 1, 0, 2, 0, 11, 0
1, 1692.0, 335.0, 1, 4, 4, 29.0, 0, 0, 0, 0, 1, 200, 1, 0
1, 1375.0, 4.0, 1, 9, 4, 175.0, 1, 1, 2, 1, 2, 120, 1001, 1
1, 3183.0, 25.0, 2, 6, 4, 75.0, 1, 0, 0, 1, 2, 523, 1, 0
0, 2067.0, 1835.0, 2, 11, 4, 2085.0, 1, 1, 5, 0, 2, 220, 2504, 1
0, 3483.0, 125.0, 1, 3, 8, 5.0, 0, 0, 0, 1, 2, 160, 1, 0
0, 3392.0, 1585.0, 1, 1, 1, 0.0, 1, 0, 0, 0, 2, 320, 1, 0
0, 4433.0, 0.0, 2, 8, 4, 25.0, 1, 0, 0, 0, 2, 0, 1, 1
1, 4325.0, 2521.0, 2, 11, 8, 21.0, 1, 1, 1, 0, 2, 760, 91, 0
1, 3742.0, 204.0, 2, 9, 4, 4.0, 1, 0, 0, 1, 2, 400, 5801, 1
1, 3733.0, 2665.0, 2, 13, 4, 165.0, 0, 0, 0, 1, 2, 0, 502, 0
1, 1917.0, 95.0, 2, 9, 4, 15.0, 1, 0, 0, 0, 2, 120, 2207, 1
