@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
0, 2658.0, 254.0, 1, 1, 1, 0.0, 0, 0, 0, 1, 2, 180, 61, 0
0, 3308.0, 4625.0, 2, 11, 8, 1625.0, 1, 1, 2, 0, 2, 0, 1, 1
1, 2958.0, 475.0, 2, 7, 4, 2.0, 0, 1, 1, 1, 2, 460, 69, 0
0, 2808.0, 15.0, 1, 10, 9, 0.0, 1, 0, 0, 0, 2, 0, 13213, 1
1, 2925.0, 13.0, 2, 2, 8, 5.0, 0, 0, 0, 0, 2, 228, 1, 0
1, 2408.0, 9.0, 2, 6, 4, 25.0, 0, 0, 0, 1, 2, 0, 1, 0
1, 3475.0, 15.0, 2, 12, 7, 5375.0, 1, 1, 9, 1, 2, 0, 135, 1
1, 3158.0, 75.0, 1, 6, 4, 35.0, 0, 0, 0, 1, 2, 320, 1, 0
0, 3858.0, 5.0, 2, 13, 4, 135.0, 1, 0, 0, 1, 2, 980, 1, 0
0, 5008.0, 1254.0, 2, 6, 4, 229.0, 1, 1, 3, 1, 2, 156, 1, 1
1, 1808.0, 55.0, 2, 4, 4, 5.0, 1, 0, 0, 0, 2, 80, 1, 1
0, 4225.0, 175.0, 1, 8, 4, 0.0, 0, 0, 0, 1, 2, 150, 2, 0
1, 3958.0, 5.0, 2, 1, 1, 0.0, 0, 1, 2, 0, 2, 17, 2, 0
1, 2208.0, 2335.0, 2, 4, 4, 75.0, 0, 0, 0, 0, 2, 180, 1, 0
1, 3157.0, 4.0, 1, 2, 4, 425.0, 0, 0, 0, 1, 2, 460, 1, 0
1, 1933.0, 10915.0, 2, 8, 5, 585.0, 0, 1, 2, 1, 2, 200, 8, 0
1, 5392.0, 9625.0, 2, 10, 4, 8665.0, 1, 1, 5, 0, 2, 0, 1, 1
0, 3157.0, 1125.0, 2, 1, 1, 0.0, 0, 0, 0, 0, 2, 184, 5201, 0
0, 4725.0, 75.0, 2, 11, 8, 275.0, 1, 1, 1, 0, 2, 333, 893, 1
1, 3267.0, 55.0, 2, 11, 8, 55.0, 1, 1, 12, 1, 2, 408, 1001, 1
1, 2583.0, 12835.0, 2, 13, 4, 5.0, 0, 0, 0, 0, 2, 0, 3, 0
1, 3167.0, 16165.0, 2, 2, 4, 3.0, 1, 1, 9, 0, 2, 250, 731, 1
0, 2083.0, 85.0, 2, 8, 4, 165.0, 0, 0, 0, 0, 2, 0, 352, 0
1, 5783.0, 704.0, 2, 7, 4, 14.0, 1, 1, 6, 1, 2, 360, 1333, 1
1, 2967.0, 75.0, 1, 8, 4, 4.0, 0, 0, 0, 0, 2, 240, 1, 0
1, 1817.0, 1025.0, 2, 8, 8, 1085.0, 0, 0, 0, 0, 2, 320, 14, 0
1, 2275.0, 115.0, 2, 3, 4, 415.0, 0, 0, 0, 0, 2, 0, 1, 0
0, 3157.0, 35.0, 2, 2, 4, 3.0, 1, 0, 0, 1, 2, 300, 1, 0
0, 2042.0, 75.0, 2, 4, 4, 15.0, 1, 1, 1, 0, 2, 160, 235, 1
1, 4917.0, 229.0, 2, 1, 1, 29.0, 0, 0, 0, 0, 2, 200, 4, 0
1, 255.0, 375.0, 2, 7, 4, 25.0, 1, 1, 3, 0, 2, 260, 15109, 1
0, 245.0, 2415.0, 1, 8, 4, 0.0, 0, 0, 0, 0, 2, 120, 1, 0
1, 4325.0, 3.0, 2, 11, 8, 6.0, 1, 1, 11, 0, 2, 80, 1, 1
1, 3058.0, 271.0, 1, 7, 4, 125.0, 0, 0, 0, 1, 1, 80, 1, 0
1, 2767.0, 75.0, 2, 11, 8, 165.0, 0, 0, 0, 1, 2, 220, 252, 0
1, 205.0, 2415.0, 2, 8, 4, 2.0, 1, 1, 11, 1, 2, 200, 3001, 1
1, 22.0, 7835.0, 1, 3, 5, 165.0, 0, 0, 0, 1, 2, 184, 1, 0
0, 2075.0, 954.0, 2, 3, 4, 4.0, 0, 0, 0, 0, 2, 200, 1001, 0
0, 4667.0, 46.0, 2, 13, 8, 415.0, 1, 1, 11, 1, 2, 440, 7, 1
1, 2617.0, 25.0, 2, 3, 5, 0.0, 1, 0, 0, 1, 2, 0, 1, 1
1, 2292.0, 3165.0, 1, 8, 4, 165.0, 0, 0, 0, 0, 2, 160, 1059, 0
1, 2475.0, 54.0, 2, 7, 4, 1.0, 0, 0, 0, 1, 2, 120, 2, 0
0, 1975.0, 75.0, 2, 8, 4, 795.0, 1, 1, 5, 1, 2, 140, 6, 0
0, 2525.0, 125.0, 2, 2, 4, 1.0, 0, 0, 0, 1, 2, 180, 1063, 0
1, 2667.0, 271.0, 1, 13, 4, 525.0, 1, 1, 1, 0, 2, 211, 1, 1
0, 3775.0, 55.0, 2, 11, 4, 125.0, 1, 0, 0, 1, 2, 228, 1, 1
1, 2267.0, 254.0, 1, 8, 8, 2585.0, 1, 0, 0, 0, 2, 0, 1, 1
1, 2617.0, 125.0, 1, 4, 8, 125.0, 0, 0, 0, 1, 2, 0, 18, 0
