@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
1, 3183.0, 4.0, 1, 7.0, 4.0, 4.0, 0, 0, 0.0, 0, 2, 0.0, 1.0, 0
1, 2225.0, 9.0, 2, 6.0, 4.0, 85.0, 0, 0, 0.0, 0, 2, 0.0, 1.0, 0
0, 3575.0, 915.0, 2, 6.0, 4.0, 75.0, 1, 1, 4.0, 0, 2, 0.0, 1584.0, 1
1, 2275.0, 11.0, 2, 11.0, 4.0, 25.0, 1, 1, 7.0, 1, 2, 100.0, 810.0, 1
1, 4058.0, 5.0, 2, 8.0, 4.0, 5.0, 1, 1, 7.0, 0, 2, 0.0, 3066.0, 1
1, 2892.0, 375.0, 2, 8.0, 4.0, 29.0, 0, 0, 0.0, 0, 2, 220.0, 141.0, 0
0, 2083.0, 5.0, 1, 10.0, 2.0, 1.0, 0, 0, 0.0, 0, 2, 260.0, 1.0, 0
0, 4608.0, 3.0, 2, 8.0, 4.0, 2375.0, 1, 1, 8.0, 1, 2, 396.0, 4160.0, 1
1, 1883.0, 354.0, 1, 1.0, 1.0, 0.0, 0, 0, 0.0, 1, 2, 180.0, 2.0, 0
1, 1517.0, 7.0, 2, 10.0, 4.0, 1.0, 0, 0, 0.0, 0, 2, 600.0, 1.0, 0
1, 375.0, 835.0, 2, 10.0, 4.0, 4.0, 0, 0, 0.0, 0, 2, 120.0, 6.0, 0
1, 3408.0, 25.0, 2, 8.0, 4.0, 1.0, 0, 0, 0.0, 0, 2, 460.0, 17.0, 0
1, 4308.0, 375.0, 1, 8.0, 4.0, 375.0, 1, 1, 8.0, 1, 2, 300.0, 163.0, 1
1, 345.0, 404.0, 1, 3.0, 5.0, 85.0, 1, 1, 7.0, 1, 2, 195.0, 1.0, 1
1, 2567.0, 125.0, 2, 13.0, 4.0, 121.0, 1, 1, 67.0, 1, 2, 140.0, 259.0, 1
0, 2975.0, 665.0, 2, 9.0, 4.0, 25.0, 0, 0, 0.0, 1, 2, 300.0, 1.0, 0
0, 2858.0, 354.0, 2, 3.0, 5.0, 5.0, 1, 0, 0.0, 1, 2, 171.0, 1.0, 0
0, 2175.0, 175.0, 1, 5.0, 3.0, 0.0, 0, 0, 0.0, 0, 2, 160.0, 1.0, 0
1, 2942.0, 125.0, 2, 8.0, 8.0, 25.0, 0, 1, 2.0, 1, 2, 400.0, 109.0, 0
0, 295.0, 46.0, 2, 4.0, 4.0, 54.0, 1, 1, 4.0, 0, 2, 380.0, 501.0, 1
1, 3617.0, 55.0, 2, 3.0, 5.0, 5.0, 0, 0, 0.0, 0, 2, 210.0, 688.0, 0
1, 195.0, 29.0, 2, 4.0, 4.0, 29.0, 0, 0, 0.0, 0, 2, 280.0, 365.0, 0
1, 2875.0, 1165.0, 2, 4.0, 4.0, 5.0, 1, 0, 0.0, 0, 1, 280.0, 1.0, 0
1, 3157.0, 3.0, 1, 3.0, 5.0, 7.0, 0, 0, 0.0, 0, 2, 0.0, 2.0, 0
1, 45.0, 85.0, 2, 13.0, 8.0, 14.0, 1, 1, 1.0, 1, 2, 88.0, 2001.0, 1
1, 2783.0, 15.0, 2, 9.0, 4.0, 225.0, 0, 1, 1.0, 1, 2, 100.0, 4.0, 0
1, 5642.0, 28.0, 1, 8.0, 4.0, 285.0, 1, 1, 40.0, 0, 2, 0.0, 16.0, 1
0, 6408.0, 165.0, 2, 1.0, 1.0, 0.0, 1, 1, 1.0, 0, 2, 232.0, 101.0, 1
0, 2242.0, 1125.0, 1, 14.0, 8.0, 75.0, 1, 1, 4.0, 0, 2, 0.0, 322.0, 1
0, 695.0, 6.0, 2, 1.0, 1.0, 0.0, 0, 0, 0.0, 0, 1, 0.0, 1.0, 0
0, 16.0, 165.0, 2, 6.0, 4.0, 1.0, 0, 1, 2.0, 1, 2, 320.0, 2.0, 0
1, 28.0, 2.0, 2, 4.0, 8.0, 4165.0, 1, 1, 2.0, 1, 2, 181.0, 1.0, 1
1, 1633.0, 275.0, 2, 6.0, 4.0, 665.0, 0, 1, 1.0, 0, 2, 80.0, 22.0, 0
0, 2175.0, 1175.0, 2, 8.0, 4.0, 25.0, 0, 0, 0.0, 1, 2, 180.0, 1.0, 0
1, 34.0, 5085.0, 1, 3.0, 5.0, 1085.0, 0, 0, 0.0, 1, 2, 480.0, 1.0, 0
1, 4825.0, 25085.0, 2, 9.0, 4.0, 175.0, 1, 1, 3.0, 0, 2, 120.0, 15.0, 1
1, 3417.0, 275.0, 2, 3.0, 5.0, 25.0, 0, 0, 0.0, 1, 2, 232.0, 201.0, 0
1, 4425.0, 5.0, 2, 7.0, 4.0, 1075.0, 1, 0, 0.0, 0, 1, 400.0, 1.0, 0
1, 3892.0, 175.0, 2, 4.0, 4.0, 5.0, 0, 0, 0.0, 1, 2, 300.0, 3.0, 0
1, 2508.0, 171.0, 2, 14.0, 4.0, 1665.0, 1, 1, 1.0, 1, 2, 395.0, 21.0, 1
1, 2192.0, 54.0, 1, 14.0, 4.0, 4.0, 1, 1, 1.0, 1, 2, 840.0, 60.0, 1
0, 1583.0, 7625.0, 2, 11.0, 4.0, 125.0, 0, 1, 1.0, 1, 2, 0.0, 161.0, 0
0, 2267.0, 75.0, 2, 8.0, 4.0, 2.0, 0, 1, 2.0, 1, 2, 200.0, 395.0, 0
1, 2183.0, 25.0, 2, 2.0, 8.0, 665.0, 1, 0, 0.0, 1, 2, 0.0, 1.0, 1
1, 3617.0, 42.0, 1, 9.0, 4.0, 29.0, 0, 0, 0.0, 1, 2, 309.0, 3.0, 0
0, 2258.0, 1075.0, 2, 11.0, 4.0, 415.0, 1, 1, 5.0, 1, 2, 0.0, 561.0, 1
1, 2267.0, 165.0, 2, 8.0, 3.0, 225.0, 0, 0, 0.0, 1, 1, 0.0, 1.0, 1
1, 2742.0, 125.0, 2, 6.0, 5.0, 25.0, 0, 0, 0.0, 1, 2, 720.0, 1.0, 0
1, 3408.0, 65.0, 2, 6.0, 4.0, 125.0, 1, 0, 0.0, 1, 2, 443.0, 1.0, 0
1, 16.0, 3125.0, 2, 9.0, 4.0, 85.0, 0, 1, 1.0, 0, 2, 0.0, 7.0, 0
0, 1958.0, 665.0, 1, 8.0, 4.0, 1.0, 0, 1, 1.0, 0, 2, 2000.0, 3.0, 0
0, 5025.0, 835.0, 2, 6.0, 4.0, 5.0, 0, 0, 0.0, 1, 2, 240.0, 118.0, 0
1, 5158.0, 15.0, 2, 8.0, 4.0, 85.0, 1, 1, 9.0, 0, 2, 0.0, 1.0, 1
1, 3617.0, 18125.0, 2, 9.0, 4.0, 85.0, 0, 0, 0.0, 0, 2, 320.0, 3553.0, 0
0, 2358.0, 83.0, 2, 11.0, 4.0, 415.0, 0, 1, 1.0, 1, 2, 200.0, 12.0, 0
1, 3157.0, 625.0, 2, 4.0, 4.0, 25.0, 0, 0, 0.0, 0, 2, 380.0, 2011.0, 0
0, 3175.0, 3.0, 1, 5.0, 3.0, 0.0, 0, 0, 0.0, 0, 2, 160.0, 21.0, 0
0, 2617.0, 2.0, 2, 5.0, 3.0, 0.0, 0, 0, 0.0, 1, 2, 276.0, 2.0, 0
0, 1917.0, 8585.0, 2, 13.0, 8.0, 75.0, 1, 1, 7.0, 0, 2, 96.0, 1.0, 1
1, 3575.0, 2415.0, 2, 9.0, 4.0, 125.0, 0, 1, 2.0, 0, 2, 220.0, 2.0, 0
0, 2108.0, 5.0, 1, 1.0, 1.0, 0.0, 0, 0, 0.0, 0, 2, 0.0, 1.0, 0
0, 205.0, 11835.0, 2, 8.0, 8.0, 6.0, 1, 0, 0.0, 0, 2, 340.0, 1.0, 1
0, 2408.0, 5.0, 2, 11.0, 8.0, 125.0, 1, 1, 1.0, 0, 2, 0.0, 679.0, 1
1, 3142.0, 155.0, 2, 8.0, 4.0, 5.0, 1, 0, 0.0, 0, 2, 120.0, 1.0, 0
1, 2283.0, 3.0, 2, 7.0, 4.0, 129.0, 1, 1, 1.0, 0, 2, 260.0, 801.0, 1
1, 375.0, 175.0, 1, 8.0, 5.0, 25.0, 1, 0, 0.0, 1, 2, 164.0, 401.0, 0
1, 3633.0, 379.0, 2, 9.0, 4.0, 1165.0, 1, 0, 0.0, 1, 2, 200.0, 1.0, 0
1, 3208.0, 4.0, 1, 13.0, 4.0, 15.0, 0, 0, 0.0, 1, 2, 120.0, 1.0, 0
1, 2225.0, 46.0, 2, 4.0, 4.0, 125.0, 0, 0, 0.0, 1, 2, 280.0, 56.0, 0
1, 1967.0, 375.0, 2, 11.0, 4.0, 2.0, 1, 1, 2.0, 1, 2, 80.0, 1.0, 1
1, 4058.0, 329.0, 2, 7.0, 4.0, 35.0, 0, 0, 0.0, 1, 1, 400.0, 1.0, 0
0, 7158.0, 0.0, 2, 8.0, 4.0, 0.0, 0, 0, 0.0, 0, 3, 184.0, 1.0, 1
1, 4433.0, 5.0, 2, 3.0, 8.0, 5.0, 1, 0, 0.0, 1, 2, 320.0, 1.0, 1
0, 1758.0, 9.0, 2, 6.0, 4.0, 1375.0, 1, 0, 0.0, 1, 2, 0.0, 1.0, 1
1, 2325.0, 15.0, 2, 11.0, 4.0, 2375.0, 1, 1, 3.0, 1, 2, 0.0, 583.0, 1
1, 4283.0, 4625.0, 2, 11.0, 4.0, 458.0, 1, 0, 0.0, 0, 1, 0.0, 1.0, 1
1, 3017.0, 65.0, 2, 13.0, 4.0, 3125.0, 1, 1, 8.0, 0, 2, 330.0, 1201.0, 1
0, 25.0, 11.0, 1, 6.0, 4.0, 45.0, 1, 0, 0.0, 0, 2, 120.0, 1.0, 0
1, 1808.0, 675.0, 1, 7.0, 4.0, 4.0, 0, 0, 0.0, 0, 2, 140.0, 1.0, 0
1, 5742.0, 85.0, 2, 10.0, 8.0, 7.0, 1, 1, 3.0, 0, 2, 0.0, 1.0, 1
1, 1758.0, 10.0, 2, 9.0, 8.0, 165.0, 0, 1, 1.0, 0, 2, 120.0, 2.0, 0
1, 4208.0, 104.0, 2, 9.0, 4.0, 5.0, 1, 1, 6.0, 1, 2, 500.0, 10001.0, 1
0, 1825.0, 10.0, 2, 9.0, 4.0, 1.0, 0, 1, 1.0, 0, 2, 120.0, 2.0, 0
0, 4533.0, 1.0, 2, 11.0, 4.0, 125.0, 0, 0, 0.0, 1, 2, 263.0, 1.0, 0
0, 3542.0, 12.0, 2, 11.0, 8.0, 14.0, 1, 1, 8.0, 0, 2, 0.0, 6591.0, 1
1, 3192.0, 446.0, 2, 13.0, 8.0, 604.0, 1, 1, 3.0, 0, 2, 311.0, 301.0, 1
1, 3017.0, 1085.0, 1, 8.0, 4.0, 4.0, 0, 0, 0.0, 0, 2, 170.0, 180.0, 0
1, 3775.0, 7.0, 2, 11.0, 8.0, 115.0, 1, 1, 7.0, 1, 2, 300.0, 6.0, 0
1, 1708.0, 85.0, 1, 8.0, 4.0, 4.0, 0, 0, 0.0, 0, 2, 140.0, 723.0, 0
1, 595.0, 275.0, 2, 9.0, 4.0, 175.0, 1, 1, 5.0, 1, 2, 60.0, 59.0, 1
1, 4958.0, 19.0, 2, 1.0, 1.0, 0.0, 1, 1, 1.0, 0, 2, 94.0, 1.0, 0
1, 6917.0, 9.0, 2, 1.0, 1.0, 4.0, 0, 1, 1.0, 0, 2, 70.0, 7.0, 0
0, 4417.0, 6665.0, 2, 11.0, 4.0, 7375.0, 1, 1, 3.0, 1, 2, 0.0, 1.0, 1
1, 1942.0, 725.0, 2, 7.0, 4.0, 4.0, 0, 1, 1.0, 0, 2, 100.0, 2.0, 0
0, 1783.0, 11.0, 2, 14.0, 8.0, 1.0, 1, 1, 11.0, 0, 2, 0.0, 3001.0, 1
1, 2392.0, 585.0, 1, 13.0, 8.0, 125.0, 0, 0, 0.0, 0, 2, 240.0, 2.0, 0
0, 285.0, 304.0, 1, 14.0, 8.0, 254.0, 1, 1, 1.0, 0, 2, 70.0, 1.0, 1
1, 2117.0, 875.0, 1, 8.0, 8.0, 25.0, 0, 0, 0.0, 0, 2, 280.0, 205.0, 0
1, 3417.0, 917.0, 2, 8.0, 4.0, 45.0, 1, 1, 12.0, 1, 2, 0.0, 222.0, 1
1, 3733.0, 65.0, 2, 7.0, 8.0, 425.0, 1, 1, 12.0, 1, 2, 93.0, 1.0, 1
1, 3667.0, 325.0, 2, 11.0, 8.0, 9.0, 1, 0, 0.0, 1, 2, 102.0, 640.0, 1
0, 2692.0, 135.0, 2, 11.0, 8.0, 5.0, 1, 1, 2.0, 0, 2, 0.0, 5001.0, 1
1, 3917.0, 25.0, 1, 3.0, 8.0, 10.0, 0, 0, 0.0, 1, 1, 200.0, 1.0, 0
0, 1842.0, 925.0, 2, 11.0, 4.0, 121.0, 1, 1, 4.0, 0, 2, 60.0, 541.0, 1
1, 2358.0, 179.0, 2, 8.0, 4.0, 54.0, 0, 0, 0.0, 1, 2, 136.0, 2.0, 0
1, 32.0, 175.0, 1, 10.0, 8.0, 4.0, 1, 0, 0.0, 1, 2, 393.0, 1.0, 1
1, 4808.0, 375.0, 2, 3.0, 5.0, 1.0, 0, 0, 0.0, 0, 2, 100.0, 3.0, 0
1, 235.0, 275.0, 2, 1.0, 1.0, 45.0, 0, 0, 0.0, 0, 2, 160.0, 26.0, 0
0, 41.0, 204.0, 1, 11.0, 8.0, 125.0, 1, 1, 23.0, 1, 2, 455.0, 1237.0, 1
1, 1867.0, 5.0, 2, 11.0, 4.0, 375.0, 1, 1, 2.0, 0, 2, 0.0, 39.0, 0
1, 26.0, 1.0, 2, 11.0, 4.0, 175.0, 1, 0, 0.0, 1, 2, 280.0, 1.0, 1
1, 3157.0, 375.0, 2, 2.0, 4.0, 875.0, 1, 0, 0.0, 1, 1, 928.0, 1.0, 0
1, 2567.0, 29.0, 1, 8.0, 4.0, 15.0, 0, 0, 0.0, 1, 2, 160.0, 1.0, 0
0, 1883.0, 954.0, 2, 6.0, 4.0, 85.0, 1, 0, 0.0, 0, 2, 100.0, 1.0, 1
