@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
1, 3958.0, 5.0, 2, 1.0, 1.0, 0.0, 0, 1, 2.0, 0, 2, 17.0, 2.0, 0
0, 1883.0, 4415.0, 1, 8.0, 8.0, 3.0, 1, 0, 0.0, 0, 2, 240.0, 1.0, 1
1, 3157.0, 4.0, 2, 14.0, 4.0, 5.0, 1, 1, 3.0, 1, 2, 290.0, 2280.0, 1
1, 2208.0, 2335.0, 2, 4.0, 4.0, 75.0, 0, 0, 0.0, 0, 2, 180.0, 1.0, 0
1, 3108.0, 3085.0, 2, 8.0, 4.0, 25.0, 0, 1, 2.0, 1, 2, 160.0, 42.0, 0
1, 2725.0, 1665.0, 2, 13.0, 8.0, 5085.0, 1, 1, 9.0, 0, 2, 399.0, 828.0, 1
1, 3075.0, 1585.0, 2, 2.0, 4.0, 585.0, 0, 0, 0.0, 1, 1, 0.0, 1.0, 0
0, 2083.0, 3.0, 2, 6.0, 4.0, 4.0, 1, 0, 0.0, 0, 2, 100.0, 1.0, 1
1, 2825.0, 875.0, 2, 7.0, 4.0, 96.0, 1, 1, 3.0, 1, 2, 396.0, 1.0, 1
1, 3908.0, 6.0, 2, 7.0, 4.0, 129.0, 1, 1, 5.0, 1, 2, 108.0, 1098.0, 1
1, 1708.0, 329.0, 2, 3.0, 4.0, 335.0, 0, 0, 0.0, 1, 2, 140.0, 3.0, 0
1, 3858.0, 3335.0, 2, 9.0, 4.0, 4.0, 1, 1, 14.0, 0, 2, 383.0, 1345.0, 1
1, 3157.0, 4.0, 1, 2.0, 4.0, 425.0, 0, 0, 0.0, 1, 2, 460.0, 1.0, 0
0, 295.0, 1085.0, 1, 14.0, 4.0, 1.0, 0, 0, 0.0, 0, 2, 280.0, 14.0, 0
1, 27.0, 15.0, 1, 9.0, 4.0, 375.0, 1, 0, 0.0, 1, 2, 260.0, 1066.0, 1
1, 1933.0, 10915.0, 2, 8.0, 5.0, 585.0, 0, 1, 2.0, 1, 2, 200.0, 8.0, 0
1, 5392.0, 9625.0, 2, 10.0, 4.0, 8665.0, 1, 1, 5.0, 0, 2, 0.0, 1.0, 1
0, 3157.0, 1125.0, 2, 1.0, 1.0, 0.0, 0, 0, 0.0, 0, 2, 184.0, 5201.0, 0
0, 3233.0, 54.0, 2, 13.0, 4.0, 4.0, 1, 0, 0.0, 0, 2, 440.0, 11178.0, 1
1, 2983.0, 125.0, 1, 4.0, 4.0, 25.0, 0, 0, 0.0, 0, 2, 224.0, 1.0, 0
0, 4725.0, 75.0, 2, 11.0, 8.0, 275.0, 1, 1, 1.0, 0, 2, 333.0, 893.0, 1
1, 3267.0, 55.0, 2, 11.0, 8.0, 55.0, 1, 1, 12.0, 1, 2, 408.0, 1001.0, 1
1, 2583.0, 12835.0, 2, 13.0, 4.0, 5.0, 0, 0, 0.0, 0, 2, 0.0, 3.0, 0
1, 34.0, 45.0, 2, 6.0, 4.0, 1.0, 1, 0, 0.0, 1, 2, 240.0, 1.0, 0
1, 2442.0, 2.0, 2, 10.0, 2.0, 165.0, 0, 1, 2.0, 0, 2, 320.0, 1301.0, 0
1, 2308.0, 115.0, 2, 3.0, 4.0, 35.0, 1, 1, 9.0, 0, 2, 56.0, 743.0, 1
1, 3167.0, 16165.0, 2, 2.0, 4.0, 3.0, 1, 1, 9.0, 0, 2, 250.0, 731.0, 1
1, 2358.0, 46.0, 1, 9.0, 4.0, 2625.0, 1, 1, 6.0, 1, 2, 208.0, 348.0, 0
0, 2083.0, 85.0, 2, 8.0, 4.0, 165.0, 0, 0, 0.0, 0, 2, 0.0, 352.0, 0
1, 3157.0, 5.0, 1, 6.0, 4.0, 85.0, 1, 0, 0.0, 0, 2, 0.0, 1.0, 0
1, 2042.0, 0.0, 2, 8.0, 4.0, 0.0, 0, 0, 0.0, 0, 3, 184.0, 1.0, 0
0, 2525.0, 135.0, 1, 1.0, 1.0, 2.0, 0, 1, 1.0, 1, 2, 200.0, 2.0, 0
1, 5783.0, 704.0, 2, 7.0, 4.0, 14.0, 1, 1, 6.0, 1, 2, 360.0, 1333.0, 1
1, 3983.0, 5.0, 2, 7.0, 4.0, 25.0, 1, 0, 0.0, 0, 1, 288.0, 1.0, 0
1, 2967.0, 75.0, 1, 8.0, 4.0, 4.0, 0, 0, 0.0, 0, 2, 240.0, 1.0, 0
1, 2575.0, 75.0, 2, 8.0, 5.0, 25.0, 1, 0, 0.0, 0, 2, 349.0, 24.0, 1
0, 2867.0, 104.0, 2, 8.0, 4.0, 25.0, 1, 1, 5.0, 1, 2, 300.0, 1431.0, 1
1, 2042.0, 7.0, 2, 8.0, 4.0, 1625.0, 1, 1, 3.0, 0, 2, 200.0, 1392.0, 1
1, 3483.0, 25.0, 1, 9.0, 4.0, 3.0, 0, 0, 0.0, 0, 1, 200.0, 1.0, 0
1, 2142.0, 75.0, 1, 12.0, 7.0, 75.0, 0, 0, 0.0, 1, 2, 132.0, 3.0, 0
1, 1817.0, 1025.0, 2, 8.0, 8.0, 1085.0, 0, 0, 0.0, 0, 2, 320.0, 14.0, 0
1, 28.0, 3.0, 2, 9.0, 4.0, 75.0, 0, 0, 0.0, 1, 2, 300.0, 68.0, 0
1, 2275.0, 115.0, 2, 3.0, 4.0, 415.0, 0, 0, 0.0, 0, 2, 0.0, 1.0, 0
0, 3157.0, 35.0, 2, 2.0, 4.0, 3.0, 1, 0, 0.0, 1, 2, 300.0, 1.0, 0
0, 2042.0, 75.0, 2, 4.0, 4.0, 15.0, 1, 1, 1.0, 0, 2, 160.0, 235.0, 1
1, 4917.0, 229.0, 2, 1.0, 1.0, 29.0, 0, 0, 0.0, 0, 2, 200.0, 4.0, 0
1, 255.0, 375.0, 2, 7.0, 4.0, 25.0, 1, 1, 3.0, 0, 2, 260.0, 15109.0, 1
0, 4158.0, 104.0, 2, 6.0, 4.0, 665.0, 0, 0, 0.0, 0, 2, 240.0, 238.0, 0
0, 245.0, 2415.0, 1, 8.0, 4.0, 0.0, 0, 0, 0.0, 0, 2, 120.0, 1.0, 0
0, 3325.0, 25.0, 1, 8.0, 4.0, 25.0, 0, 0, 0.0, 1, 2, 0.0, 3.0, 0
1, 4325.0, 3.0, 2, 11.0, 8.0, 6.0, 1, 1, 11.0, 0, 2, 80.0, 1.0, 1
0, 45.0, 4585.0, 2, 4.0, 8.0, 1.0, 0, 0, 0.0, 1, 1, 240.0, 1.0, 0
1, 3058.0, 271.0, 1, 7.0, 4.0, 125.0, 0, 0, 0.0, 1, 1, 80.0, 1.0, 0
1, 2767.0, 75.0, 2, 11.0, 8.0, 165.0, 0, 0, 0.0, 1, 2, 220.0, 252.0, 0
0, 2542.0, 1125.0, 2, 11.0, 4.0, 129.0, 1, 1, 2.0, 0, 2, 200.0, 1.0, 0
1, 4058.0, 15.0, 2, 3.0, 5.0, 0.0, 0, 0, 0.0, 0, 1, 300.0, 1.0, 0
1, 56.0, 125.0, 2, 4.0, 8.0, 8.0, 1, 0, 0.0, 1, 2, 24.0, 2029.0, 1
1, 3208.0, 4.0, 2, 7.0, 4.0, 25.0, 1, 0, 0.0, 1, 2, 360.0, 1.0, 1
0, 3825.0, 6.0, 2, 4.0, 4.0, 1.0, 1, 0, 0.0, 1, 2, 0.0, 1.0, 1
1, 205.0, 2415.0, 2, 8.0, 4.0, 2.0, 1, 1, 11.0, 1, 2, 200.0, 3001.0, 1
1, 22.0, 7835.0, 1, 3.0, 5.0, 165.0, 0, 0, 0.0, 1, 2, 184.0, 1.0, 0
1, 205.0, 10.0, 1, 8.0, 4.0, 25.0, 1, 0, 0.0, 0, 1, 40.0, 1.0, 1
0, 2075.0, 954.0, 2, 3.0, 4.0, 4.0, 0, 0, 0.0, 0, 2, 200.0, 1001.0, 0
0, 4667.0, 46.0, 2, 13.0, 8.0, 415.0, 1, 1, 11.0, 1, 2, 440.0, 7.0, 1
1, 2617.0, 25.0, 2, 3.0, 5.0, 0.0, 1, 0, 0.0, 1, 2, 0.0, 1.0, 1
1, 4192.0, 42.0, 2, 8.0, 8.0, 21.0, 1, 1, 6.0, 0, 2, 220.0, 949.0, 1
0, 2325.0, 5875.0, 2, 11.0, 4.0, 317.0, 1, 1, 10.0, 0, 2, 120.0, 246.0, 1
1, 2833.0, 5.0, 2, 9.0, 4.0, 11.0, 1, 0, 0.0, 1, 2, 70.0, 1.0, 1
0, 2858.0, 1665.0, 2, 11.0, 4.0, 2415.0, 1, 0, 0.0, 1, 2, 440.0, 1.0, 0
1, 2292.0, 3165.0, 1, 8.0, 4.0, 165.0, 0, 0, 0.0, 0, 2, 160.0, 1059.0, 0
0, 245.0, 104.0, 1, 1.0, 1.0, 5.0, 1, 1, 3.0, 0, 2, 180.0, 148.0, 0
1, 2475.0, 54.0, 2, 7.0, 4.0, 1.0, 0, 0, 0.0, 1, 2, 120.0, 2.0, 0
1, 2458.0, 125.0, 2, 8.0, 4.0, 25.0, 0, 0, 0.0, 0, 2, 110.0, 1.0, 0
1, 4817.0, 35.0, 2, 6.0, 4.0, 35.0, 1, 0, 0.0, 0, 1, 230.0, 1.0, 1
0, 1975.0, 75.0, 2, 8.0, 4.0, 795.0, 1, 1, 5.0, 1, 2, 140.0, 6.0, 0
1, 2617.0, 835.0, 2, 13.0, 4.0, 1165.0, 0, 0, 0.0, 0, 2, 100.0, 1.0, 0
1, 235.0, 3165.0, 1, 4.0, 4.0, 415.0, 0, 1, 1.0, 1, 2, 280.0, 81.0, 0
0, 2525.0, 125.0, 2, 2.0, 4.0, 1.0, 0, 0, 0.0, 1, 2, 180.0, 1063.0, 0
1, 2667.0, 271.0, 1, 13.0, 4.0, 525.0, 1, 1, 1.0, 0, 2, 211.0, 1.0, 1
0, 2608.0, 8665.0, 2, 6.0, 4.0, 1415.0, 1, 0, 0.0, 0, 2, 160.0, 151.0, 1
1, 3157.0, 4.0, 1, 3.0, 4.0, 85.0, 0, 0, 0.0, 1, 2, 411.0, 1.0, 0
0, 3775.0, 55.0, 2, 11.0, 4.0, 125.0, 1, 0, 0.0, 1, 2, 228.0, 1.0, 1
1, 2267.0, 254.0, 1, 8.0, 8.0, 2585.0, 1, 0, 0.0, 0, 2, 0.0, 1.0, 1
1, 2617.0, 125.0, 1, 4.0, 8.0, 125.0, 0, 0, 0.0, 1, 2, 0.0, 18.0, 0
1, 4858.0, 205.0, 1, 4.0, 4.0, 25.0, 1, 1, 11.0, 0, 2, 380.0, 2733.0, 1
1, 2067.0, 415.0, 2, 8.0, 4.0, 125.0, 0, 0, 0.0, 0, 2, 0.0, 45.0, 0
