@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
0, 3733.0, 25.0, 2, 3.0, 8.0, 21.0, 0, 0, 0.0, 0, 2, 260.0, 247.0, 0
1, 425.0, 4915.0, 1, 9.0, 4.0, 3165.0, 1, 0, 0.0, 1, 2, 52.0, 1443.0, 1
0, 4083.0, 35.0, 2, 3.0, 5.0, 5.0, 0, 0, 0.0, 0, 1, 1160.0, 1.0, 0
1, 2942.0, 125.0, 2, 9.0, 4.0, 175.0, 0, 0, 0.0, 0, 2, 200.0, 1.0, 0
1, 365.0, 425.0, 2, 11.0, 4.0, 35.0, 0, 0, 0.0, 0, 2, 454.0, 51.0, 0
0, 3217.0, 146.0, 2, 9.0, 4.0, 1085.0, 1, 1, 16.0, 0, 2, 120.0, 2080.0, 1
0, 3517.0, 375.0, 2, 1.0, 1.0, 0.0, 0, 1, 6.0, 0, 2, 0.0, 201.0, 0
1, 2342.0, 1.0, 2, 8.0, 4.0, 5.0, 0, 0, 0.0, 1, 1, 280.0, 1.0, 0
0, 2475.0, 13665.0, 2, 11.0, 8.0, 15.0, 0, 0, 0.0, 0, 2, 280.0, 2.0, 0
1, 2775.0, 129.0, 2, 4.0, 8.0, 25.0, 0, 0, 0.0, 1, 1, 140.0, 1.0, 0
1, 2867.0, 145.0, 2, 2.0, 4.0, 125.0, 0, 0, 0.0, 0, 2, 0.0, 287.0, 0
0, 3892.0, 1665.0, 2, 6.0, 4.0, 25.0, 0, 0, 0.0, 0, 2, 0.0, 391.0, 0
1, 3867.0, 21.0, 2, 4.0, 4.0, 85.0, 1, 0, 0.0, 1, 2, 280.0, 1.0, 1
0, 25.0, 875.0, 2, 14.0, 8.0, 104.0, 1, 0, 0.0, 1, 2, 160.0, 5861.0, 1
0, 4983.0, 13585.0, 2, 4.0, 8.0, 85.0, 1, 0, 0.0, 1, 2, 0.0, 1.0, 1
1, 2783.0, 4.0, 1, 3.0, 8.0, 575.0, 1, 1, 2.0, 1, 2, 75.0, 1.0, 0
1, 3317.0, 1.0, 2, 14.0, 4.0, 75.0, 1, 1, 7.0, 1, 2, 340.0, 4072.0, 1
0, 46.0, 4.0, 2, 5.0, 3.0, 0.0, 1, 0, 0.0, 0, 2, 100.0, 961.0, 1
1, 4092.0, 835.0, 2, 1.0, 1.0, 0.0, 1, 0, 0.0, 0, 2, 130.0, 2.0, 0
0, 3833.0, 4415.0, 2, 8.0, 4.0, 125.0, 0, 0, 0.0, 0, 2, 160.0, 1.0, 0
1, 3925.0, 95.0, 2, 7.0, 4.0, 65.0, 1, 1, 14.0, 0, 2, 240.0, 4608.0, 1
1, 6408.0, 20.0, 2, 14.0, 8.0, 175.0, 1, 1, 9.0, 1, 2, 0.0, 1001.0, 1
1, 525.0, 65.0, 2, 4.0, 4.0, 629.0, 1, 1, 15.0, 0, 2, 0.0, 11203.0, 1
1, 18.0, 165.0, 2, 11.0, 7.0, 21.0, 0, 0, 0.0, 0, 2, 200.0, 41.0, 1
0, 225.0, 846.0, 1, 14.0, 4.0, 246.0, 0, 0, 0.0, 0, 2, 164.0, 1.0, 1
1, 1792.0, 205.0, 2, 6.0, 4.0, 4.0, 0, 0, 0.0, 0, 2, 280.0, 751.0, 0
1, 625.0, 1275.0, 1, 8.0, 8.0, 5.0, 1, 0, 0.0, 0, 2, 112.0, 1.0, 0
0, 235.0, 9.0, 2, 11.0, 4.0, 85.0, 1, 1, 5.0, 1, 2, 120.0, 1.0, 1
0, 5683.0, 425.0, 1, 1.0, 1.0, 5.0, 0, 0, 0.0, 1, 2, 0.0, 5.0, 0
1, 4117.0, 404.0, 2, 13.0, 8.0, 7.0, 1, 1, 8.0, 0, 2, 320.0, 1.0, 1
1, 3067.0, 25.0, 2, 13.0, 8.0, 225.0, 0, 0, 0.0, 1, 1, 340.0, 1.0, 0
1, 3717.0, 4.0, 2, 8.0, 5.0, 5.0, 1, 0, 0.0, 1, 1, 280.0, 1.0, 0
0, 1875.0, 75.0, 2, 11.0, 4.0, 271.0, 1, 1, 5.0, 0, 2, 184.0, 26727.0, 1
1, 3292.0, 25.0, 2, 6.0, 4.0, 175.0, 0, 1, 2.0, 1, 2, 720.0, 1.0, 0
0, 2033.0, 10.0, 2, 8.0, 8.0, 1.0, 1, 1, 4.0, 0, 2, 50.0, 1466.0, 1
0, 305.0, 65.0, 2, 8.0, 5.0, 4.0, 1, 1, 7.0, 1, 2, 0.0, 3066.0, 1
1, 2533.0, 58.0, 2, 8.0, 4.0, 29.0, 1, 1, 7.0, 1, 2, 96.0, 5125.0, 1
0, 2283.0, 229.0, 2, 11.0, 8.0, 229.0, 1, 1, 7.0, 1, 2, 140.0, 2385.0, 1
1, 3558.0, 75.0, 2, 4.0, 4.0, 15.0, 0, 0, 0.0, 1, 2, 231.0, 1.0, 0
1, 4833.0, 12.0, 2, 7.0, 4.0, 16.0, 1, 0, 0.0, 0, 1, 110.0, 1.0, 1
1, 8025.0, 55.0, 2, 8.0, 4.0, 54.0, 1, 0, 0.0, 0, 2, 0.0, 341.0, 0
0, 1692.0, 5.0, 2, 3.0, 4.0, 165.0, 0, 1, 6.0, 1, 2, 240.0, 36.0, 0
1, 245.0, 13335.0, 1, 6.0, 4.0, 4.0, 0, 0, 0.0, 1, 2, 120.0, 476.0, 0
1, 35.0, 3375.0, 2, 8.0, 8.0, 829.0, 0, 0, 0.0, 1, 2, 0.0, 1.0, 0
0, 1917.0, 5415.0, 2, 3.0, 8.0, 29.0, 0, 0, 0.0, 0, 2, 80.0, 485.0, 0
1, 6542.0, 11.0, 2, 10.0, 9.0, 20.0, 1, 1, 7.0, 1, 2, 22.0, 1.0, 1
1, 4133.0, 0.0, 2, 8.0, 5.0, 15.0, 1, 0, 0.0, 0, 2, 0.0, 1.0, 1
1, 3125.0, 1125.0, 2, 1.0, 1.0, 0.0, 0, 1, 1.0, 0, 2, 96.0, 20.0, 0
0, 3675.0, 471.0, 2, 1.0, 1.0, 0.0, 0, 0, 0.0, 0, 2, 160.0, 1.0, 0
1, 3842.0, 705.0, 2, 8.0, 4.0, 375.0, 0, 1, 2.0, 0, 2, 225.0, 501.0, 0
1, 39.0, 5.0, 2, 13.0, 4.0, 35.0, 1, 1, 10.0, 1, 2, 0.0, 1.0, 1
1, 3275.0, 2335.0, 2, 2.0, 8.0, 575.0, 0, 0, 0.0, 1, 2, 292.0, 1.0, 0
0, 1958.0, 665.0, 2, 9.0, 4.0, 1665.0, 0, 0, 0.0, 0, 2, 220.0, 6.0, 0
1, 2133.0, 105.0, 2, 8.0, 4.0, 3.0, 1, 0, 0.0, 1, 2, 0.0, 1.0, 1
1, 2067.0, 529.0, 2, 11.0, 4.0, 375.0, 1, 1, 1.0, 0, 2, 160.0, 1.0, 0
1, 21.0, 479.0, 1, 9.0, 4.0, 225.0, 1, 1, 1.0, 1, 2, 80.0, 301.0, 1
1, 2217.0, 225.0, 2, 3.0, 4.0, 125.0, 0, 0, 0.0, 0, 2, 160.0, 11.0, 0
1, 5242.0, 15.0, 2, 2.0, 4.0, 375.0, 0, 0, 0.0, 1, 2, 0.0, 351.0, 0
1, 2017.0, 5625.0, 2, 9.0, 4.0, 171.0, 1, 0, 0.0, 0, 1, 120.0, 1.0, 1
1, 2517.0, 3.0, 2, 8.0, 4.0, 125.0, 0, 1, 1.0, 0, 2, 0.0, 23.0, 0
0, 1883.0, 95.0, 2, 9.0, 4.0, 1625.0, 1, 1, 6.0, 1, 2, 40.0, 601.0, 1
1, 3358.0, 275.0, 2, 7.0, 4.0, 425.0, 1, 1, 6.0, 0, 2, 204.0, 1.0, 1
1, 5075.0, 585.0, 2, 1.0, 1.0, 0.0, 0, 0, 0.0, 0, 2, 145.0, 1.0, 0
1, 3517.0, 45.0, 2, 14.0, 8.0, 575.0, 0, 0, 0.0, 1, 1, 711.0, 1.0, 1
1, 1942.0, 65.0, 2, 9.0, 8.0, 146.0, 1, 1, 7.0, 0, 2, 80.0, 2955.0, 1
0, 4117.0, 65.0, 2, 11.0, 4.0, 5.0, 1, 1, 3.0, 1, 2, 145.0, 1.0, 1
1, 2517.0, 6.0, 2, 8.0, 4.0, 1.0, 1, 1, 3.0, 0, 2, 0.0, 1.0, 1
1, 225.0, 115.0, 1, 7.0, 4.0, 15.0, 0, 0, 0.0, 1, 2, 0.0, 4001.0, 0
0, 2558.0, 0.0, 2, 8.0, 4.0, 0.0, 0, 0, 0.0, 0, 3, 184.0, 1.0, 1
0, 32.0, 6.0, 2, 2.0, 4.0, 125.0, 0, 0, 0.0, 0, 2, 272.0, 1.0, 0
1, 1883.0, 0.0, 2, 11.0, 4.0, 665.0, 0, 0, 0.0, 0, 2, 160.0, 2.0, 0
0, 2875.0, 375.0, 2, 8.0, 4.0, 1085.0, 1, 1, 1.0, 1, 2, 371.0, 1.0, 1
1, 3442.0, 425.0, 2, 3.0, 5.0, 325.0, 1, 1, 2.0, 0, 2, 274.0, 611.0, 1
1, 2525.0, 1.0, 2, 6.0, 4.0, 5.0, 0, 0, 0.0, 0, 2, 200.0, 1.0, 0
0, 565.0, 16.0, 2, 5.0, 1.0, 0.0, 1, 1, 15.0, 0, 2, 0.0, 248.0, 1
1, 3225.0, 165.0, 1, 8.0, 8.0, 325.0, 1, 1, 1.0, 1, 2, 432.0, 8001.0, 1
0, 3058.0, 10665.0, 2, 11.0, 8.0, 85.0, 0, 1, 12.0, 1, 2, 129.0, 4.0, 0
1, 2783.0, 154.0, 2, 9.0, 4.0, 375.0, 1, 1, 5.0, 1, 2, 100.0, 4.0, 1
1, 1608.0, 75.0, 2, 8.0, 4.0, 175.0, 1, 1, 5.0, 1, 2, 352.0, 691.0, 1
1, 3017.0, 5.0, 2, 8.0, 4.0, 175.0, 1, 1, 11.0, 0, 2, 32.0, 541.0, 1
1, 3667.0, 2.0, 2, 3.0, 4.0, 25.0, 0, 0, 0.0, 1, 2, 221.0, 1.0, 0
1, 2008.0, 25.0, 2, 11.0, 4.0, 125.0, 0, 0, 0.0, 0, 2, 200.0, 1.0, 0
1, 2042.0, 1085.0, 2, 11.0, 4.0, 15.0, 0, 0, 0.0, 0, 2, 108.0, 8.0, 0
1, 3008.0, 104.0, 1, 3.0, 5.0, 5.0, 1, 1, 10.0, 1, 2, 132.0, 29.0, 0
0, 2358.0, 115.0, 1, 4.0, 8.0, 3.0, 0, 0, 0.0, 1, 2, 20.0, 17.0, 0
1, 4817.0, 7625.0, 2, 9.0, 8.0, 155.0, 1, 1, 12.0, 0, 2, 0.0, 791.0, 1
0, 2192.0, 11665.0, 2, 4.0, 8.0, 85.0, 0, 0, 0.0, 0, 2, 320.0, 6.0, 0
0, 2125.0, 2335.0, 2, 3.0, 5.0, 5.0, 1, 1, 4.0, 0, 1, 80.0, 1.0, 1
0, 2733.0, 1665.0, 2, 1.0, 1.0, 0.0, 0, 0, 0.0, 0, 2, 340.0, 2.0, 0
0, 215.0, 6.0, 2, 6.0, 4.0, 25.0, 1, 1, 3.0, 0, 2, 80.0, 919.0, 1
1, 2183.0, 11.0, 2, 14.0, 4.0, 29.0, 1, 1, 6.0, 0, 2, 121.0, 1.0, 1
1, 2192.0, 5.0, 2, 8.0, 4.0, 125.0, 0, 0, 0.0, 0, 2, 360.0, 1.0, 0
1, 3267.0, 9.0, 1, 9.0, 8.0, 525.0, 1, 0, 0.0, 1, 2, 154.0, 1.0, 1
0, 2358.0, 585.0, 1, 1.0, 1.0, 125.0, 0, 0, 0.0, 0, 2, 120.0, 88.0, 0
1, 33.0, 25.0, 1, 9.0, 4.0, 7.0, 0, 0, 0.0, 1, 2, 280.0, 1.0, 0
1, 3375.0, 275.0, 2, 3.0, 5.0, 0.0, 0, 0, 0.0, 0, 2, 180.0, 1.0, 0
0, 2267.0, 79.0, 2, 3.0, 4.0, 85.0, 0, 0, 0.0, 0, 2, 144.0, 1.0, 0
1, 44.0, 2.0, 2, 7.0, 4.0, 175.0, 1, 1, 2.0, 1, 2, 0.0, 16.0, 1
1, 2292.0, 17.0, 2, 7.0, 4.0, 85.0, 0, 0, 0.0, 0, 1, 0.0, 1.0, 0
1, 4425.0, 11.0, 1, 2.0, 4.0, 15.0, 1, 0, 0.0, 0, 1, 0.0, 1.0, 0
1, 2333.0, 15.0, 2, 8.0, 8.0, 1415.0, 1, 0, 0.0, 0, 2, 422.0, 201.0, 1
1, 4767.0, 29.0, 2, 8.0, 5.0, 15.0, 1, 1, 20.0, 0, 2, 0.0, 15001.0, 1
1, 3475.0, 25.0, 2, 13.0, 5.0, 5.0, 0, 0, 0.0, 0, 2, 348.0, 1.0, 0
1, 5658.0, 185.0, 2, 2.0, 5.0, 15.0, 1, 1, 17.0, 1, 2, 0.0, 1.0, 1
1, 3425.0, 175.0, 2, 9.0, 5.0, 25.0, 1, 0, 0.0, 1, 2, 163.0, 1.0, 0
0, 235.0, 15.0, 2, 9.0, 4.0, 875.0, 0, 0, 0.0, 1, 2, 160.0, 1.0, 0
0, 525.0, 7.0, 2, 6.0, 8.0, 3.0, 0, 0, 0.0, 0, 2, 0.0, 1.0, 0
1, 3133.0, 195.0, 2, 8.0, 4.0, 7.0, 1, 1, 16.0, 0, 2, 0.0, 5001.0, 1
1, 4717.0, 5835.0, 2, 9.0, 4.0, 55.0, 0, 0, 0.0, 0, 2, 465.0, 151.0, 0
1, 2408.0, 875.0, 2, 7.0, 4.0, 85.0, 0, 1, 4.0, 0, 2, 254.0, 1951.0, 0
0, 5217.0, 0.0, 1, 1.0, 1.0, 0.0, 0, 0, 0.0, 0, 2, 0.0, 1.0, 0
1, 3942.0, 171.0, 1, 7.0, 4.0, 165.0, 0, 0, 0.0, 0, 1, 400.0, 1.0, 0
1, 2133.0, 75.0, 2, 6.0, 4.0, 1415.0, 1, 1, 1.0, 0, 2, 80.0, 9801.0, 1
0, 2758.0, 3.0, 2, 7.0, 4.0, 279.0, 0, 1, 1.0, 1, 2, 280.0, 11.0, 0
1, 2825.0, 5125.0, 2, 14.0, 4.0, 475.0, 1, 1, 2.0, 0, 2, 420.0, 8.0, 1
0, 2842.0, 35.0, 2, 9.0, 4.0, 835.0, 1, 0, 0.0, 0, 1, 280.0, 1.0, 1
1, 3033.0, 5.0, 2, 2.0, 8.0, 85.0, 0, 0, 0.0, 1, 1, 252.0, 1.0, 0
1, 3317.0, 3165.0, 1, 14.0, 4.0, 3165.0, 1, 1, 3.0, 1, 2, 380.0, 1.0, 1
1, 395.0, 1625.0, 2, 8.0, 4.0, 15.0, 0, 0, 0.0, 0, 2, 0.0, 317.0, 0
1, 2675.0, 45.0, 1, 8.0, 5.0, 25.0, 0, 0, 0.0, 0, 2, 200.0, 1211.0, 0
0, 3225.0, 15.0, 2, 8.0, 4.0, 25.0, 0, 0, 0.0, 1, 2, 372.0, 123.0, 0
1, 1767.0, 446.0, 2, 8.0, 4.0, 25.0, 0, 0, 0.0, 0, 1, 80.0, 1.0, 0
1, 43.0, 29.0, 1, 13.0, 8.0, 175.0, 1, 1, 8.0, 0, 2, 100.0, 376.0, 1
1, 3157.0, 105.0, 2, 14.0, 4.0, 65.0, 1, 0, 0.0, 0, 2, 0.0, 1.0, 1
0, 2742.0, 145.0, 2, 14.0, 8.0, 3085.0, 1, 1, 1.0, 0, 2, 120.0, 12.0, 1
