@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
0, 305.0, 65.0, 2, 8, 5, 4.0, 1, 1, 7, 1, 2, 0, 3066, 1
1, 2533.0, 58.0, 2, 8, 4, 29.0, 1, 1, 7, 1, 2, 96, 5125, 1
1, 3558.0, 75.0, 2, 4, 4, 15.0, 0, 0, 0, 1, 2, 231, 1, 0
1, 35.0, 3375.0, 2, 8, 8, 829.0, 0, 0, 0, 1, 2, 0, 1, 0
0, 1917.0, 5415.0, 2, 3, 8, 29.0, 0, 0, 0, 0, 2, 80, 485, 0
1, 4133.0, 0.0, 2, 8, 5, 15.0, 1, 0, 0, 0, 2, 0, 1, 1
1, 3125.0, 1125.0, 2, 1, 1, 0.0, 0, 1, 1, 0, 2, 96, 20, 0
1, 3842.0, 705.0, 2, 8, 4, 375.0, 0, 1, 2, 0, 2, 225, 501, 0
1, 39.0, 5.0, 2, 13, 4, 35.0, 1, 1, 10, 1, 2, 0, 1, 1
0, 1958.0, 665.0, 2, 9, 4, 1665.0, 0, 0, 0, 0, 2, 220, 6, 0
1, 2133.0, 105.0, 2, 8, 4, 3.0, 1, 0, 0, 1, 2, 0, 1, 1
1, 2217.0, 225.0, 2, 3, 4, 125.0, 0, 0, 0, 0, 2, 160, 11, 0
1, 5242.0, 15.0, 2, 2, 4, 375.0, 0, 0, 0, 1, 2, 0, 351, 0
1, 2017.0, 5625.0, 2, 9, 4, 171.0, 1, 0, 0, 0, 1, 120, 1, 1
1, 2517.0, 3.0, 2, 8, 4, 125.0, 0, 1, 1, 0, 2, 0, 23, 0
1, 3358.0, 275.0, 2, 7, 4, 425.0, 1, 1, 6, 0, 2, 204, 1, 1
1, 5075.0, 585.0, 2, 1, 1, 0.0, 0, 0, 0, 0, 2, 145, 1, 0
1, 3517.0, 45.0, 2, 14, 8, 575.0, 0, 0, 0, 1, 1, 711, 1, 1
1, 1942.0, 65.0, 2, 9, 8, 146.0, 1, 1, 7, 0, 2, 80, 2955, 1
1, 225.0, 115.0, 1, 7, 4, 15.0, 0, 0, 0, 1, 2, 0, 4001, 0
0, 32.0, 6.0, 2, 2, 4, 125.0, 0, 0, 0, 0, 2, 272, 1, 0
0, 2875.0, 375.0, 2, 8, 4, 1085.0, 1, 1, 1, 1, 2, 371, 1, 1
1, 3442.0, 425.0, 2, 3, 5, 325.0, 1, 1, 2, 0, 2, 274, 611, 1
1, 2525.0, 1.0, 2, 6, 4, 5.0, 0, 0, 0, 0, 2, 200, 1, 0
1, 3225.0, 165.0, 1, 8, 8, 325.0, 1, 1, 1, 1, 2, 432, 8001, 1
1, 3017.0, 5.0, 2, 8, 4, 175.0, 1, 1, 11, 0, 2, 32, 541, 1
1, 3667.0, 2.0, 2, 3, 4, 25.0, 0, 0, 0, 1, 2, 221, 1, 0
1, 2008.0, 25.0, 2, 11, 4, 125.0, 0, 0, 0, 0, 2, 200, 1, 0
1, 2042.0, 1085.0, 2, 11, 4, 15.0, 0, 0, 0, 0, 2, 108, 8, 0
1, 4817.0, 7625.0, 2, 9, 8, 155.0, 1, 1, 12, 0, 2, 0, 791, 1
0, 2192.0, 11665.0, 2, 4, 8, 85.0, 0, 0, 0, 0, 2, 320, 6, 0
0, 2733.0, 1665.0, 2, 1, 1, 0.0, 0, 0, 0, 0, 2, 340, 2, 0
0, 215.0, 6.0, 2, 6, 4, 25.0, 1, 1, 3, 0, 2, 80, 919, 1
1, 2192.0, 5.0, 2, 8, 4, 125.0, 0, 0, 0, 0, 2, 360, 1, 0
1, 3375.0, 275.0, 2, 3, 5, 0.0, 0, 0, 0, 0, 2, 180, 1, 0
0, 2267.0, 79.0, 2, 3, 4, 85.0, 0, 0, 0, 0, 2, 144, 1, 0
1, 44.0, 2.0, 2, 7, 4, 175.0, 1, 1, 2, 1, 2, 0, 16, 1
1, 4425.0, 11.0, 1, 2, 4, 15.0, 1, 0, 0, 0, 1, 0, 1, 0
1, 4717.0, 5835.0, 2, 9, 4, 55.0, 0, 0, 0, 0, 2, 465, 151, 0
1, 3942.0, 171.0, 1, 7, 4, 165.0, 0, 0, 0, 0, 1, 400, 1, 0
1, 2133.0, 75.0, 2, 6, 4, 1415.0, 1, 1, 1, 0, 2, 80, 9801, 1
0, 2842.0, 35.0, 2, 9, 4, 835.0, 1, 0, 0, 0, 1, 280, 1, 1
1, 3317.0, 3165.0, 1, 14, 4, 3165.0, 1, 1, 3, 1, 2, 380, 1, 1
1, 2675.0, 45.0, 1, 8, 5, 25.0, 0, 0, 0, 0, 2, 200, 1211, 0
0, 3225.0, 15.0, 2, 8, 4, 25.0, 0, 0, 0, 1, 2, 372, 123, 0
0, 2742.0, 145.0, 2, 14, 8, 3085.0, 1, 1, 1, 0, 2, 120, 12, 1
