@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
1, 3933.0, 5875.0, 2, 13.0, 8.0, 10.0, 1, 1, 14.0, 1, 2, 399.0, 1.0, 1
1, 2567.0, 325.0, 2, 8.0, 8.0, 229.0, 0, 1, 1.0, 1, 2, 416.0, 22.0, 0
1, 2108.0, 10085.0, 1, 10.0, 8.0, 125.0, 0, 0, 0.0, 0, 2, 260.0, 1.0, 0
0, 1967.0, 21.0, 2, 11.0, 8.0, 29.0, 1, 1, 11.0, 0, 2, 80.0, 100.0, 1
1, 2208.0, 11.0, 2, 13.0, 4.0, 665.0, 1, 0, 0.0, 0, 2, 100.0, 1.0, 1
1, 5458.0, 9415.0, 2, 1.0, 1.0, 14415.0, 1, 1, 11.0, 1, 2, 30.0, 301.0, 1
0, 36.0, 1.0, 2, 8.0, 4.0, 2.0, 1, 1, 11.0, 0, 2, 0.0, 457.0, 1
0, 3675.0, 5125.0, 2, 10.0, 4.0, 5.0, 1, 0, 0.0, 1, 2, 0.0, 4001.0, 1
1, 31.0, 2085.0, 2, 8.0, 4.0, 85.0, 0, 0, 0.0, 0, 2, 300.0, 1.0, 0
1, 3157.0, 5.0, 2, 8.0, 5.0, 835.0, 1, 0, 0.0, 1, 1, 320.0, 1.0, 0
0, 2725.0, 29.0, 2, 7.0, 8.0, 125.0, 0, 1, 1.0, 1, 2, 272.0, 109.0, 0
1, 3108.0, 15.0, 1, 9.0, 4.0, 4.0, 0, 0, 0.0, 0, 1, 160.0, 1.0, 0
0, 5842.0, 21.0, 2, 3.0, 5.0, 10.0, 1, 1, 13.0, 0, 2, 0.0, 6701.0, 1
0, 2817.0, 375.0, 2, 11.0, 4.0, 585.0, 1, 1, 4.0, 0, 2, 80.0, 1.0, 1
1, 7342.0, 1775.0, 2, 1.0, 1.0, 0.0, 1, 0, 0.0, 1, 2, 0.0, 1.0, 1
0, 225.0, 85.0, 2, 11.0, 4.0, 175.0, 1, 1, 10.0, 0, 2, 80.0, 991.0, 0
1, 2325.0, 12625.0, 2, 8.0, 4.0, 125.0, 0, 1, 2.0, 0, 2, 0.0, 5553.0, 0
1, 2392.0, 15.0, 2, 2.0, 8.0, 1875.0, 1, 1, 6.0, 0, 2, 200.0, 328.0, 1
1, 3675.0, 125.0, 1, 8.0, 4.0, 15.0, 0, 0, 0.0, 1, 2, 232.0, 114.0, 1
1, 2117.0, 25.0, 1, 8.0, 8.0, 25.0, 0, 0, 0.0, 0, 2, 280.0, 205.0, 0
0, 2483.0, 45.0, 2, 9.0, 4.0, 1.0, 0, 0, 0.0, 1, 2, 360.0, 7.0, 0
1, 5483.0, 155.0, 2, 10.0, 9.0, 0.0, 1, 1, 20.0, 0, 2, 152.0, 131.0, 0
1, 2458.0, 125.0, 2, 9.0, 4.0, 875.0, 1, 0, 0.0, 1, 2, 260.0, 1.0, 0
1, 4175.0, 96.0, 2, 14.0, 4.0, 25.0, 1, 0, 0.0, 0, 2, 510.0, 601.0, 1
1, 2992.0, 1835.0, 2, 8.0, 8.0, 4335.0, 1, 0, 0.0, 0, 2, 260.0, 201.0, 1
1, 5142.0, 4.0, 2, 14.0, 8.0, 4.0, 1, 0, 0.0, 0, 2, 0.0, 3001.0, 1
1, 6275.0, 7.0, 2, 10.0, 9.0, 0.0, 0, 0, 0.0, 0, 2, 0.0, 13.0, 0
0, 1633.0, 21.0, 2, 6.0, 4.0, 125.0, 0, 0, 0.0, 0, 2, 200.0, 2.0, 0
1, 295.0, 58.0, 2, 9.0, 4.0, 29.0, 0, 1, 1.0, 0, 2, 340.0, 2804.0, 0
0, 225.0, 11.0, 1, 11.0, 4.0, 3.0, 1, 0, 0.0, 1, 2, 268.0, 1.0, 0
0, 23.0, 1175.0, 2, 14.0, 8.0, 5.0, 1, 1, 2.0, 1, 2, 300.0, 552.0, 1
1, 3442.0, 1335.0, 2, 3.0, 5.0, 125.0, 0, 0, 0.0, 1, 2, 440.0, 4501.0, 0
0, 5758.0, 2.0, 2, 1.0, 1.0, 65.0, 0, 1, 1.0, 0, 2, 0.0, 11.0, 0
1, 5967.0, 154.0, 2, 11.0, 4.0, 125.0, 1, 0, 0.0, 1, 2, 260.0, 1.0, 1
1, 4858.0, 65.0, 2, 11.0, 8.0, 6.0, 1, 0, 0.0, 1, 2, 350.0, 1.0, 1
1, 2017.0, 925.0, 2, 8.0, 4.0, 1665.0, 1, 1, 3.0, 1, 2, 40.0, 29.0, 1
1, 1692.0, 335.0, 1, 4.0, 4.0, 29.0, 0, 0, 0.0, 0, 1, 200.0, 1.0, 0
0, 6058.0, 165.0, 2, 11.0, 4.0, 11.0, 1, 0, 0.0, 1, 2, 21.0, 10562.0, 1
1, 215.0, 975.0, 2, 8.0, 4.0, 25.0, 1, 0, 0.0, 0, 2, 140.0, 1.0, 0
1, 5592.0, 115.0, 2, 1.0, 1.0, 5.0, 1, 1, 5.0, 0, 2, 0.0, 8852.0, 1
1, 1375.0, 4.0, 1, 9.0, 4.0, 175.0, 1, 1, 2.0, 1, 2, 120.0, 1001.0, 1
0, 285.0, 1.0, 2, 11.0, 4.0, 1.0, 1, 1, 2.0, 1, 2, 167.0, 501.0, 0
1, 3183.0, 25.0, 2, 6.0, 4.0, 75.0, 1, 0, 0.0, 1, 2, 523.0, 1.0, 0
0, 2067.0, 1835.0, 2, 11.0, 4.0, 2085.0, 1, 1, 5.0, 0, 2, 220.0, 2504.0, 1
1, 2208.0, 83.0, 2, 8.0, 8.0, 2165.0, 0, 0, 0.0, 1, 2, 128.0, 1.0, 1
1, 2667.0, 14585.0, 2, 3.0, 5.0, 0.0, 0, 0, 0.0, 1, 2, 178.0, 1.0, 0
0, 3483.0, 125.0, 1, 3.0, 8.0, 5.0, 0, 0, 0.0, 1, 2, 160.0, 1.0, 0
0, 3392.0, 1585.0, 1, 1.0, 1.0, 0.0, 1, 0, 0.0, 0, 2, 320.0, 1.0, 0
1, 23.0, 625.0, 1, 6.0, 4.0, 125.0, 1, 0, 0.0, 0, 2, 180.0, 2.0, 0
0, 4433.0, 0.0, 2, 8.0, 4.0, 25.0, 1, 0, 0.0, 0, 2, 0.0, 1.0, 1
0, 3317.0, 225.0, 1, 13.0, 4.0, 35.0, 0, 0, 0.0, 1, 2, 200.0, 142.0, 0
1, 4325.0, 2521.0, 2, 11.0, 8.0, 21.0, 1, 1, 1.0, 0, 2, 760.0, 91.0, 0
1, 3742.0, 204.0, 2, 9.0, 4.0, 4.0, 1, 0, 0.0, 1, 2, 400.0, 5801.0, 1
1, 3733.0, 2665.0, 2, 13.0, 4.0, 165.0, 0, 0, 0.0, 1, 2, 0.0, 502.0, 0
1, 3492.0, 25.0, 2, 9.0, 4.0, 0.0, 1, 0, 0.0, 1, 2, 239.0, 201.0, 1
1, 3917.0, 1625.0, 2, 8.0, 4.0, 15.0, 1, 1, 10.0, 0, 2, 186.0, 4701.0, 1
1, 1917.0, 95.0, 2, 9.0, 4.0, 15.0, 1, 0, 0.0, 0, 2, 120.0, 2207.0, 1
1, 3642.0, 75.0, 1, 2.0, 4.0, 585.0, 0, 0, 0.0, 0, 2, 240.0, 4.0, 0
1, 2158.0, 79.0, 1, 13.0, 4.0, 665.0, 0, 0, 0.0, 0, 2, 160.0, 1.0, 0
1, 2567.0, 221.0, 1, 6.0, 4.0, 4.0, 1, 0, 0.0, 0, 2, 188.0, 1.0, 0
1, 2542.0, 54.0, 2, 9.0, 4.0, 165.0, 0, 1, 1.0, 0, 2, 272.0, 445.0, 0
1, 1633.0, 4085.0, 2, 3.0, 8.0, 415.0, 0, 0, 0.0, 1, 2, 120.0, 1.0, 0
1, 3517.0, 25125.0, 2, 14.0, 8.0, 1625.0, 1, 1, 1.0, 1, 2, 515.0, 501.0, 1
1, 2375.0, 12.0, 2, 8.0, 4.0, 2085.0, 0, 0, 0.0, 0, 1, 80.0, 1.0, 0
1, 2867.0, 9335.0, 2, 11.0, 8.0, 5665.0, 1, 1, 6.0, 0, 2, 381.0, 169.0, 1
0, 1792.0, 1021.0, 2, 1.0, 1.0, 0.0, 0, 0, 0.0, 0, 2, 0.0, 51.0, 0
1, 23.0, 75.0, 2, 7.0, 4.0, 5.0, 1, 0, 0.0, 1, 1, 320.0, 1.0, 0
