@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
1, 2075.0, 5085.0, 1, 5, 4, 29.0, 0, 0, 0, 0, 2, 140, 185, 0
1, 5442.0, 5.0, 1, 4, 8, 396.0, 1, 0, 0, 0, 2, 180, 315, 1
1, 3367.0, 2165.0, 2, 8, 4, 15.0, 0, 0, 0, 0, 3, 120, 1, 0
1, 4317.0, 225.0, 2, 3, 5, 75.0, 1, 0, 0, 0, 2, 560, 1, 0
1, 495.0, 7585.0, 2, 3, 5, 7585.0, 1, 1, 15, 1, 2, 0, 5001, 1
1, 6008.0, 145.0, 2, 1, 1, 18.0, 1, 1, 15, 1, 2, 0, 1001, 1
1, 415.0, 154.0, 2, 3, 5, 35.0, 0, 0, 0, 0, 2, 216, 1, 1
1, 3367.0, 125.0, 2, 9, 4, 1165.0, 0, 0, 0, 0, 2, 120, 1, 0
1, 23.0, 75.0, 2, 7, 4, 5.0, 0, 0, 0, 1, 1, 320, 1, 0
1, 35.0, 25.0, 2, 3, 4, 1.0, 0, 0, 0, 1, 2, 210, 1, 0
0, 5708.0, 335.0, 2, 3, 5, 1.0, 1, 0, 0, 1, 2, 252, 2198, 0
1, 20.0, 11045.0, 2, 8, 4, 2.0, 0, 0, 0, 1, 2, 136, 1, 0
1, 1858.0, 571.0, 2, 2, 4, 54.0, 0, 0, 0, 0, 2, 120, 1, 0
1, 2567.0, 325.0, 2, 8, 8, 229.0, 0, 1, 1, 1, 2, 416, 22, 0
0, 1967.0, 21.0, 2, 11, 8, 29.0, 1, 1, 11, 0, 2, 80, 100, 1
0, 3675.0, 5125.0, 2, 10, 4, 5.0, 1, 0, 0, 1, 2, 0, 4001, 1
1, 31.0, 2085.0, 2, 8, 4, 85.0, 0, 0, 0, 0, 2, 300, 1, 0
1, 7342.0, 1775.0, 2, 1, 1, 0.0, 1, 0, 0, 1, 2, 0, 1, 1
1, 2325.0, 12625.0, 2, 8, 4, 125.0, 0, 1, 2, 0, 2, 0, 5553, 0
1, 5483.0, 155.0, 2, 10, 9, 0.0, 1, 1, 20, 0, 2, 152, 131, 0
1, 5142.0, 4.0, 2, 14, 8, 4.0, 1, 0, 0, 0, 2, 0, 3001, 1
1, 6275.0, 7.0, 2, 10, 9, 0.0, 0, 0, 0, 0, 2, 0, 13, 0
0, 23.0, 1175.0, 2, 14, 8, 5.0, 1, 1, 2, 1, 2, 300, 552, 1
1, 5967.0, 154.0, 2, 11, 4, 125.0, 1, 0, 0, 1, 2, 260, 1, 1
1, 4858.0, 65.0, 2, 11, 8, 6.0, 1, 0, 0, 1, 2, 350, 1, 1
1, 2017.0, 925.0, 2, 8, 4, 1665.0, 1, 1, 3, 1, 2, 40, 29, 1
0, 6058.0, 165.0, 2, 11, 4, 11.0, 1, 0, 0, 1, 2, 21, 10562, 1
1, 215.0, 975.0, 2, 8, 4, 25.0, 1, 0, 0, 0, 2, 140, 1, 0
1, 5592.0, 115.0, 2, 1, 1, 5.0, 1, 1, 5, 0, 2, 0, 8852, 1
0, 285.0, 1.0, 2, 11, 4, 1.0, 1, 1, 2, 1, 2, 167, 501, 0
1, 2208.0, 83.0, 2, 8, 8, 2165.0, 0, 0, 0, 1, 2, 128, 1, 1
1, 2667.0, 14585.0, 2, 3, 5, 0.0, 0, 0, 0, 1, 2, 178, 1, 0
1, 23.0, 625.0, 1, 6, 4, 125.0, 1, 0, 0, 0, 2, 180, 2, 0
0, 3317.0, 225.0, 1, 13, 4, 35.0, 0, 0, 0, 1, 2, 200, 142, 0
1, 3492.0, 25.0, 2, 9, 4, 0.0, 1, 0, 0, 1, 2, 239, 201, 1
1, 3917.0, 1625.0, 2, 8, 4, 15.0, 1, 1, 10, 0, 2, 186, 4701, 1
1, 3642.0, 75.0, 1, 2, 4, 585.0, 0, 0, 0, 0, 2, 240, 4, 0
1, 2158.0, 79.0, 1, 13, 4, 665.0, 0, 0, 0, 0, 2, 160, 1, 0
1, 2567.0, 221.0, 1, 6, 4, 4.0, 1, 0, 0, 0, 2, 188, 1, 0
1, 2542.0, 54.0, 2, 9, 4, 165.0, 0, 1, 1, 0, 2, 272, 445, 0
1, 1633.0, 4085.0, 2, 3, 8, 415.0, 0, 0, 0, 1, 2, 120, 1, 0
1, 3517.0, 25125.0, 2, 14, 8, 1625.0, 1, 1, 1, 1, 2, 515, 501, 1
1, 2375.0, 12.0, 2, 8, 4, 2085.0, 0, 0, 0, 0, 1, 80, 1, 0
1, 2867.0, 9335.0, 2, 11, 8, 5665.0, 1, 1, 6, 0, 2, 381, 169, 1
0, 1792.0, 1021.0, 2, 1, 1, 0.0, 0, 0, 0, 0, 2, 0, 51, 0
1, 23.0, 75.0, 2, 7, 4, 5.0, 1, 0, 0, 1, 1, 320, 1, 0
